Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
BDI,BURUNDI,7.8384791471475E9,7.36091820389362E9,6.92531879835938E9,6.5218922209988E9,6.18413686552502E9,5.9726345286547E9,5.56858920741278E9,5.16292760521198E9,4.71030672069481E9,4.45851388469223E9,4.16917295279156E9,4.16471302299659E9,3.93727144912298E9,3.8886478861711E9,3.72008566687835E9,3.72267409800748E9,3.50309178446217E9,3.48828358910397E9,3.73737108934755E9,3.97624775127541E9,4.05615880252601E9,4.21622302556716E9,4.09329876985441E9,3.75998657406024E9,2.55404530104063E9,2.41536817829392E9,2.21337299009128E9,2.05479317913624E9,1.94896355396057E9,1.69663844128082E9,1.64026082470572E9,1.5229371098503E9,1.45744824340845E9,1.19432006963755E9
BEL,BELGIUM,4.60239694083633E11,4.68896687427606E11,4.57305402982196E11,4.361745495245E11,4.05312684609819E11,4.1360646316445E11,3.93674544589313E11,3.74618747492878E11,3.49006447309916E11,3.3705511765336E11,3.27477438968091E11,3.22572651706379E11,3.05160600079761E11,2.96683199947896E11,2.70573926371045E11,2.58693318602773E11,2.52801926067331E11,2.41464507674372E11,2.36705159198501E11,2.27030516061743E11,2.13695779566356E11,2.08703373012586E11,2.01025253326127E11,1.90324997970917E11,1.73090007758379E11,1.61669556673451E11,1.49247169156164E11,1.41290409332755E11,1.35612024081332E11,1.29073525921067E11,1.21146559774407E11,1.16234261847128E11,1.0942704238131E11,1.00249734810951E11
BEN,BENIN,1.83535420355602E10,1.71332259780228E10,1.6037059355201E10,1.51243356211762E10,1.46069739854071E10,1.41635285126141E10,1.32330898758248E10,1.22623993644302E10,1.14914933435653E10,1.07686276966092E10,1.01474082408611E10,9.59120803002835E9,9.0819423926709E9,8.35842466847223E9,7.78516889060991E9,7.29211300792784E9,6.88533979182354E9,6.36058250486881E9,5.98227296314068E9,5.51691709755189E9,5.31940384297865E9,4.81844391902569E9,4.67118202444793E9,4.31885365074304E9,3.4236214267437E9,3.43152626275141E9,3.1970823684955E9,3.14966855623968E9,3.01252013893349E9,2.69691025005923E9,2.44800725094473E9,2.48036472963415E9,2.29198828184491E9,1.90666080075968E9
BFA,BURKINA FASO,2.85145389528956E10,2.63770432888889E10,2.37137724922784E10,2.18112839515222E10,1.98701490093642E10,1.9170896397097E10,1.77776279138941E10,1.66308621600208E10,1.5134342623808E10,1.34588768026876E10,1.25406522760997E10,1.14083271052228E10,1.07367061180427E10,9.85701516511937E9,9.52104620777595E9,8.74614987769581E9,8.06388999677653E9,7.48305736384715E9,6.57448776014452E9,6.07155813028286E9,5.87809637213905E9,5.56188198344723E9,5.42865390225196E9,4.82026428905046E9,4.35641742634283E9,4.10810698823033E9,3.75726956107466E9,3.66286394126579E9,3.31534400054378E9,2.96542554324382E9,2.90134170164895E9,2.78258989837228E9,2.39466732611382E9,2.10729267941756E9
BGD,BANGLADESH,4.98774216239999E11,4.65385383561738E11,4.27013979840347E11,3.93641148813966E11,3.67764022247231E11,3.46618228631493E11,3.16952137691723E11,2.86265145741576E11,2.59143942519653E11,2.37328567489733E11,2.1786010686342E11,2.01155194461112E11,1.87735364484983E11,1.7467642946842E11,1.60831676893379E11,1.50918801828609E11,1.41867776284352E11,1.32008868738676E11,1.24004483815971E11,1.15853145598413E11,1.08563702600048E11,1.01108354715436E11,9.38429362570322E10,8.78526848156376E10,5.2920560659881E10,4.96933614796994E10,4.70032194924019E10,4.38531341560159E10,4.10305409344716E10,3.893973938968E10,3.57771857236849E10,3.2698921393396E10,3.00900886619198E10,2.53254894545588E10
BGR,BULGARIA,1.10507667727264E11,1.10771451903374E11,1.07201400874092E11,1.05293228852385E11,1.03708894929999E11,1.03879195664499E11,9.07101858529996E10,8.42690042742422E10,7.7209019924853E10,7.16168906971064E10,6.67605398050846E10,6.22807601208191E10,5.60456833600882E10,5.13838911933156E10,4.73781508281652E10,4.95776747161618E10,4.35263374449588E10,4.24329587075247E10,4.50576735799129E10,4.34950179142127E10,4.19175581331105E10,4.16160547727296E10,4.00819281065018E10,4.34221115778518E10,4.84802063245606E10,4.88229778076461E10,4.28500639481382E10,3.94397595925844E10,3.71249807428865E10,3.513507184108E10,3.26660546254704E10,3.02830596089587E10,2.78375346501992E10,2.41192120522481E10
BHR,BAHRAIN,,4.78263460321314E10,4.51017688749066E10,4.5136899898381E10,4.21574964700847E10,4.39212734457215E10,4.14901939395864E10,3.7049072518459E10,3.35872057132923E10,2.99190747177852E10,2.71962100409415E10,2.48869873003813E10,2.41234195986407E10,2.32789287342134E10,2.12552817957499E10,2.04001876888513E10,1.90403172163575E10,1.87800077284463E10,1.76098596039663E10,1.60378007853135E10,1.5846264675618E10,1.43378265689401E10,1.35920837583445E10,9.51176125874189E9,5.08468606898357E9,4.84508779363988E9,4.57896793427071E9,4.02741329747705E9,3.99235529521611E9,4.24767768080202E9,3.88205168283187E9,3.56763353094906E9,3.69828796794119E9,3.46743451932801E9
BHS,BAHAMAS,8.56820000909374E9,8.36498229425622E9,8.1568440271886E9,7.88738388632069E9,7.73910146535625E9,8.10083971820727E9,8.05106753099254E9,7.74531962132886E9,7.32122329354107E9,6.90110780463452E9,6.63861737285865E9,6.55557753057666E9,6.28459304312852E9,6.00056021476335E9,5.64883731777817E9,5.25375717173755E9,4.8128330758513E9,5.88098093799767E9,5.12136251624404E9,4.79462474687346E9,4.55960142191518E9,4.50828124791053E9,4.47111259484272E9,4.51076451259132E9,5.92202244210025E9,4.98261258762462E9,4.32239788534462E9,3.99479407348036E9,3.60954693030757E9,3.25157135441638E9,3.01390210584578E9,3.15417769528198E9,3.0117389151829E9,2.83830242796825E9
BIH,BOSNIA AND HERZEGOWINA,3.69776179645275E10,3.62001484092842E10,3.57943410596861E10,3.41945853069356E10,3.39969673751819E10,3.43355825397461E10,3.10827391211557E10,2.83204549605714E10,2.49029086453E10,2.31455537895183E10,2.14970437950374E10,2.05105514404613E10,1.94900135457677E10,1.84776864540642E10,1.78697601273453E10,1.6648134220355E10,1.11670349139259E10,8.01569255038983E9,3.9399410449656E9,3.18844310845966E9,,,,,,,,,,,,,,
BLR,BELARUS,1.60488132248623E11,1.59121320312975E11,1.55486848641297E11,1.42935238154193E11,1.30847828980786E11,1.30846516351249E11,1.16947307819227E11,1.05521789652038E11,9.35299057818517E10,8.27681038115032E10,7.23012315817897E10,6.60013073271098E10,6.1748443783242E10,5.7675135440673E10,5.33095203953943E10,5.0694146447246E10,4.62693605070259E10,4.0992039631207E10,3.91004890720044E10,4.28202434663694E10,4.75994152444063E10,5.02921329519939E10,5.43923507004565E10,5.3260524122877E10,,,,,,,,,,
BLZ,BELIZE,2.61218748060177E9,2.52507094975876E9,2.41598532754513E9,2.23597446547306E9,2.21219074641983E9,2.05570008889207E9,1.94819488818925E9,1.92021700400937E9,1.78176184607402E9,2.09782226107121E9,1.91022118071266E9,1.69301367373099E9,1.60592224208762E9,1.47390850879975E9,1.11308924632522E9,1.02443773561853E9,9.83659098524221E8,9.32459572104548E8,9.05307995610269E8,8.7835925885122E8,8.60665704425146E8,7.93248182924184E8,6.98205001407621E8,6.16503071640499E8,4.7992188424873E8,4.11581389783786E8,3.65067330849382E8,3.21061968099753E8,2.91730155943982E8,2.8097806698896E8,2.69773765573291E8,2.65573438399989E8,2.55545726080749E8,2.30632333066488E8
BMU,BERMUDA,,4.30434482345741E9,4.30277927674045E9,4.51114402293487E9,4.59288690044158E9,4.8806356886768E9,4.87249488406951E9,,,,,,,,,,,,1.83318143902529E9,1.72000632910393E9,1.67419589335249E9,1.58759133473732E9,1.56455494696825E9,1.57312135883249E9,,,,,,,,,,
BOL,BOLIVIA,6.13468457209668E10,5.67371431914556E10,5.365646106539E10,5.02213452009703E10,4.79018553559517E10,4.63036976318224E10,4.25688233166443E10,3.97611061508056E10,3.66296403124658E10,3.38282295471943E10,3.18200951932092E10,3.07355222750612E10,2.95358164831275E10,2.83733850371546E10,2.71508493414676E10,2.67789273888787E10,2.50772664968438E10,2.355057719991E10,2.19193084804739E10,2.05441236257796E10,1.91348827060334E10,1.79617212979915E10,1.7067210422311E10,1.56248739614045E10,1.28924928478894E10,1.19243570794069E10,1.11580900876696E10,1.03752875654162E10,1.03968275210743E10,1.03744947301209E10,1.0419413633903E10,1.00587545677025E10,1.13231477202352E10,9.66678493643751E9
BRA,BRAZIL,2.95598263587342E12,2.85119084220555E12,2.76320813215891E12,2.63751229612038E12,2.41874127332177E12,2.39817552685859E12,2.24418690559344E12,2.05162997012364E12,1.90695273178026E12,1.78833232608798E12,1.64250434642295E12,1.58769285725168E12,1.52356083311838E12,1.48144691622041E12,1.38236319282065E12,1.37389178877761E12,1.36300663013643E12,1.30158816711335E12,1.25151292052135E12,1.17132578474576E12,1.08039649835225E12,1.01388106384994E12,9.92323622732429E11,9.42134854592107E11,8.22739452671663E11,6.99344616376941E11,6.78034804586875E11,6.31368994839708E11,5.66690027347067E11,5.07508866877723E11,4.63918569756265E11,4.65463011011133E11,4.40773834095018E11,4.25258005620799E11
BRB,BARBADOS,,4.27411362825338E9,4.20657254073005E9,4.10667616312193E9,3.97961855135348E9,4.06412300924065E9,4.02630987225996E9,3.78555979530462E9,3.52780339949866E9,3.32667598163992E9,3.16669672938149E9,3.05555718262723E9,2.99650282049336E9,3.02113485024051E9,2.89343386053521E9,2.79452826454206E9,2.65459227079576E9,2.43988705920387E9,2.3607081520109E9,2.28952493696001E9,2.16001947940374E9,2.09950478663549E9,2.14908931382074E9,2.13630908126053E9,2.99032414620411E9,2.71821709085196E9,2.46986302991873E9,2.36957484948593E9,2.17418219657105E9,,,,,
BRN,BRUNEI DARUSSALAM,,,,,2.68227396265462E10,2.70622247148434E10,2.71104603078688E10,2.62319753259451E10,2.43777536655676E10,2.35267769001195E10,2.27827772963109E10,2.17071829603171E10,2.05822125040384E10,1.95864415747656E10,1.86193932049489E10,1.78129293840986E10,1.772076240252E10,1.76811029888483E10,1.68788150056047E10,1.58248469748094E10,1.50231733578469E10,1.46289802764716E10,1.36530806273717E10,1.28119059712571E10,8.74559384607504E9,,,,,,,,,
BTN,BHUTAN,5.21944755546208E9,4.9706398319409E9,4.72443919853529E9,4.32279463356202E9,3.88482254317302E9,3.66708394283889E9,3.47801760927519E9,2.90004141553362E9,2.6063341224385E9,2.33662315181958E9,2.14874344220828E9,1.97119001486924E9,1.77908255389595E9,1.60656951744157E9,1.21931605769447E9,1.14208281901396E9,1.14638996346362E9,1.03987735198126E9,9.54705674620039E8,9.21441092204418E8,8.3393060859537E8,7.89284570226451E8,7.59801971849075E8,7.58043834427843E8,5.77139137822834E8,4.93212624567459E8,4.38307824600282E8,3.10352335842473E8,2.64218527773833E8,2.4574546876752E8,2.06517478406454E8,1.89382955390791E8,1.76085607959065E8,1.45856924636359E8
BWA,BOTSWANA,3.16082198859391E10,2.96896315643696E10,2.77100702260755E10,2.47280821980922E10,2.28799918540388E10,2.37920913837111E10,2.22125410330551E10,1.97183005397038E10,1.75701220907156E10,1.5871960818147E10,1.52401140295928E10,1.37593044675039E10,1.42914082873344E10,1.34256014812174E10,1.30490077951479E10,1.26274539671402E10,1.17513275987723E10,1.04369279764157E10,1.01489222660099E10,8.85981805415733E9,9.46108354166826E9,8.69891953171395E9,8.17410798606142E9,7.04474948552418E9,5.71844059459628E9,4.97946281594539E9,3.79793006502672E9,3.45077945094447E9,3.0960591760829E9,2.78787333226757E9,2.63380076418619E9,2.38325020441754E9,2.01563819101874E9,1.56060823164045E9
CAF,CENTRAL AFRICAN REPUBLIC,2.78515550295644E9,4.2889093949411E9,4.03965417337495E9,3.83178497632376E9,3.52004779286623E9,3.20406351902782E9,3.0416583823174E9,2.73599186456181E9,2.4674525614827E9,2.36113909530908E9,2.18650934430437E9,2.25084561369932E9,2.14110583627439E9,1.99205327221491E9,2.00982000485547E9,1.89097391502492E9,1.79140799157564E9,1.66543377463631E9,1.70741438238157E9,1.55124450066242E9,1.4625671504057E9,1.42905397883653E9,1.49200213273415E9,1.44645749247432E9,1.74431880319922E9,1.64637537613757E9,1.56667642398534E9,1.61558307717147E9,1.52971744762071E9,1.41862606337147E9,1.24749912719139E9,1.31483581824268E9,1.16734970285381E9,1.08240650021863E9
CAN,CANADA,1.48079023329427E12,1.43423684829246E12,1.39334012955842E12,1.33566962307258E12,1.27876503171655E12,1.31313361255357E12,1.27102743681656E12,1.21219911484629E12,1.13846234975001E12,1.0514884593294E12,9.89078274540246E11,9.36070210431185E11,9.04070849575024E11,8.71015177560348E11,8.12829922489734E11,7.62533025989432E11,7.26298323241733E11,6.83383508394674E11,6.59188492471823E11,6.27605199182527E11,5.88872462848188E11,5.59488324972231E11,5.43922361517306E11,5.36213545626764E11,5.02877747470101E11,4.73127075426945E11,4.36254138030908E11,4.0524469361256E11,3.88214684843931E11,3.59345074392997E11,3.27907863396182E11,3.05459589364811E11,2.96763360274595E11,2.6390612717172E11
CHE,SWITZERLAND,4.82109875578355E11,4.55975441605803E11,4.35984209920107E11,4.25888461413601E11,3.94509812959494E11,3.60950470857462E11,3.60661803289339E11,3.49390121408642E11,3.16060366454053E11,2.96853242776324E11,2.85205847860896E11,2.72386932999382E11,2.65921970926463E11,2.64442441368137E11,2.45936903277152E11,2.3883422057035E11,2.29380349430185E11,2.16020787615292E11,2.09343636090016E11,2.02368988762029E11,1.97290108842966E11,1.92073137934999E11,1.88403620616683E11,1.83856845516785E11,1.63100811413914E11,1.51575912908599E11,1.40807324561406E11,1.35364853679232E11,1.31461989387763E11,1.23322102108156E11,1.14632298566449E11,1.09099250797961E11,1.05145959580911E11,9.37618765186417E10
CHL,CHILE,3.7110128203913E11,3.53994511414781E11,3.29506895969321E11,2.89762756483708E11,2.55480207470923E11,2.54017661977099E11,2.47408262016007E11,2.24329587952468E11,1.91142276101962E11,1.75956014650269E11,1.65084957779772E11,1.57190056424675E11,1.51978479485682E11,1.43991555807759E11,1.28482293307616E11,1.28600965451215E11,1.21508238191002E11,1.11265558910283E11,1.00203608811324E11,8.7090947025587E10,8.07482385377583E10,7.24277808157964E10,6.17503440495771E10,5.46871835213309E10,5.07497085509885E10,4.33122934489104E10,3.84761776155007E10,3.37522049312483E10,3.06667078090967E10,2.83710311242246E10,2.58073503617153E10,2.60055029774607E10,2.83696785065233E10,2.5067052021628E10
CHN,CHINA,1.6084517358083E13,1.47543740611769E13,1.33663547222198E13,1.20451071727309E13,1.08024457131924E13,9.8926566051002E12,8.8171425864537E12,7.49125381854749E12,6.4163465780039E12,5.6099311545021E12,4.94197567428948E12,4.38593146771377E12,3.94323254596657E12,3.56801614719443E12,3.21359320347918E12,2.93506028096826E12,2.70571396846064E12,2.42634926295917E12,2.16251085099683E12,1.93744386917807E12,1.67729616885133E12,1.44127149890765E12,1.23537532297062E12,1.09591837649422E12,8.381438078353E11,7.75004836937989E11,6.72703012733252E11,5.86042948565249E11,5.28347598515534E11,4.53158411460888E11,3.78792345523508E11,3.27513493644813E11,2.82252731579097E11,2.45336975496225E11
CIV,COTE D'IVOIRE,6.27453654935755E10,5.71151130502681E10,5.04335709078292E10,5.1803620774528E10,5.00682918290816E10,4.81843778421183E10,4.5972365583484E10,4.39956585155411E10,4.21208107229826E10,3.99577384001443E10,3.79630727213196E10,3.75376404739497E10,3.74720574616801E10,3.63603717507938E10,3.7017801334287E10,3.61260759362184E10,3.40525072414852E10,3.11904126375463E10,2.79940816583326E10,2.55033976898421E10,2.39357511664102E10,2.35058785759516E10,2.27757129379682E10,2.16226986099029E10,1.44375018344057E10,1.42876434060565E10,1.37204224166141E10,1.35669403349303E10,1.2540235398554E10,1.19777391414138E10,1.14977238017025E10,1.18826973787568E10,1.1292082859172E10,1.01164987481066E10
CMR,CAMEROON,6.16622421457016E10,5.7799363365786E10,5.45860895717222E10,5.13677375113092E10,4.94531319397184E10,4.75159430400219E10,4.49962432712847E10,4.29004753197796E10,3.96907090304181E10,3.77425631818883E10,3.4947589853009E10,3.2139994711611E10,3.00971032226023E10,2.84088520667497E10,2.72126141438227E10,2.56696613735803E10,2.38738811930947E10,2.23146378781166E10,2.08944774524901E10,1.96789225277148E10,1.89882233031724E10,2.00865272108677E10,2.0145618867763E10,2.06916324747228E10,1.84249791027866E10,1.83813285782107E10,1.90879809617146E10,1.89508999787398E10,1.70398034271518E10,1.52417987546995E10,1.33374792672307E10,1.19704617909555E10,1.00570160826642E10,7.27429896904585E9
COD,"CONGO, THE DRC",4.99364357588565E10,4.69204423064299E10,4.32356108003446E10,3.99681416734404E10,3.68337514876015E10,3.45578541992299E10,3.2961511410322E10,3.04001439892982E10,2.77267903672528E10,2.56399155909061E10,2.34889978967822E10,2.1617419717715E10,2.03280134308085E10,2.09488182045971E10,2.0410495245253E10,2.16755600159572E10,2.17092186859913E10,2.26612576541977E10,2.07772757060173E10,2.06126605559773E10,2.24054329238437E10,2.45865857080466E10,2.69356652514093E10,2.84938552092988E10,1.58759802633844E10,1.52845133009451E10,1.47060200304186E10,1.49943850022476E10,1.3457814291586E10,1.3332092934975E10,1.21609654601608E10,1.15043969493115E10,1.09343191755527E10,9.84070442937956E9
COG,CONGO,2.04752625342219E10,1.91621926583968E10,1.74743699050165E10,1.67521374568741E10,1.47300296993596E10,1.38217769100681E10,1.19495707969193E10,1.13536705796557E10,1.04012817471158E10,9.60151982545912E9,9.79253606755095E9,9.29285789847505E9,8.56385627965892E9,8.09407713525345E9,7.27523265112288E9,7.99110606750012E9,7.18557504153466E9,5.69245310966829E9,5.43326107355632E9,7.54712856785364E9,7.35851643167781E9,7.85062043512216E9,7.18093051080863E9,6.73894582051348E9,4.96679694665773E9,4.73950419086296E9,5.3093008413921E9,5.15059723535647E9,4.98127210321282E9,4.92007772882262E9,4.31496660909338E9,4.00183169953441E9,3.07720962335979E9,2.29452878415249E9
COL,COLOMBIA,5.77816127065601E11,5.42147855560076E11,5.08878416758894E11,4.71226231316955E11,4.49290450643457E11,4.37004254920601E11,4.1482566826166E11,3.78900137127003E11,3.44183680598964E11,3.18871030728144E11,2.94808041021075E11,2.80235480476957E11,2.69867880557342E11,2.60326725017229E11,2.44754144828293E11,2.51812327312972E11,2.46598711054896E11,2.34650140998469E11,2.26744316221592E11,2.10973530991527E11,1.92107452960524E11,1.81660663250634E11,1.68661595414185E11,1.58407256297407E11,1.26052875310574E11,1.18813165260363E11,1.09609762321779E11,1.01832222421974E11,9.31362107443417E10,8.8493371095629E10,8.29084974941076E10,7.89378727375387E10,7.50988070375073E10,6.75360958467127E10
COM,COMOROS,1.09566947314613E9,1.04717060705678E9,9.97450950461881E8,9.43617638518294E8,9.04989759518269E8,8.74378622367483E8,8.45090854653952E8,8.1564595860321E8,7.70254385730329E8,7.24580892483993E8,6.93052124459589E8,6.66305279620386E8,6.45375264936242E8,5.63290002371367E8,5.42611582928917E8,5.23483303536826E8,5.12746336541907E8,4.84783534126596E8,4.83682663171557E8,4.56389941689136E8,4.73902779776595E8,4.52766355623967E8,4.0120042662506E8,4.10164169069793E8,3.52502266172262E8,3.44885824707212E8,3.26463602268454E8,3.10684676386593E8,2.98053494261835E8,2.84029366434988E8,2.63292927664041E8,2.44004994599759E8,2.15543921853409E8,1.90277339554468E8
CPV,CAPE VERDE,3.09568827905012E9,3.01177387941712E9,2.92490408115014E9,2.74270048440548E9,2.72234192811507E9,2.73303361297185E9,2.52851189119983E9,2.09509830974492E9,1.89403151877618E9,1.74292616358648E9,1.54223418277322E9,1.44280078545906E9,1.36802150350784E9,1.28812925199053E9,1.11454131105854E9,9.92331464332807E8,8.75373743704738E8,7.73321144555638E8,6.84485994817471E8,5.8967672645253E8,4.85836409820002E8,4.37223571651546E8,3.85388076229742E8,3.69213119142168E8,3.47349580963594E8,3.1382109928573E8,2.85024929707983E8,2.61972968191264E8,2.45180137891E8,2.17982759048071E8,1.99166759712267E8,1.78217722495214E8,1.69367176331381E8,1.38861660263214E8
CRI,COSTA RICA,6.61131464913519E10,6.31867816578623E10,5.92792822169456E10,5.52220087268633E10,5.11101147425464E10,5.24490056207911E10,4.91294772774217E10,4.58500499955588E10,4.04579297803434E10,3.65235578212909E10,3.33741906080661E10,3.1337503730338E10,2.9522141842805E10,2.74513595085728E10,2.53125080616584E10,2.52016795339493E10,2.33260039362443E10,2.18044161278969E10,2.11476548382407E10,2.00497213674524E10,1.85316395153715E10,1.68480423921286E10,1.49428112427713E10,1.41072062113011E10,1.2077003600237E10,1.1112870177911E10,1.03950841491173E10,9.45807648575011E9,8.66400638177572E9,8.25973653257591E9,7.35005109460269E9,6.34043983754175E9,6.80196245549144E9,6.81646513492431E9
CUB,CUBA,,,2.0886139356766E11,1.99228526278767E11,1.92147306424372E11,1.8790205052873E11,1.76828716610608E11,1.61337005132402E11,1.39229631758495E11,1.21038415068057E11,1.11530174958957E11,1.05081970056493E11,1.02273623202885E11,9.64738824364806E10,8.9254929079505E10,8.29258298181005E10,8.17725483972433E10,7.81602030163712E10,7.09958821162054E10,6.83223393179404E10,6.64522462865038E10,7.63055941314533E10,8.40363228586779E10,9.08329168128998E10,,,,,,,,,,
CYP,CYPRUS,2.39820285268073E10,2.4922530419342E10,2.62046640550081E10,2.48722158458843E10,2.41373667488798E10,2.47380073916018E10,2.06795689272824E10,1.93786440759322E10,1.77290027010888E10,1.64282357179508E10,1.5432420682325E10,1.46798294124458E10,1.38935531468081E10,1.26173630559834E10,1.19202672102155E10,1.23712093347552E10,1.05943213768458E10,1.02290915978372E10,9.82028330727707E9,9.38290987629768E9,8.7027429629217E9,8.42524322334697E9,7.56091852884252E9,7.26119760282448E9,6.50054912636718E9,5.78915985839137E9,5.15094563257943E9,4.61972077372867E9,4.36435771478197E9,4.03181846184692E9,3.56535292722387E9,3.28789605926627E9,2.92692422579305E9,2.61695280185209E9
