Country code,Country name,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
FJI,FIJI,,,,,,,,2.4026363607387E9,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,FRANCE,,1.11797409106126E12,1.1114586289306E12,1.09440396999444E12,1.09153602379722E12,1.08887705285612E12,1.06347052652353E12,1.04042709585062E12,1.01546160811469E12,9.98652890361186E11,9.81762899171218E11,9.62586003261665E11,9.40071279715981E11,9.09139998488066E11,8.78674193838234E11,8.46675316671583E11,8.44258681281314E11,8.30935576879065E11,8.16691223058264E11,8.04118864022965E11,8.06816858405162E11,7.9952096173919E11,7.96098804012848E11,7.77453733300876E11,7.54072288773281E11,7.30855036742891E11,7.07894036312458E11,6.8368996182071E11,6.71142392499409E11,6.66474611329029E11,6.61075667896968E11,6.40900240948335E11,6.28050432845747E11
GAB,GABON,,,,,,4.13077361771612E9,3.87711765361858E9,3.43181475100059E9,3.02518275408701E9,3.38957807017197E9,3.4005763776337E9,2.84004821189243E9,2.84846892257221E9,2.72658819066839E9,2.57797924177481E9,2.13021887800765E9,2.14582156251229E9,2.37069270133862E9,2.33169306871295E9,2.60870246194457E9,2.62995982340867E9,2.69331036413802E9,2.74627294968514E9,2.83247882702952E9,2.09039321007424E9,2.37443561699235E9,2.82771168173858E9,2.27670913852821E9,2.41575087618044E9,2.63940944274672E9,2.15196883674879E9,2.40542206138341E9,2.1821607569247E9
GBR,UNITED KINGDOM,1.26666577073237E12,1.25178349204715E12,1.26177261849838E12,1.24522656774902E12,1.28439944407972E12,1.30511556881501E12,1.27045570441146E12,1.25192314500342E12,1.2205847593591E12,1.18294802163062E12,1.14215813611304E12,1.09945255105743E12,1.05824022992026E12,1.00565223973127E12,9.57025014394849E11,9.16001972090608E11,8.71963660418245E11,8.30117910084476E11,8.13205178999524E11,7.85563485090753E11,7.5173722099003E11,7.41052518056744E11,7.60816313829157E11,7.54049759658477E11,7.27402714705797E11,6.7120704669574E11,6.33043512094532E11,5.91715659538979E11,5.6703884286088E11,5.53559100298079E11,5.2981660293894E11,5.23871736773369E11,5.23058499644103E11
GEO,GEORGIA,,,,,,,,9.83969458560767E9,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,GHANA,,,,,,,,1.75934387613944E10,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,GUINEA,,,,,,,,5.33914000841107E9,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,GAMBIA,,1.85524709671416E9,1.89939924422758E9,1.77861950547493E9,1.7535089125993E9,1.55860200314217E9,1.41504148226986E9,1.50184333412857E9,1.4484237109022E9,1.31113518049637E9,1.49339145096142E9,1.4195736814274E9,1.27516389555953E9,1.14970115329398E9,1.14197539400121E9,1.08272653479185E9,1.01872881367733E9,1.10791055009544E9,1.03117941024733E9,1.0450064049705E9,9.39976500399498E8,8.64048798214794E8,8.33366358958394E8,7.98975098782888E8,7.13358242149427E8,6.74683019638766E8,6.9056662784371E8,5.73359170883907E8,5.60314505573359E8,6.65492596296045E8,8.33577753027077E8,9.8750768562984E8,1.13369439525692E9
GNQ,EQUATORIAL GUINEA,6.84340747882016E9,5.85767864844274E9,3.82722343397998E9,4.89688361317402E9,4.02714141334403E9,1.22682562597493E9,9.50176381417496E8,1.34944215985176E9,1.83627038797393E9,1.0334968673097E9,8.67682699576368E8,3.79254238146062E8,2.12457626065124E8,,,,,,,,,,,,,,,,,,,,
GRC,GREECE,,1.68688346705463E11,1.82825776468272E11,1.95087432216114E11,1.98154028247105E11,1.89966448827097E11,1.83435810680715E11,1.75776887584121E11,1.68143604604656E11,1.61921395202554E11,1.56640474144486E11,1.49645034262611E11,1.42380917393106E11,1.40043642854882E11,1.36663280567793E11,1.31938829305251E11,1.2850535006359E11,1.25426206113994E11,1.22492459460226E11,1.20001610145156E11,1.21097125212386E11,1.18139013594212E11,1.14596657504971E11,1.11569118038974E11,1.04930021982085E11,9.83662536532197E10,9.56883038119598E10,9.71476738280376E10,9.68225014568523E10,9.6567804495906E10,9.46548581300953E10,9.12944379714772E10,9.22690155179249E10
GRD,GRENADA,,,,,,,,7.07327767645351E8,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,GUATEMALA,5.01415550220848E10,4.98441001637211E10,4.72925002077531E10,4.57751258783481E10,4.48559880506165E10,4.38750023428557E10,4.20085544636781E10,4.01359988353277E10,3.84353412866018E10,3.70597437768339E10,3.56816205928424E10,3.45192707168603E10,3.32619255048969E10,3.21353779259914E10,3.10304750291994E10,2.96743586559544E10,2.85330376127546E10,2.77558726615632E10,2.63726266260187E10,2.51539207698489E10,2.41167612994929E10,2.30317800906181E10,2.20649589174757E10,2.16255285073965E10,2.09948595808299E10,2.01678477386372E10,1.94113840898722E10,1.92515907941067E10,1.9319587941241E10,1.91045481167048E10,1.937653439869E10,1.9976606915598E10,1.97097204196479E10
GUY,GUYANA,,,,,,,,1.15074320476092E9,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,HONG KONG,1.58678799163229E11,1.5376656486487E11,1.41095503582292E11,1.32788449440252E11,1.31752964329327E11,1.29297095022443E11,1.19005319777414E11,1.12168094369301E11,1.08329388974239E11,1.01122011097679E11,1.02721585273341E11,1.03807754133712E11,1.0237411037494E11,9.79507450046097E10,9.69374417791385E10,1.02575482240097E11,9.71913562109583E10,9.37011170834795E10,9.21990688511283E10,8.65728008992095E10,8.02740128782394E10,7.39294979537353E10,6.76646643272594E10,6.36773774759987E10,6.13300630945783E10,5.60755585860267E10,5.06763141768574E10,4.66880359564144E10,4.47880769185126E10,4.23003598766472E10,3.92369051821539E10,3.72889886600577E10,3.46613646423385E10
HND,HONDURAS,1.88738955627047E10,1.73993168049399E10,1.68210794724402E10,1.64316011557365E10,1.6922241462192E10,1.64306036902166E10,1.55668967611651E10,1.43262004359822E10,1.34273391896605E10,1.27905083397899E10,1.22511378967666E10,1.17592139208158E10,1.12484998601005E10,1.05367490806407E10,1.06289692813016E10,1.01702328985268E10,9.86046760912739E9,9.37099115946567E9,9.21492620450107E9,9.17236303496527E9,8.78692988861329E9,8.60012486676171E9,8.19104551511206E9,8.16267006875486E9,7.75359086844091E9,7.59516114161084E9,7.48165935618203E9,7.06785061213713E9,7.04656917870495E9,6.55945765224442E9,6.6587714118232E9,6.53108190321579E9,6.48378949262046E9
HRV,CROATIA (LOCAL NAME: HRVATSKA),3.63624774209165E10,3.6729775172643E10,3.66506485109043E10,3.69787518135324E10,3.99586838190157E10,3.94234470488498E10,3.70265972140918E10,3.5868692305102E10,3.45157407218708E10,3.31864158790361E10,3.19499639815371E10,2.95632849880088E10,2.83855784089991E10,2.75040520512844E10,2.84706482278877E10,2.87286462635319E10,2.5681607317035E10,2.51779161735811E10,,,,,,,,,,,,,,,
HTI,HAITI,,,,,,,,8.36073445750382E9,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,HUNGARY,,,8.30033968005183E10,8.48444351028016E10,9.0445329730648E10,9.106405770245E10,9.01617469928229E10,8.8666683733997E10,8.66671990175044E10,8.52233465424793E10,7.85900955631548E10,7.25722166336147E10,6.93202402705048E10,6.71908271496116E10,6.27565404086273E10,5.96763755290718E10,5.84006855219575E10,5.99860435996098E10,6.42248860809527E10,6.57368332456015E10,6.23689119977244E10,6.19969304152331E10,6.56747144229163E10,6.81272971192078E10,6.65955983569968E10,6.95152383684727E10,6.6970364516833E10,6.56572201145422E10,6.48146299255106E10,6.40460770014927E10,6.37274398024803E10,6.29096148099509E10,6.13154140447865E10
IDN,INDONESIA,5.86680989960271E11,5.58907533776706E11,5.33771520145795E11,5.09617030839588E11,4.86002427039716E11,4.61382370658693E11,4.39383569355342E11,4.25869484516195E11,4.09673589665419E11,3.90287361260827E11,3.75663193751872E11,3.61785742589256E11,3.49571246926607E11,3.44123606973505E11,3.28885910023059E11,3.50505827637488E11,3.2508279692705E11,2.96281512054446E11,2.63164008690447E11,2.44060333649979E11,2.18360926959764E11,2.11802760977171E11,1.96168146611345E11,1.67375459129037E11,1.55756702198716E11,1.68346950542399E11,1.66058607261848E11,1.63227368902336E11,1.53096754519755E11,1.44415703949477E11,1.32397715974859E11,1.28956720029687E11,9.23725859859147E10
IND,INDIA,2.29605247165595E12,2.20874479433377E12,2.04580270654178E12,1.88447855719905E12,1.75486885900504E12,1.63683631408003E12,1.49675394478657E12,1.37980098677032E12,1.2699886846512E12,1.20754505930283E12,1.13999660807316E12,1.10818635629638E12,1.04592359777619E12,1.01114438314428E12,9.53196216175649E11,8.95009925500754E11,8.69028945815203E11,8.06346314560901E11,7.60073862215035E11,7.24845523174324E11,6.94649621955369E11,6.77186348979899E11,6.62886177096902E11,6.34544332008174E11,6.04544532848074E11,5.69027134064444E11,5.50170772368296E11,5.33340374402772E11,5.11972887240455E11,4.97629420282642E11,4.61787306980806E11,4.57214562876263E11,4.38160825693851E11
IRL,IRELAND,,7.27169095721549E10,7.44875579147306E10,7.41944874252593E10,7.86320633760172E10,7.88775168175878E10,7.42663070180847E10,6.94445759784786E10,6.49701698857832E10,6.26542578180137E10,6.0789013467935E10,5.85149826625656E10,5.57828929527943E10,5.04128226065878E10,4.6195705278952E10,4.28837436546379E10,3.97611295480539E10,3.71470814515691E10,3.59182825133678E10,3.44106551175482E10,3.33724986486949E10,3.24380618780897E10,3.18827080613552E10,3.15241697420054E10,2.94340207946418E10,2.79606270008949E10,2.68683811476065E10,2.63524696389691E10,2.51339496806998E10,2.45766214934304E10,2.43405871054755E10,2.64417877058957E10,2.59695764464027E10
IRN,IRAN (ISLAMIC REPUBLIC OF),,,,,,3.26504601982113E11,2.99318472380992E11,2.81970906997064E11,2.64581487748515E11,2.43630008223073E11,2.31450359435177E11,2.07203463214868E11,1.9840004782452E11,1.85014516852178E11,1.80000569826647E11,1.68366919199056E11,1.61367963834473E11,1.56520933724576E11,1.5887624665418E11,1.56955172478956E11,1.53080866467818E11,1.47465031548558E11,1.34904877190409E11,1.3084576995016E11,1.26551949902637E11,1.25598333833701E11,1.33786239963128E11,1.48867721424949E11,1.4636284427871E11,1.38892677877372E11,1.21366632436411E11,1.13131322344284E11,1.09895234559694E11
ISL,ICELAND,,5.16891327714702E9,5.03471587740507E9,5.03042498952673E9,5.91400640970831E9,6.40829827683154E9,6.06277725784072E9,5.85240066747411E9,5.18808347156913E9,4.84656329750997E9,4.56151624638692E9,4.64066420503629E9,4.78740735067338E9,4.59577288427759E9,4.25444295132233E9,3.8456152370328E9,3.62440838387507E9,3.43068790593776E9,3.37266083763983E9,3.29989126520279E9,3.50075818263674E9,3.64347851326451E9,3.55350524868196E9,3.40758016854683E9,3.56462149465089E9,3.71538796422849E9,3.18951800700045E9,2.98360516828908E9,2.86473960254995E9,2.75964465339109E9,2.93388747915226E9,2.7962330328261E9,2.63470124754027E9
ISR,ISRAEL,,1.03785081647655E11,1.0016707410059E11,9.51436740238697E10,9.37950278103046E10,9.12232651127066E10,8.58306454988303E10,8.23389046464415E10,7.9840838463246E10,7.57944085124546E10,7.59152707960747E10,7.53640208683443E10,7.27681839760414E10,6.68056446507861E10,6.42960326803341E10,6.08701273808116E10,5.89650724835079E10,5.58376380673153E10,,,,,,,,,,,,,,,
ITA,ITALY,,9.4793818064593E11,9.46892590598091E11,9.32901777553061E11,9.47790115628979E11,9.55422921794856E11,9.44991308944971E11,9.32216551303075E11,9.21207575145429E11,9.1427904820202E11,9.0614871334338E11,9.04801189060312E11,8.98480965612313E11,8.77346753782586E11,8.54853144618377E11,8.2605230524483E11,7.99863164590648E11,7.91400463987316E11,7.78802260729738E11,7.66644553171998E11,7.90835909238196E11,7.77374202843072E11,7.57035671421734E11,7.41923914025544E11,7.12916829294278E11,6.84878376061435E11,6.61133387771712E11,6.34872818779686E11,6.17171884378077E11,5.99098874142162E11,6.01227780890544E11,5.95872974759587E11,5.86981561079354E11
JAM,JAMAICA,,,,,,,,1.27239539131397E10,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,JORDAN,2.24793037768027E10,2.07391581156073E10,1.9815435086718E10,2.0431084314036E10,1.98873139400456E10,1.8354099273284E10,1.67354102876786E10,1.58604703834989E10,1.38495344827144E10,1.27062447215603E10,1.26691278877554E10,1.25398903554355E10,1.19241053473614E10,1.0435091441381E10,1.01772437045526E10,9.50585632468301E9,8.99901613610944E9,8.31127306186241E9,8.31888858734191E9,8.15498289724898E9,8.24889493471497E9,6.44260675299671E9,7.44011082165403E9,8.19596332748821E9,8.56889401980628E9,8.96152263423098E9,8.4614829051243E9,9.00612599118416E9,8.51200409337466E9,7.75413241082445E9,7.54788131127544E9,6.76450873614161E9,6.59544434632773E9
JPN,JAPAN,,2.11150114082237E12,2.10188217195215E12,2.04531642243841E12,2.05905470825589E12,2.07828914793508E12,2.05926739038089E12,2.03679934286708E12,2.00606397735637E12,1.9832062458175E12,1.97338648823058E12,1.95011318701326E12,1.91957791060698E12,1.91198012153646E12,1.88961561663614E12,1.90398495270608E12,1.88733488069047E12,1.84502792851066E12,1.81482636714919E12,1.77442072297124E12,1.7567486318312E12,1.72053750313679E12,1.6837857426449E12,1.60052320020449E12,1.52654587208303E12,1.45168945202262E12,1.39095623366906E12,1.34106828768639E12,1.2876147382332E12,1.25137732377351E12,1.21165732424974E12,1.15860646972177E12,1.13858058203588E12
KAZ,KAZAKHSTAN,1.02535353038948E11,9.44837156411926E10,8.51570309849736E10,7.65412155319592E10,7.60480098266537E10,7.13356326357734E10,6.42958495453692E10,5.72123214929879E10,5.16907872193609E10,4.54208304344972E10,4.0641439249502E10,3.96256319580927E10,3.64242249464875E10,3.58749201931756E10,3.38079265906772E10,3.39531635343735E10,3.27881386516635E10,3.43913514118013E10,4.38824691916734E10,5.73996674115377E10,6.33511089934377E10,6.40728888673413E10,6.71279519724516E10,,,,,,,,,,
KEN,KENYA,4.70811930930151E10,4.31803205710797E10,4.20048461460028E10,3.91706196512353E10,3.72929249093626E10,3.78026217318819E10,3.52321932343854E10,3.26599032229986E10,3.06762453827513E10,2.99514363108628E10,2.9305920571035E10,2.90608451076997E10,2.79034846447099E10,2.80107722818141E10,2.69078253017734E10,2.57299881859895E10,2.47830145909548E10,2.41552750491159E10,2.1188703651858E10,2.08094686386562E10,2.1135776592448E10,2.13536391393215E10,2.08526135854947E10,2.09133145091998E10,1.97414692488981E10,1.81964137202234E10,1.67440615232691E10,1.40690100370819E10,1.5098852709591E10,1.39892631458535E10,1.44602945399413E10,1.40175081861261E10,1.45623912910184E10
KGZ,KYRGYZSTAN,9.30276421112593E9,8.47717994705352E9,8.03119261287044E9,7.81785221735904E9,9.13050665207373E9,8.10588073367658E9,7.89049284765016E9,6.61909697973832E9,6.11060787156149E9,5.6827173911089E9,4.58121701576281E9,4.37488279920863E9,4.27904675980348E9,4.50496262703339E9,4.49107087513043E9,3.81174423254827E9,4.18538740716083E9,3.9483960681003E9,4.23538803878772E9,5.75516442407788E9,6.33436504151523E9,7.14719246064869E9,8.63700503386764E9,,,,,,,,,,
KHM,CAMBODIA,,2.05913943247717E10,1.8648924661516E10,1.71456762965231E10,1.7175204556828E10,1.52338344031791E10,1.46709006733011E10,1.37158177908994E10,1.22243556157618E10,1.089734222148E10,1.00972896944763E10,9.29415511141538E9,9.08797743110912E9,8.65688711658482E9,8.15801361883916E9,7.39237463988927E9,7.52819822467309E9,6.8769101380699E9,6.36113748055079E9,6.05970414901127E9,,,,,,,,,,,,,
KNA,SAINT KITTS AND NEVIS,,,,,,,,3.6751072938139E8,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"KOREA, REPUBLIC OF",,6.12794576465234E11,5.9956719809175E11,5.74297841519866E11,5.74963548793939E11,5.82345689792186E11,5.54307632331703E11,5.2927992727287E11,5.0592149400702E11,5.04222996595753E11,5.06324056998175E11,4.65019729485401E11,4.40129964796136E11,4.05918839696068E11,3.64049918902644E11,4.20519203647631E11,4.07097731813317E11,3.81400279493044E11,3.47071476578523E11,3.20117760739642E11,3.01929139502094E11,2.84748601386444E11,2.61938835794493E11,2.39954928876431E11,2.18026548975009E11,2.01049093171488E11,1.86587405830012E11,1.71848365268363E11,1.60621056180425E11,1.49050578855129E11,1.36706105653212E11,1.27925085790763E11,1.2176088228612E11
KWT,KUWAIT,,,,,,,,2.71990819970958E10,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,LAOS ,,8.53398274437294E9,7.85294164755264E9,7.19599598573452E9,6.93431254078019E9,6.45616566754486E9,5.93310183987068E9,6.32311386339674E9,6.20845526533217E9,5.65986550564616E9,5.31447785149142E9,5.34501395117239E9,5.34024099379162E9,,,,,,,,,,,,,,,,,,,,
LBN,LEBANON,3.35817804294193E10,3.30212356710508E10,3.28791903792239E10,3.12243023544386E10,2.8831304113055E10,2.61703995495389E10,2.4550093386059E10,2.50767041737069E10,2.55623895756442E10,2.43451329291848E10,2.35218675644299E10,2.29481634774926E10,2.17931277089198E10,2.14922363993292E10,2.12794419795338E10,2.08826712262354E10,2.21810292276266E10,2.24065302389059E10,2.13847605790417E10,,,,,,,,,,,,,,
LBR,LIBERIA,,2.78883571202069E9,2.53179487377615E9,2.26917691308602E9,1.97350803772765E9,1.77879160952997E9,1.52645937443962E9,1.35489255256327E9,1.22744720379839E9,1.2842852590903E9,1.86033821201103E9,1.39136957925338E9,1.07418300917257E9,,,,,,,,,,,,,,,,,,,,
LBY,LIBYA,,,,,,,,1.78275313180654E10,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,SAINT LUCIA,,,,,,,,7.77900511143432E8,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,SRI LANKA,,,5.59653684479912E10,5.0809474059205E10,5.03373115757554E10,4.68205415443284E10,4.50464953937522E10,4.22773770958966E10,4.15906793923105E10,4.02793543892991E10,3.71920694514104E10,3.44030676164855E10,3.4114963363697E10,3.30429793323275E10,3.10580753364247E10,2.88850094235219E10,2.69887723464693E10,2.72600199136457E10,2.59302878780565E10,2.43174977254759E10,2.26105764456881E10,2.15374949738491E10,2.01457376932845E10,2.14015147834036E10,,,,,,,,,
LSO,LESOTHO,3.60602513082283E9,3.68981876626411E9,3.5181248523473E9,3.25427303739742E9,3.1359050911164E9,3.00000974039237E9,2.86661303304856E9,2.78478599943134E9,2.67505519414169E9,2.58812349483064E9,2.5362077403559E9,2.54387485587931E9,2.58715880257796E9,2.55152734249689E9,2.5027434271197E9,2.73871564702541E9,2.76072338448847E9,2.72416223785933E9,2.80005662583859E9,2.64432458108398E9,2.62970951626326E9,2.58351723595875E9,2.6160445977249E9,2.61460337404799E9,2.59631880600543E9,2.52493526763493E9,2.34719248130808E9,2.47198067654444E9,2.48501316329385E9,2.40825629649408E9,2.33001128984931E9,2.19271600956508E9,2.0329755305311E9
LTU,LITHUANIA,,,2.87245569944538E10,3.04753130045681E10,3.70838229355103E10,3.50105487540477E10,3.12445372351942E10,2.82483026425532E10,2.51846829044161E10,2.25093864607128E10,2.03865357974146E10,1.92254379057919E10,1.84572222665465E10,1.75034632841421E10,1.66758562886718E10,1.59191941729822E10,1.50727892824292E10,1.41565636387116E10,,,,,,,,,,,,,,,
LUX,LUXEMBURG,1.22798824037206E10,1.20673348659806E10,1.17880308928436E10,1.15356564863815E10,1.17343781163267E10,1.1823008375996E10,1.14440340526372E10,1.10896161923766E10,1.08365195369998E10,1.06030267807349E10,1.12061046244681E10,1.05855896283669E10,1.02442754269864E10,9.75355887868953E9,9.4247292656908E9,8.90759904280104E9,8.57649950464197E9,8.33217301465734E9,8.18004375150216E9,7.86012462732115E9,7.70519835122418E9,7.89683565979748E9,7.37621398397171E9,7.11414172787823E9,6.78994696790265E9,6.40688638939666E9,6.12924403534068E9,5.93763892526322E9,5.76627338947856E9,5.68425549751307E9,5.65669761458143E9,5.63471812300447E9,5.53832339444341E9
LVA,LATVIA,,,1.64540195355532E10,1.6465325299269E10,2.16892679359137E10,2.28789069258518E10,1.9936314724718E10,1.64423611483389E10,1.47411163561444E10,1.34585847037529E10,1.24374306755307E10,1.15845907502159E10,1.07986402308081E10,1.01101155852215E10,9.6858767988437E9,9.62298621611588E9,9.16712037368419E9,8.29101456805391E9,9.46462850234465E9,8.1062205397251E9,8.75699272646842E9,1.5456366623807E10,2.0885785008694E10,2.06583306521623E10,2.00960136113424E10,1.90851053600906E10,1.88397498402458E10,1.86165076014277E10,1.80562959455257E10,1.74128946278116E10,1.71885996965346E10,1.72412504940151E10,1.6673667295145E10
MAC,MACAU,7.44296910139619E9,6.81990648153883E9,6.14403430267592E9,5.72922282532177E9,5.5966071451296E9,5.32099422576041E9,4.85319283658446E9,4.57200025196281E9,4.30826807436349E9,3.97924817728495E9,3.85076933981531E9,3.64729754694249E9,3.57929101760793E9,3.61544547233125E9,3.52726387544512E9,3.56289280347992E9,3.51370098962517E9,3.37855864387035E9,3.28653564578828E9,3.09758307802854E9,2.90852871176389E9,2.67328006595945E9,2.49373140481293E9,2.36148807273951E9,2.2641304628375E9,2.06958908851691E9,1.90569897653491E9,1.7499531464967E9,1.64779015677656E9,1.57532519768313E9,1.48475513447986E9,,
MAR,MOROCCO,7.77258080059373E10,7.45162747445512E10,6.90877163018573E10,6.76287402107472E10,6.46635645789584E10,6.10060322430092E10,5.87979551414023E10,5.50134145761696E10,5.37764648648865E10,5.1286951237221E10,4.77788963525276E10,4.61251235319467E10,4.50721167734191E10,4.44391702154903E10,4.46259694252762E10,4.19814667064636E10,4.40305129717669E10,3.95724539750641E10,4.23848421562649E10,3.77550322144607E10,3.94767990114979E10,4.08720243179548E10,3.69830584243446E10,3.60631020731276E10,3.48838071903004E10,3.23279102771853E10,3.3264298903145E10,3.00350552424511E10,2.89811199467949E10,2.7623931055036E10,2.74696934192733E10,2.55305765537744E10,2.60108426037156E10
MDA,"MOLDOVA, REPUBLIC OF",8.83902446014124E9,8.77929545631255E9,8.35898866585838E9,7.65846771409837E9,8.87607252059653E9,8.26785945704411E9,7.87140876282794E9,7.18727152997716E9,6.19249162742862E9,5.99491762271109E9,4.97685568869525E9,4.74630055924639E9,4.48446725535273E9,3.97045978769923E9,4.54039921379053E9,4.34276997477757E9,3.39891884152411E9,2.98687838932655E9,3.01905287332715E9,2.79540285910806E9,1.91847559291247E9,,,,,,,,,,,,
MDG,MADAGASCAR,,,,1.21154304329754E10,1.22155907734151E10,1.16793087678858E10,1.16644724084395E10,1.15000586565612E10,1.20162929806853E10,1.10126079785207E10,1.03485260557759E10,1.03767469756598E10,1.010212024104E10,9.70307666312967E9,9.29632191006689E9,8.89751517418296E9,8.48455506458604E9,8.37172559306638E9,8.24398563353068E9,8.19844003002439E9,7.94602299932233E9,8.15594520588511E9,8.16647133876979E9,7.48685382271941E9,7.80863138514642E9,7.74499174516847E9,7.99477651109293E9,8.04574745188901E9,7.79149353355645E9,7.86192380067009E9,7.92204681078301E9,7.87446054190924E9,9.09500566025363E9
MEX,MEXICO,8.04604912221054E11,9.14049739790184E11,8.74788702570333E11,8.330476524448E11,8.97731287966898E11,8.81633302919928E11,8.47803079902559E11,8.03061699450671E11,7.66392950050245E11,7.25632659608602E11,7.11013663388614E11,7.01501668707444E11,6.88278346164969E11,6.40716612244013E11,6.13964453122125E11,5.06510120288441E11,4.75745074573453E11,4.65416593088451E11,5.14351656085341E11,4.91818954384255E11,4.84715892871532E11,4.63050399786951E11,4.42353803717353E11,4.15635055583763E11,3.8741849244859E11,3.80516965058093E11,3.81030130440528E11,3.91135315984534E11,3.78658934920301E11,3.66715436797821E11,3.87481079798158E11,3.97303604588626E11,3.70023661620729E11
MKD,MACEDONIA,1.22263641281546E10,1.21425899798695E10,1.16712251052226E10,1.152144630328E10,1.20896603392235E10,1.13051585624994E10,1.04948450696225E10,9.89942175153915E9,9.34789589380471E9,8.56819055344155E9,8.70300002381034E9,7.73943977217459E9,8.75502236671335E9,7.87322155279976E9,7.60213245628064E9,7.3573731609106E9,7.13613657947346E9,6.93031863777123E9,7.19027597486792E9,6.59593849894209E9,6.04310827983272E9,6.73514745257269E9,7.30493216114173E9,,,,,,,,,,
MLI,MALI,,7.95507431450365E9,7.64910991779197E9,7.32673363773177E9,7.10643417820734E9,7.22596331460166E9,7.05371705597503E9,7.60118084015049E9,7.29765500062464E9,6.87216018877398E9,7.08257994255571E9,7.12184060812524E9,6.72132832986849E9,6.41663664451865E9,6.08820694680843E9,5.8372489451129E9,5.88064555998899E9,5.71993511976326E9,5.31031515473932E9,5.13110405559368E9,5.39119635004971E9,5.03505622512124E9,4.96761943180002E9,5.23320426191792E9,4.7108141772385E9,4.41241844072974E9,4.47169895740906E9,4.62442092050486E9,5.0025806126643E9,4.77923793678013E9,4.30108224417657E9,4.57964621400045E9,4.83191722065848E9
MLT,MALTA,,,5.31740223587884E9,5.39064469091849E9,5.38140219063968E9,5.13133152271858E9,5.08407270053822E9,4.96932618764277E9,4.88527175114489E9,4.76093396437519E9,4.54661258998534E9,4.55969159981386E9,4.5344055141454E9,4.24661527484869E9,3.95257470231344E9,3.65265548979189E9,3.4207091765798E9,3.18721366860447E9,2.88366951085233E9,2.8136208575878E9,2.79260626317792E9,2.67819346383404E9,2.57895787359847E9,2.48555967040834E9,2.27541371410247E9,2.08744983170821E9,2.07694253363134E9,2.04775559491644E9,1.95085496019659E9,1.87613639764449E9,1.85045189220317E9,1.79791540356266E9,1.74070900389073E9
MNE,MONTENEGRO,,,,,,,,2.63147788347167E9,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,MONGOLIA,7.56723826995973E9,6.32588002198223E9,5.56996952216334E9,5.01615587127281E9,5.14541123675136E9,4.24059722586631E9,3.5894767586951E9,3.21172381358508E9,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,MOZAMBIQUE,1.66341057713325E10,1.5445751315686E10,1.48790729635401E10,1.46518909721342E10,1.33690067586364E10,1.17041676839158E10,1.09511915296476E10,1.08532674073975E10,1.00536209715076E10,9.63482925924068E9,8.93580624280399E9,8.41998487926049E9,8.60783040506374E9,9.9744915842234E9,8.27889459979901E9,7.47841537817937E9,6.8597238541138E9,6.4635266963578E9,6.22861817821332E9,5.78361460527441E9,5.45887980012037E9,5.84976407546151E9,5.55291092806043E9,5.78388238817072E9,5.43086569117556E9,5.27323737436984E9,4.75308616421743E9,4.58158338413641E9,4.88960005426255E9,4.96301856201248E9,6.1498998102706E9,6.22983550559752E9,6.37203448867483E9
MRT,MAURITANIA,8.85075213002496E9,6.86576971181735E9,6.94151461469208E9,5.58355232993305E9,3.47122245494534E9,3.66499263029937E9,3.47320686661939E9,3.33581721658265E9,3.58175698907389E9,3.13577083603644E9,3.00258412588239E9,2.89006348418387E9,2.88631570138524E9,2.82676759691805E9,2.70032108528558E9,,,,,,2.7142366547073E9,2.77200332754664E9,2.91197487475805E9,2.67950044869132E9,2.24418495984381E9,2.56627638253296E9,2.73253277252873E9,2.13416950131712E9,2.30921901748196E9,2.54784908824639E9,3.09931207898612E9,2.36969188948366E9,2.00710801321077E9
MUS,MAURITIUS,9.5723309084759E9,9.3183957899935E9,9.09041725173114E9,8.64841872270699E9,8.46745732115339E9,7.93291527472278E9,7.60637645293719E9,7.18468212861302E9,6.69692334414124E9,6.21532356333371E9,5.91857089714891E9,5.73011109356327E9,5.55196528254263E9,5.35110991964554E9,5.14216372349149E9,4.84374910772232E9,4.60891513376064E9,4.39242179775055E9,4.19190306086692E9,3.96043344690063E9,3.75951493950762E9,3.58691117219804E9,3.41451237677495E9,3.25193465877403E9,3.03345302370612E9,2.79329435957143E9,2.33361159324075E9,2.1810879596956E9,2.07526002318966E9,1.98585770875781E9,1.94784412624348E9,1.88061147323735E9,1.94023288250694E9
