Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900
STP,SAO TOME AND PRINCIPE,,,,,,31.0,3.0,,,,,,,,,,,,,,,,,,1063.0,,,0.0,,,93000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,SURINAME,,,,,,6548.0,,25000.0,,,,,0.0,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,4600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,SLOVAKIA (SLOVAK REPUBLIC),0.0,0.0,,850.0,20.0,,89.0,100.0,0.0,10554.0,24.0,0.0,0.0,0.0,36148.0,11667.0,0.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,SLOVENIA,,12000.0,,,,0.0,1050.0,,0.0,605.0,0.0,,,,,700.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,SWEDEN,,,,,,,,,0.0,,,350.0,,,0.0,162.0,,,0.0,,,22.0,,0.0,0.0,,100.0,,0.0,,,,,,,,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,SWAZILAND,,,,,,2500.0,411500.0,6535.0,1150.0,0.0,,,970059.0,273449.0,,,,0.0,,,,2228.0,,250000.0,,,,,,632500.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,SEYCHELLES,3000.0,,,,,,,,5461.0,4830.0,,6800.0,,,,,1237.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,SYRIAN ARAB REPUBLIC,,,20.0,,7.0,1300000.0,55.0,29.0,88.0,211.0,,10089.0,191.0,6.0,329079.0,12.0,,,0.0,0.0,,,,,,,,,,,,,,,,,4165.0,,,205000.0,,,,,,,40000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,TURKS AND CAICOS ISLANDS,,,,,118.0,1500.0,,,,200.0,,,,,,0.0,,,,,,,,0.0,,,,,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,CHAD,,2215339.0,18123.0,149898.0,2413786.0,16205.0,173145.0,216.0,6028.0,3582.0,131.0,,979229.0,9673.0,173506.0,1000.0,358835.0,1317.0,80686.0,,300000.0,,12218.0,,,55492.0,0.0,0.0,500.0,,,,,1500000.0,,,100.0,,,,,,7476.0,,900000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
TGO,TOGO,,,21.0,111833.0,0.0,45500.0,141353.0,2000.0,,,790.0,494.0,1567.0,,65000.0,34074.0,,2619.0,185000.0,11500.0,,50000.0,,,400000.0,1617.0,,,,,,,,0.0,,,,,,,,,150000.0,,,,,15.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,THAILAND,0.0,235674.0,1.1253858E7,1.5454435E7,200259.0,1.1573184E7,183207.0,2557308.0,823075.0,586707.0,112704.0,8354168.0,475672.0,3368272.0,6283862.0,45.0,50498.0,5343436.0,4281146.0,199277.0,1104078.0,386446.0,4430911.0,97.0,199000.0,1114824.0,6.0,27801.0,7640.0,786171.0,1000050.0,70.0,43000.0,630350.0,115.0,2028400.0,2800.0,,3000093.0,,,,,,,500.0,,205200.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,TAJIKISTAN,2500.0,8087.0,2130.0,16918.0,15000.0,2800000.0,24312.0,29157.0,7072.0,400180.0,8192.0,5801.0,3185.0,3006000.0,11092.0,41900.0,15618.0,187516.0,0.0,6051.0,76961.0,63500.0,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKL,TOKELAU,,,,,,,,,26.0,,,,,,,,,,,,,,,102.0,,,1730.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,
TKM,TURKMENISTAN,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,EAST TIMOR,,,,,,,947.0,8730.0,336.0,,1050.0,,2508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,TONGA,,,0.0,,561.0,,,,,0.0,,,16500.0,,,3571.0,3000.0,,,,,,,3103.0,,,,,,,,146514.0,,,,,15510.0,,,,900.0,,,,,,,,,,,,8000.0,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,TRINIDAD AND TOBAGO,,,,0.0,,,,,0.0,1760.0,,,,,,200.0,217.0,200.0,,,10.0,,,1000.0,,20.0,,,,,,,,,0.0,,,,,50000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,TUNISIA,,,600.0,,17.0,0.0,6500.0,0.0,,43.0,27043.0,48.0,,0.0,,,,,,89.0,,,,152000.0,,127.0,,2500.0,,,,30000.0,,,750.0,147.0,31400.0,,,,44240.0,,,,271269.0,,,,,21000.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,TURKEY,0.0,49.0,43206.0,3849.0,35137.0,474.0,3190.0,63307.0,6228.0,88970.0,291242.0,255461.0,3766.0,25803.0,1584866.0,2832509.0,61.0,26603.0,479119.0,8386.0,100.0,349980.0,562.0,4500.0,34.0,2120.0,150.0,21103.0,744.0,750273.0,834283.0,,75.0,60000.0,293.0,2745.0,100000.0,216034.0,53372.0,0.0,,0.0,88665.0,83448.0,350.0,1975.0,326673.0,109500.0,100000.0,30600.0,0.0,267.0,,,,,219.0,0.0,,0.0,50000.0,250.0,150.0,,355.0,0.0,,0.0,,0.0,5000.0,0.0,,0.0,68.0,800.0,,,,,,,,,,209.0,,,,,,0.0,,,,,,,,,,1575.0,,,,,,,,,0.0,,,
TUV,TUVALU,,,0.0,,,,,,,,,,,0.0,,,,,,,150.0,,,700.0,,,0.0,,,0.0,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,"TANZANIA, UNITED REPUBLIC OF",0.0,140.0,1068153.0,129.0,70648.0,10179.0,373.0,3722994.0,16151.0,254003.0,1902167.0,3654.0,1611.0,3623.0,629.0,45343.0,52533.0,3000024.0,21850.0,9647.0,201823.0,47.0,1733.0,962868.0,141056.0,116500.0,500.0,6000.0,118.0,1900074.0,79.0,40000.0,,0.0,90000.0,9000.0,26050.0,,,68000.0,,,,,,57000.0,53483.0,,,14400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,
UGA,UGANDA,25671.0,24416.0,63122.0,682004.0,544.0,1130444.0,726999.0,11513.0,650746.0,56111.0,12521.0,655977.0,4386.0,14749.0,702205.0,141800.0,253800.0,0.0,,50037.0,0.0,0.0,0.0,1170.0,961.0,2000.0,600000.0,340.0,,,,153.0,,,500000.0,,,,,,,,,,,,25000.0,5510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
UKR,UKRAINE,,88055.0,13.0,40066.0,38.0,224780.0,8236.0,5061.0,68144.0,5334.0,619.0,319.0,300072.0,48495.0,10.0,24617.0,104.0,10050.0,1705336.0,1412.0,325000.0,1000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,URUGUAY,,,,8.0,22000.0,,120000.0,,12.0,2000.0,200.0,4000.0,5000.0,5500.0,1047.0,9300.0,500.0,,,,2000.0,4740.0,1500.0,,,,,18500.0,,,,,,,,,,,,,,,40.0,,,,38063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,UNITED STATES,179440.0,93151.0,431478.0,12661.0,11339.0,1.3391411E7,668178.0,83664.0,851349.0,5101346.0,275548.0,175488.0,204873.0,91127.0,3060331.0,235764.0,204390.0,248989.0,202145.0,74781.0,453786.0,296463.0,19651.0,14739.0,29357.0,0.0,29500.0,2259.0,1026315.0,20553.0,9596.0,74855.0,240.0,163250.0,213874.0,3714.0,2900.0,0.0,10788.0,499.0,601.0,3841.0,1061.0,0.0,0.0,458.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0
UZB,UZBEKISTAN,,,86.0,,,3530.0,,0.0,1500.0,0.0,,,,600000.0,2688.0,21448.0,,,,,,50400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,SAINT VINCENT AND THE GRENADINES,,,275.0,6100.0,,,,,530.0,1004.0,,0.0,,,100.0,,,,,,,200.0,,,,,1208.0,152.0,,,,,,20500.0,20000.0,,0.0,,,,,,2000.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
VEN,VENEZUELA,36.0,11080.0,3684.0,94953.0,0.0,1521.0,5.0,135.0,45922.0,5730.0,666.0,55388.0,3.0,27004.0,543503.0,18.0,22183.0,51500.0,32280.0,533.0,5915.0,17.0,1016.0,9506.0,2000.0,5480.0,17029.0,1000.0,15000.0,,,40500.0,5000.0,186.0,,,,,,,,,0.0,,0.0,,104536.0,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGB,VIRGIN ISLANDS (BRITISH),,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,VIRGIN ISLANDS (U.S.),,,,,,,,,,0.0,,,,,0.0,0.0,,,10000.0,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,VIET NAM,5011.0,356535.0,1361695.0,1524445.0,3717512.0,789171.0,1647706.0,3349410.0,870221.0,536374.0,425445.0,2733774.0,1809616.0,5039591.0,7183314.0,2565772.0,4081197.0,1051797.0,423068.0,394034.0,53807.0,227056.0,773219.0,512308.0,6417359.0,1320000.0,937011.0,2502502.0,3250257.0,689799.0,1181868.0,1300290.0,564.0,1.6279884E7,,4079000.0,1000.0,,0.0,,150000.0,,50000.0,204000.0,,,5011.0,195902.0,,710848.0,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,VANUATU,,,0.0,,1350.0,9000.0,,0.0,5000.0,54008.0,,4004.0,5300.0,,14100.0,2400.0,0.0,,,0.0,12005.0,1160.0,,2.0,,9700.0,48000.0,,117500.0,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLF,WALLIS AND FUTUNA ISLANDS,,1252.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,4500.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,SAMOA,,12703.0,,,5585.0,,,,0.0,0.0,,,0.0,,,,,,,,,,88000.0,195000.0,0.0,,,,,,2000.0,,,,,,,,,,,,,,,4.0,,95000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,YEMEN,49114.0,1437230.0,92.0,1078.0,0.0,25087.0,2633.0,2328.0,911.0,65.0,43.0,700.0,17.0,293.0,19782.0,3240.0,,243310.0,0.0,,21500.0,0.0,70039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,SOUTH AFRICA,7145.0,126431.0,207466.0,6133.0,20560.0,20440.0,41675.0,7279.0,429.0,1.501532E7,2541.0,118785.0,43744.0,97652.0,24258.0,410.0,363.0,7556.0,304523.0,13900.0,15060.0,36.0,630.0,6.0,0.0,1320028.0,65452.0,850362.0,,500000.0,200.0,0.0,185.0,0.0,,150.0,1000.0,,,0.0,,,,,1150.0,0.0,,,130.0,5000.0,,,,437.0,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
ZMB,ZAMBIA,1800.0,233.0,1379.0,1350.0,620162.0,24112.0,1553649.0,105.0,1211655.0,196398.0,14841.0,,618359.0,13224.0,13106.0,1300000.0,,228.0,1273204.0,,,11659.0,13154.0,1700667.0,800000.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,30900.0,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWE,ZIMBABWE,9700.0,28.0,1160.0,1668727.0,1385.0,98349.0,2127003.0,63.0,1445.0,0.0,18970.0,623.0,6030000.0,268932.0,462.0,55440.0,,500000.0,56.0,,,5649.0,12.0,5000000.0,87.0,,,,,,215.0,600.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
