Country code,Country name,2050,2049,2048,2047,2046,2045,2044,2043,2042,2041,2040,2039,2038,2037,2036,2035,2034,2033,2032,2031,2030,2029,2028,2027,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
NER,NIGER,37.063,,,,,33.896,,,,,30.868,,,,,27.995,,,,,25.292,,,,,22.767,,,,,20.571,,,,,18.878,,,,,17.616,,,,,16.732,,,,,16.186,,,,,15.773,,,,,15.368,,,,,14.536,,,,,13.443,,,,,11.419,,,,,8.794,,,,,6.809,,,,,5.793,,,,,5.306,,,,,4.857
NGA,NIGERIA,71.331,,,,,68.851,,,,,66.257,,,,,63.562,,,,,60.779,,,,,57.924,,,,,55.015,,,,,52.072,,,,,49.001,,,,,45.75,,,,,42.351,,,,,38.843,,,,,35.282,,,,,31.837,,,,,28.582,,,,,25.533,,,,,22.706,,,,,20.108,,,,,16.161,,,,,12.254,,,,,10.213
NIC,NICARAGUA,72.251,,,,,70.398,,,,,68.476,,,,,66.488,,,,,64.439,,,,,62.386,,,,,60.49,,,,,58.774,,,,,57.252,,,,,55.933,,,,,54.737,,,,,53.534,,,,,52.337,,,,,51.138,,,,,49.938,,,,,48.737,,,,,47.03,,,,,42.707,,,,,39.581,,,,,37.363,,,,,35.196
NIU,NIUE,54.904,,,,,52.773,,,,,50.632,,,,,48.489,,,,,46.352,,,,,44.188,,,,,41.98,,,,,39.74,,,,,37.479,,,,,35.212,,,,,33.069,,,,,31.452,,,,,30.895,,,,,31.048,,,,,27.031,,,,,23.355,,,,,21.095,,,,,21.509,,,,,21.506,,,,,21.503,,,,,21.5
NLD,NETHERLANDS,90.527,,,,,89.903,,,,,89.242,,,,,88.544,,,,,87.807,,,,,87.029,,,,,86.069,,,,,84.672,,,,,82.747,,,,,80.172,,,,,76.799,,,,,72.811,,,,,68.684,,,,,66.719,,,,,64.745,,,,,63.183,,,,,61.663,,,,,60.753,,,,,59.752,,,,,57.98,,,,,56.136
NOR,NORWAY,86.94,,,,,86.202,,,,,85.43,,,,,84.622,,,,,83.752,,,,,82.776,,,,,81.683,,,,,80.462,,,,,79.102,,,,,77.49,,,,,76.081,,,,,73.764,,,,,71.956,,,,,71.31,,,,,70.545,,,,,68.187,,,,,65.396,,,,,57.568,,,,,49.92,,,,,50.223,,,,,50.458
NPL,NEPAL,36.674,,,,,33.467,,,,,30.405,,,,,27.508,,,,,24.828,,,,,22.42,,,,,20.269,,,,,18.355,,,,,16.656,,,,,15.114,,,,,13.431,,,,,10.895,,,,,8.854,,,,,7.386,,,,,6.091,,,,,4.83,,,,,3.956,,,,,3.737,,,,,3.48,,,,,3.053,,,,,2.677
NRU,NAURU,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0
NZL,NEW ZEALAND,89.747,,,,,89.257,,,,,88.746,,,,,88.214,,,,,87.664,,,,,87.166,,,,,86.75,,,,,86.424,,,,,86.194,,,,,86.052,,,,,85.677,,,,,85.333,,,,,84.742,,,,,83.673,,,,,83.428,,,,,82.774,,,,,81.106,,,,,78.891,,,,,75.998,,,,,73.627,,,,,72.523
OMN,OMAN,82.561,,,,,81.523,,,,,80.438,,,,,79.306,,,,,78.128,,,,,76.923,,,,,75.696,,,,,74.45,,,,,73.188,,,,,71.907,,,,,71.569,,,,,71.669,,,,,66.102,,,,,57.079,,,,,47.562,,,,,38.213,,,,,29.665,,,,,22.338,,,,,16.4,,,,,11.961,,,,,8.6
PAK,PAKISTAN,56.013,,,,,53.131,,,,,50.227,,,,,47.322,,,,,44.446,,,,,41.824,,,,,39.527,,,,,37.55,,,,,35.882,,,,,34.481,,,,,33.138,,,,,31.836,,,,,30.576,,,,,29.344,,,,,28.066,,,,,26.341,,,,,24.817,,,,,23.511,,,,,22.104,,,,,19.712,,,,,17.521
PAN,PANAMA,86.924,,,,,85.908,,,,,84.827,,,,,83.678,,,,,82.46,,,,,81.172,,,,,79.681,,,,,77.542,,,,,74.611,,,,,70.741,,,,,65.787,,,,,59.974,,,,,53.866,,,,,52.097,,,,,50.446,,,,,49.038,,,,,47.64,,,,,44.431,,,,,41.249,,,,,38.469,,,,,35.763
PER,PERU,86.015,,,,,85.176,,,,,84.295,,,,,83.373,,,,,82.403,,,,,81.304,,,,,80.034,,,,,78.576,,,,,76.911,,,,,75.034,,,,,73.042,,,,,70.951,,,,,68.901,,,,,66.864,,,,,64.574,,,,,61.461,,,,,57.406,,,,,51.868,,,,,46.811,,,,,43.884,,,,,41.0
PHL,PHILIPPINES,65.607,,,,,63.366,,,,,61.065,,,,,58.713,,,,,56.321,,,,,53.899,,,,,51.596,,,,,49.836,,,,,48.648,,,,,48.033,,,,,47.99,,,,,48.29,,,,,48.59,,,,,43.046,,,,,37.481,,,,,35.56,,,,,32.979,,,,,31.604,,,,,30.297,,,,,28.702,,,,,27.135
PLW,PALAU,94.124,,,,,93.61,,,,,93.054,,,,,92.453,,,,,91.805,,,,,90.979,,,,,89.505,,,,,87.105,,,,,83.368,,,,,77.7,,,,,69.963,,,,,71.431,,,,,69.593,,,,,67.38,,,,,62.542,,,,,61.138,,,,,59.715,,,,,58.276,,,,,56.823,,,,,55.357,,,,,53.883
PNG,PAPUA NEW GUINEA,26.251,,,,,23.665,,,,,21.261,,,,,19.04,,,,,17.001,,,,,15.139,,,,,13.656,,,,,12.783,,,,,12.432,,,,,12.567,,,,,13.204,,,,,14.081,,,,,14.994,,,,,13.998,,,,,13.047,,,,,11.93,,,,,9.796,,,,,5.47,,,,,3.725,,,,,2.521,,,,,1.7
POL,POLAND,70.019,,,,,68.272,,,,,66.471,,,,,64.622,,,,,62.924,,,,,61.691,,,,,60.944,,,,,60.694,,,,,60.945,,,,,61.456,,,,,61.716,,,,,61.493,,,,,61.27,,,,,59.942,,,,,58.086,,,,,55.28,,,,,52.125,,,,,50.126,,,,,47.892,,,,,43.194,,,,,38.338
PRI,PUERTO RICO,99.664,,,,,99.637,,,,,99.606,,,,,99.574,,,,,99.539,,,,,99.501,,,,,99.435,,,,,99.239,,,,,98.773,,,,,97.638,,,,,94.647,,,,,87.131,,,,,72.171,,,,,69.152,,,,,66.913,,,,,62.768,,,,,58.326,,,,,51.52,,,,,44.544,,,,,42.431,,,,,40.591
PRK,"KOREA, D.P.R.O.",72.007,,,,,70.278,,,,,68.49,,,,,66.645,,,,,64.786,,,,,63.171,,,,,61.861,,,,,60.87,,,,,60.21,,,,,59.805,,,,,59.412,,,,,59.018,,,,,58.384,,,,,57.644,,,,,56.9,,,,,56.7,,,,,54.2,,,,,45.091,,,,,40.195,,,,,35.463,,,,,31.0
PRT,PORTUGAL,77.193,,,,,75.477,,,,,73.676,,,,,71.791,,,,,69.828,,,,,67.788,,,,,65.61,,,,,63.184,,,,,60.506,,,,,57.575,,,,,54.399,,,,,51.109,,,,,47.915,,,,,45.298,,,,,42.785,,,,,40.779,,,,,38.804,,,,,36.866,,,,,34.955,,,,,32.96,,,,,31.195
PRY,PARAGUAY,77.598,,,,,75.953,,,,,74.229,,,,,72.425,,,,,70.545,,,,,68.586,,,,,66.43,,,,,64.028,,,,,61.374,,,,,58.465,,,,,55.331,,,,,52.131,,,,,48.694,,,,,44.983,,,,,41.688,,,,,38.981,,,,,37.065,,,,,36.243,,,,,35.569,,,,,35.067,,,,,34.568
PSE,STATE OF PALESTINE,82.899,,,,,81.897,,,,,80.849,,,,,79.755,,,,,78.618,,,,,77.474,,,,,76.341,,,,,75.226,,,,,74.133,,,,,73.061,,,,,71.969,,,,,70.414,,,,,67.864,,,,,65.202,,,,,62.444,,,,,59.6,,,,,54.298,,,,,48.898,,,,,44.044,,,,,40.627,,,,,37.3
PYF,FRENCH POLYNESIA,62.204,,,,,60.355,,,,,58.475,,,,,56.57,,,,,54.665,,,,,53.12,,,,,52.061,,,,,51.494,,,,,51.42,,,,,51.779,,,,,52.381,,,,,53.548,,,,,55.864,,,,,57.286,,,,,57.397,,,,,56.877,,,,,55.252,,,,,48.209,,,,,42.444,,,,,38.176,,,,,34.085
QAT,QATAR,99.823,,,,,99.806,,,,,99.786,,,,,99.765,,,,,99.734,,,,,99.664,,,,,99.524,,,,,99.244,,,,,98.655,,,,,97.449,,,,,96.311,,,,,94.998,,,,,92.786,,,,,90.1,,,,,89.363,,,,,88.909,,,,,88.382,,,,,87.235,,,,,85.237,,,,,82.399,,,,,79.151
REU,REUNION,97.382,,,,,97.156,,,,,96.91,,,,,96.644,,,,,96.356,,,,,96.045,,,,,95.679,,,,,95.05,,,,,94.02,,,,,92.399,,,,,89.874,,,,,86.119,,,,,81.227,,,,,67.916,,,,,53.48,,,,,44.459,,,,,41.662,,,,,38.154,,,,,32.838,,,,,27.926,,,,,23.493
ROU,ROMANIA,64.693,,,,,62.552,,,,,60.36,,,,,58.125,,,,,56.139,,,,,54.604,,,,,53.534,,,,,52.936,,,,,52.792,,,,,52.762,,,,,53.004,,,,,53.769,,,,,53.217,,,,,49.641,,,,,46.07,,,,,42.831,,,,,40.319,,,,,37.697,,,,,34.209,,,,,30.619,,,,,25.625
RUS,RUSSIA,81.931,,,,,80.895,,,,,79.813,,,,,78.686,,,,,77.552,,,,,76.472,,,,,75.457,,,,,74.514,,,,,73.652,,,,,72.93,,,,,73.35,,,,,73.372,,,,,73.394,,,,,71.923,,,,,69.751,,,,,66.427,,,,,62.471,,,,,58.173,,,,,53.731,,,,,48.954,,,,,44.087
RWA,RWANDA,39.195,,,,,35.942,,,,,32.814,,,,,29.831,,,,,27.011,,,,,24.42,,,,,22.213,,,,,20.356,,,,,18.81,,,,,17.539,,,,,13.772,,,,,8.294,,,,,5.416,,,,,5.057,,,,,4.721,,,,,3.998,,,,,3.192,,,,,2.769,,,,,2.4,,,,,2.079,,,,,1.801
SAU,SAUDI ARABIA,88.399,,,,,87.773,,,,,87.119,,,,,86.435,,,,,85.711,,,,,84.921,,,,,84.057,,,,,83.114,,,,,82.084,,,,,80.979,,,,,79.848,,,,,78.67,,,,,76.583,,,,,72.647,,,,,65.86,,,,,58.349,,,,,48.669,,,,,38.769,,,,,31.25,,,,,25.966,,,,,21.3
SDN,SUDAN,50.784,,,,,47.852,,,,,44.936,,,,,42.054,,,,,39.246,,,,,36.895,,,,,35.102,,,,,33.84,,,,,33.084,,,,,32.76,,,,,32.495,,,,,32.232,,,,,28.61,,,,,22.937,,,,,19.959,,,,,18.943,,,,,16.523,,,,,13.373,,,,,10.746,,,,,8.584,,,,,6.824
SEN,SENEGAL,61.448,,,,,58.851,,,,,56.202,,,,,53.518,,,,,50.814,,,,,48.121,,,,,45.746,,,,,43.791,,,,,42.252,,,,,41.121,,,,,40.345,,,,,39.62,,,,,38.9,,,,,37.549,,,,,35.769,,,,,33.693,,,,,30.0,,,,,26.351,,,,,23.0,,,,,19.958,,,,,17.23
SGP,SINGAPORE,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,99.445
SHN,ST. HELENA,50.609,,,,,48.602,,,,,46.599,,,,,44.607,,,,,42.653,,,,,41.102,,,,,40.067,,,,,39.534,,,,,39.499,,,,,39.901,,,,,40.365,,,,,41.273,,,,,42.573,,,,,43.533,,,,,43.785,,,,,44.477,,,,,46.388,,,,,48.129,,,,,49.204,,,,,50.282,,,,,51.358
SLB,SOLOMON ISLANDS,36.844,,,,,34.757,,,,,32.727,,,,,30.759,,,,,28.806,,,,,26.722,,,,,24.535,,,,,22.281,,,,,20.005,,,,,17.811,,,,,15.811,,,,,14.664,,,,,13.677,,,,,12.433,,,,,10.576,,,,,9.125,,,,,8.917,,,,,7.245,,,,,5.768,,,,,4.679,,,,,3.8
SLE,SIERRA LEONE,59.511,,,,,56.738,,,,,53.921,,,,,51.079,,,,,48.231,,,,,45.458,,,,,42.968,,,,,40.775,,,,,38.876,,,,,37.263,,,,,35.827,,,,,34.416,,,,,33.032,,,,,31.569,,,,,29.105,,,,,26.756,,,,,23.4,,,,,20.221,,,,,17.377,,,,,14.856,,,,,12.646
SLV,EL SALVADOR,78.894,,,,,77.445,,,,,75.926,,,,,74.34,,,,,72.686,,,,,70.891,,,,,68.898,,,,,66.697,,,,,64.28,,,,,61.648,,,,,58.912,,,,,53.967,,,,,49.233,,,,,46.636,,,,,44.058,,,,,41.51,,,,,39.402,,,,,38.909,,,,,38.345,,,,,37.422,,,,,36.509
SMR,SAN MARINO,96.145,,,,,95.875,,,,,95.588,,,,,95.281,,,,,94.957,,,,,94.659,,,,,94.41,,,,,94.218,,,,,94.089,,,,,94.019,,,,,93.44,,,,,91.664,,,,,90.4,,,,,88.291,,,,,81.231,,,,,71.484,,,,,59.8,,,,,54.402,,,,,48.9,,,,,46.037,,,,,43.2
SOM,SOMALIA,59.757,,,,,56.869,,,,,53.933,,,,,50.97,,,,,48.0,,,,,45.045,,,,,42.232,,,,,39.646,,,,,37.289,,,,,35.16,,,,,33.247,,,,,31.425,,,,,29.658,,,,,28.067,,,,,26.763,,,,,25.498,,,,,22.678,,,,,19.964,,,,,17.312,,,,,14.873,,,,,12.726
SPM,ST. PIERRE AND MIQUELON,94.601,,,,,94.211,,,,,93.794,,,,,93.349,,,,,92.875,,,,,92.366,,,,,91.814,,,,,91.216,,,,,90.566,,,,,89.862,,,,,89.107,,,,,88.9,,,,,88.9,,,,,89.435,,,,,89.613,,,,,89.042,,,,,88.443,,,,,87.816,,,,,86.445,,,,,83.473,,,,,80.0
SRB,SERBIA,71.707,,,,,69.798,,,,,67.818,,,,,65.771,,,,,63.665,,,,,61.59,,,,,59.618,,,,,57.763,,,,,56.033,,,,,54.433,,,,,52.981,,,,,51.749,,,,,50.393,,,,,48.341,,,,,46.146,,,,,43.128,,,,,39.744,,,,,34.202,,,,,29.064,,,,,24.42,,,,,20.306
SSD,SOUTH SUDAN,35.403,,,,,32.326,,,,,29.394,,,,,26.624,,,,,24.04,,,,,21.878,,,,,20.163,,,,,18.839,,,,,17.858,,,,,17.154,,,,,16.504,,,,,15.873,,,,,13.276,,,,,9.844,,,,,8.519,,,,,8.576,,,,,8.633,,,,,8.69,,,,,8.748,,,,,8.806,,,,,8.865
STP,SAO TOME AND PRINCIPE,78.239,,,,,76.748,,,,,75.187,,,,,73.557,,,,,71.86,,,,,70.098,,,,,67.987,,,,,65.298,,,,,61.988,,,,,58.023,,,,,53.424,,,,,48.631,,,,,43.648,,,,,38.049,,,,,33.482,,,,,31.639,,,,,29.518,,,,,21.833,,,,,16.073,,,,,14.735,,,,,13.49
SUR,SURINAME,81.535,,,,,80.307,,,,,79.019,,,,,77.669,,,,,76.259,,,,,74.767,,,,,73.122,,,,,71.311,,,,,69.326,,,,,67.159,,,,,64.85,,,,,62.468,,,,,60.026,,,,,57.532,,,,,55.0,,,,,49.469,,,,,45.948,,,,,47.109,,,,,47.26,,,,,47.074,,,,,46.888
SVK,SLOVAKIA (SLOVAK REPUBLIC),65.747,,,,,63.723,,,,,61.65,,,,,59.534,,,,,57.454,,,,,55.887,,,,,54.923,,,,,54.571,,,,,54.834,,,,,55.563,,,,,56.233,,,,,56.537,,,,,56.491,,,,,54.176,,,,,51.638,,,,,46.257,,,,,41.057,,,,,37.043,,,,,33.464,,,,,31.712,,,,,30.012
SVN,SLOVENIA,62.104,,,,,59.84,,,,,57.533,,,,,55.193,,,,,52.974,,,,,51.32,,,,,50.265,,,,,49.811,,,,,49.959,,,,,50.469,,,,,50.752,,,,,50.616,,,,,50.38,,,,,49.58,,,,,48.045,,,,,42.374,,,,,37.004,,,,,32.497,,,,,28.204,,,,,23.816,,,,,19.922
SWE,SWEDEN,89.978,,,,,89.468,,,,,88.935,,,,,88.379,,,,,87.794,,,,,87.172,,,,,86.509,,,,,85.805,,,,,85.056,,,,,84.319,,,,,84.026,,,,,83.824,,,,,83.1,,,,,83.1,,,,,83.087,,,,,82.73,,,,,81.034,,,,,77.056,,,,,72.49,,,,,69.269,,,,,65.724
SWZ,SWAZILAND,29.743,,,,,28.036,,,,,26.39,,,,,24.808,,,,,23.291,,,,,22.106,,,,,21.4,,,,,21.14,,,,,21.316,,,,,21.916,,,,,22.638,,,,,23.048,,,,,22.908,,,,,21.804,,,,,17.846,,,,,14.004,,,,,9.705,,,,,6.494,,,,,3.913,,,,,2.429,,,,,1.75
SYC,SEYCHELLES,68.152,,,,,66.414,,,,,64.63,,,,,62.804,,,,,60.941,,,,,59.045,,,,,57.123,,,,,55.178,,,,,53.235,,,,,51.605,,,,,50.4,,,,,49.621,,,,,49.268,,,,,49.292,,,,,49.366,,,,,46.266,,,,,39.068,,,,,33.123,,,,,27.673,,,,,27.455,,,,,27.399
SYR,SYRIAN ARAB REPUBLIC,72.166,,,,,70.234,,,,,68.226,,,,,66.149,,,,,64.007,,,,,61.832,,,,,59.708,,,,,57.651,,,,,55.673,,,,,53.783,,,,,51.947,,,,,50.104,,,,,48.931,,,,,47.891,,,,,46.708,,,,,45.061,,,,,43.345,,,,,40.006,,,,,36.758,,,,,33.625,,,,,30.63
TCA,TURKS AND CAICOS ISLANDS,98.207,,,,,98.04,,,,,97.858,,,,,97.66,,,,,97.443,,,,,97.113,,,,,96.46,,,,,95.297,,,,,93.258,,,,,89.656,,,,,84.55,,,,,79.928,,,,,74.343,,,,,65.439,,,,,55.259,,,,,53.063,,,,,51.106,,,,,49.392,,,,,47.679,,,,,47.405,,,,,47.2
TCD,CHAD,37.777,,,,,34.756,,,,,31.853,,,,,29.085,,,,,26.524,,,,,24.535,,,,,23.11,,,,,22.191,,,,,21.739,,,,,21.627,,,,,21.534,,,,,21.441,,,,,20.811,,,,,19.779,,,,,18.787,,,,,15.566,,,,,11.568,,,,,8.406,,,,,6.695,,,,,5.495,,,,,4.5
TGO,TOGO,59.266,,,,,56.471,,,,,53.635,,,,,50.775,,,,,47.937,,,,,45.181,,,,,42.52,,,,,39.968,,,,,37.533,,,,,35.185,,,,,32.907,,,,,30.705,,,,,28.589,,,,,26.562,,,,,24.663,,,,,22.927,,,,,21.28,,,,,14.95,,,,,10.098,,,,,6.695,,,,,4.384
THA,THAILAND,55.7,,,,,52.707,,,,,49.694,,,,,46.684,,,,,43.697,,,,,40.755,,,,,37.973,,,,,35.632,,,,,33.73,,,,,32.241,,,,,31.143,,,,,30.276,,,,,29.424,,,,,28.095,,,,,26.791,,,,,23.758,,,,,20.889,,,,,20.221,,,,,19.672,,,,,18.041,,,,,16.479
TJK,TAJIKISTAN,41.957,,,,,38.952,,,,,36.029,,,,,33.205,,,,,30.712,,,,,28.842,,,,,27.541,,,,,26.77,,,,,26.5,,,,,26.429,,,,,26.487,,,,,28.877,,,,,31.658,,,,,33.235,,,,,34.289,,,,,35.536,,,,,36.876,,,,,35.152,,,,,33.168,,,,,31.242,,,,,29.378
TKL,TOKELAU,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
TKM,TURKMENISTAN,66.317,,,,,64.011,,,,,61.637,,,,,59.208,,,,,56.732,,,,,54.257,,,,,52.019,,,,,50.068,,,,,48.41,,,,,47.048,,,,,45.913,,,,,44.794,,,,,45.075,,,,,45.976,,,,,47.078,,,,,47.557,,,,,47.78,,,,,47.139,,,,,46.412,,,,,45.686,,,,,44.963
TLS,EAST TIMOR,44.221,,,,,42.07,,,,,39.948,,,,,37.864,,,,,35.823,,,,,33.823,,,,,31.84,,,,,29.883,,,,,27.96,,,,,26.08,,,,,24.263,,,,,22.534,,,,,20.842,,,,,18.563,,,,,16.483,,,,,14.593,,,,,12.886,,,,,11.353,,,,,10.091,,,,,9.991,,,,,9.892
TON,TONGA,34.44,,,,,32.552,,,,,30.719,,,,,28.945,,,,,27.233,,,,,25.769,,,,,24.653,,,,,23.859,,,,,23.368,,,,,23.155,,,,,23.012,,,,,22.864,,,,,22.704,,,,,22.268,,,,,21.154,,,,,20.337,,,,,20.187,,,,,19.499,,,,,17.552,,,,,15.483,,,,,12.885
TTO,TRINIDAD AND TOBAGO,25.086,,,,,23.392,,,,,21.78,,,,,20.249,,,,,18.8,,,,,17.432,,,,,16.117,,,,,14.782,,,,,13.444,,,,,12.122,,,,,10.833,,,,,9.622,,,,,8.534,,,,,9.597,,,,,10.863,,,,,11.372,,,,,11.876,,,,,14.347,,,,,17.349,,,,,19.338,,,,,21.418
TUN,TUNISIA,77.18,,,,,75.773,,,,,74.309,,,,,72.788,,,,,71.229,,,,,69.757,,,,,68.402,,,,,67.179,,,,,66.098,,,,,65.128,,,,,63.432,,,,,61.474,,,,,57.946,,,,,53.839,,,,,50.569,,,,,47.588,,,,,43.482,,,,,39.724,,,,,37.511,,,,,35.244,,,,,32.293
TUR,TURKEY,87.282,,,,,86.372,,,,,85.409,,,,,84.39,,,,,83.118,,,,,81.238,,,,,78.621,,,,,75.099,,,,,70.487,,,,,66.841,,,,,64.741,,,,,62.123,,,,,59.203,,,,,52.448,,,,,43.78,,,,,41.586,,,,,38.234,,,,,34.227,,,,,31.515,,,,,28.553,,,,,24.774
TUV,TUVALU,66.115,,,,,64.236,,,,,62.312,,,,,60.348,,,,,58.35,,,,,56.324,,,,,54.277,,,,,52.216,,,,,50.148,,,,,48.08,,,,,46.018,,,,,43.97,,,,,40.661,,,,,34.251,,,,,29.822,,,,,25.761,,,,,22.081,,,,,18.793,,,,,15.895,,,,,13.37,,,,,11.193
TZA,"TANZANIA, UNITED REPUBLIC OF",49.951,,,,,46.641,,,,,43.359,,,,,40.135,,,,,36.994,,,,,33.965,,,,,31.156,,,,,28.596,,,,,26.279,,,,,24.192,,,,,22.309,,,,,20.543,,,,,18.884,,,,,16.767,,,,,14.555,,,,,11.146,,,,,7.852,,,,,6.03,,,,,5.246,,,,,4.409,,,,,3.491
UGA,UGANDA,36.936,,,,,33.62,,,,,30.458,,,,,27.471,,,,,24.667,,,,,22.025,,,,,19.554,,,,,17.263,,,,,15.158,,,,,13.248,,,,,12.082,,,,,11.663,,,,,11.076,,,,,9.152,,,,,7.534,,,,,7.04,,,,,6.664,,,,,5.509,,,,,4.417,,,,,3.532,,,,,2.82
UKR,UKRAINE,78.81,,,,,77.531,,,,,76.199,,,,,74.813,,,,,73.391,,,,,72.044,,,,,70.803,,,,,69.68,,,,,68.685,,,,,67.79,,,,,67.145,,,,,66.951,,,,,66.757,,,,,64.681,,,,,61.693,,,,,58.389,,,,,54.831,,,,,50.649,,,,,46.792,,,,,41.373,,,,,35.5
URY,URUGUAY,94.922,,,,,94.686,,,,,94.44,,,,,94.182,,,,,93.914,,,,,93.629,,,,,93.298,,,,,92.908,,,,,92.453,,,,,91.925,,,,,91.325,,,,,90.542,,,,,88.973,,,,,87.194,,,,,85.394,,,,,83.387,,,,,82.368,,,,,81.328,,,,,80.241,,,,,79.107,,,,,77.926
USA,UNITED STATES,88.857,,,,,88.2,,,,,87.51,,,,,86.786,,,,,86.027,,,,,85.231,,,,,84.369,,,,,83.348,,,,,82.143,,,,,80.731,,,,,79.089,,,,,77.25,,,,,75.3,,,,,74.494,,,,,73.738,,,,,73.653,,,,,73.602,,,,,71.879,,,,,69.996,,,,,67.163,,,,,64.153
UZB,UZBEKISTAN,52.381,,,,,49.605,,,,,46.831,,,,,44.077,,,,,41.359,,,,,38.976,,,,,37.342,,,,,36.424,,,,,36.204,,,,,36.676,,,,,37.429,,,,,38.44,,,,,40.172,,,,,40.722,,,,,40.782,,,,,39.087,,,,,36.714,,,,,35.289,,,,,33.978,,,,,31.592,,,,,28.872
VAT,HOLY SEE (VATICAN CITY STATE),100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0,,,,,100.0
VCT,SAINT VINCENT AND THE GRENADINES,64.808,,,,,62.898,,,,,60.946,,,,,58.959,,,,,56.941,,,,,54.901,,,,,52.864,,,,,50.867,,,,,48.918,,,,,47.023,,,,,45.186,,,,,43.38,,,,,41.409,,,,,38.602,,,,,35.87,,,,,33.225,,,,,30.683,,,,,28.252,,,,,25.943,,,,,23.759,,,,,21.705
VEN,VENEZUELA,96.392,,,,,96.191,,,,,95.98,,,,,95.757,,,,,95.522,,,,,95.275,,,,,94.896,,,,,94.268,,,,,93.314,,,,,91.911,,,,,89.889,,,,,87.32,,,,,84.284,,,,,81.925,,,,,79.185,,,,,75.786,,,,,71.852,,,,,67.022,,,,,61.613,,,,,54.556,,,,,47.313
VGB,VIRGIN ISLANDS (BRITISH),55.08,,,,,53.063,,,,,51.036,,,,,49.005,,,,,46.977,,,,,44.96,,,,,43.054,,,,,41.547,,,,,40.448,,,,,39.746,,,,,39.436,,,,,39.36,,,,,37.814,,,,,29.728,,,,,22.741,,,,,19.47,,,,,16.635,,,,,14.287,,,,,12.228,,,,,11.687,,,,,11.228
VIR,VIRGIN ISLANDS (U.S.),97.836,,,,,97.656,,,,,97.462,,,,,97.252,,,,,97.025,,,,,96.781,,,,,96.483,,,,,96.006,,,,,95.281,,,,,94.207,,,,,92.625,,,,,90.437,,,,,87.685,,,,,84.28,,,,,80.147,,,,,75.245,,,,,69.592,,,,,63.279,,,,,56.477,,,,,57.212,,,,,58.344
VNM,VIET NAM,55.934,,,,,52.791,,,,,49.625,,,,,46.462,,,,,43.311,,,,,40.103,,,,,36.856,,,,,33.606,,,,,30.393,,,,,27.281,,,,,24.374,,,,,22.187,,,,,20.255,,,,,19.561,,,,,19.247,,,,,18.782,,,,,18.3,,,,,16.421,,,,,14.7,,,,,13.094,,,,,11.641
VUT,VANUATU,39.331,,,,,37.265,,,,,35.244,,,,,33.275,,,,,31.369,,,,,29.545,,,,,27.807,,,,,26.155,,,,,24.589,,,,,23.099,,,,,21.673,,,,,20.164,,,,,18.715,,,,,16.722,,,,,14.74,,,,,13.395,,,,,12.325,,,,,11.329,,,,,10.404,,,,,9.546,,,,,8.752
WLF,WALLIS AND FUTUNA ISLANDS,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
WSM,SAMOA,24.4,,,,,22.912,,,,,21.489,,,,,20.131,,,,,19.129,,,,,18.64,,,,,18.634,,,,,19.111,,,,,20.078,,,,,21.218,,,,,21.977,,,,,21.526,,,,,21.2,,,,,21.2,,,,,21.173,,,,,20.992,,,,,20.353,,,,,19.301,,,,,18.926,,,,,17.406,,,,,12.886
