Country code,Country name,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
ATG,ANTIGUA AND BARBUDA,197.36,195.249,193.097,190.943,188.839,186.799,184.882,183.041,181.063,178.67,175.674,172.038,167.887,163.421,158.925,154.636,150.566,146.76,143.516,141.204,140.059,140.197,141.489,143.629,146.165,148.742,151.274,153.751,155.995,157.805,159.052,159.622,159.52,158.876,157.878,156.681,155.328,153.783,152.048,150.086,147.894,145.491,142.932,140.276,137.597,134.962,132.353,129.792,127.4,125.346,123.713,122.495,121.593,120.839,120.05,119.029,117.6,115.593,112.867,109.29,104.753
AUS,AUSTRALIA,2.894,2.847,2.796,2.745,2.695,2.651,2.612,2.578,2.547,2.517,2.488,2.458,2.428,2.398,2.369,2.341,2.315,2.29,2.264,2.238,2.209,2.177,2.143,2.108,2.073,2.04,2.009,1.979,1.951,1.925,1.9,1.877,1.856,1.836,1.816,1.795,1.773,1.751,1.726,1.699,1.667,1.63,1.59,1.547,1.506,1.469,1.436,1.407,1.381,1.356,1.33,1.302,1.274,1.245,1.217,1.19,1.164,1.14,1.114,1.087,1.056
AUT,AUSTRIA,100.192,99.832,99.479,99.114,98.707,98.245,97.703,97.097,96.494,95.989,95.641,95.493,95.507,95.568,95.511,95.225,94.663,93.877,92.981,92.137,91.464,91.0,90.708,90.546,90.441,90.342,90.231,90.127,90.049,90.033,90.095,90.244,90.457,90.676,90.826,90.854,90.737,90.492,90.144,89.74,89.312,88.871,88.412,87.931,87.42,86.878,86.303,85.711,85.13,84.599,84.146,83.779,83.496,83.282,83.119,82.992,82.891,82.812,82.753,82.723,82.733
AZE,AZERBAIJAN,105.02,103.768,102.513,101.272,100.058,98.885,97.75,96.653,95.609,94.635,93.738,92.932,92.199,91.475,90.673,89.732,88.627,87.381,86.038,84.671,83.331,82.033,80.764,79.52,78.291,77.068,75.853,74.651,73.468,72.309,71.178,70.075,68.996,67.926,66.848,65.748,64.621,63.465,62.277,61.054,59.794,58.5,57.171,55.798,54.37,52.884,51.335,49.738,48.124,46.537,45.01,43.559,42.183,40.876,39.626,38.426,37.278,36.186,35.167,34.242,33.441
BDI,BURUNDI,331.708,320.712,309.847,299.214,288.948,279.169,269.842,260.988,252.846,245.72,239.789,235.154,231.647,228.841,226.144,223.106,219.604,215.697,211.349,206.574,201.404,195.78,189.726,183.47,177.324,171.522,166.158,161.203,156.621,152.324,148.255,144.386,140.755,137.437,134.536,132.104,130.195,128.726,127.446,126.018,124.205,121.899,119.182,116.229,113.31,110.621,108.211,106.018,103.992,102.047,100.12,98.191,96.277,94.413,92.635,90.961,89.385,87.872,86.361,84.761,82.953
BEL,BELGIUM,358.402,355.819,352.875,349.779,346.82,344.211,342.013,340.178,338.672,337.421,336.359,335.51,334.869,334.315,333.686,332.872,331.814,330.554,329.204,327.931,326.855,326.004,325.337,324.825,324.42,324.08,323.804,323.593,323.398,323.163,322.843,322.407,321.861,321.242,320.61,320.002,319.431,318.868,318.254,317.509,316.572,315.433,314.109,312.616,310.982,309.233,307.372,305.407,303.388,301.376,299.416,297.53,295.718,293.967,292.259,290.579,288.92,287.284,285.678,284.122,282.642
BEN,BENIN,84.44,82.051,79.676,77.316,74.974,72.653,70.349,68.066,65.837,63.708,61.705,59.851,58.128,56.484,54.841,53.148,51.382,49.568,47.755,46.017,44.408,42.942,41.603,40.366,39.197,38.068,36.973,35.92,34.908,33.938,33.013,32.13,31.284,30.476,29.706,28.973,28.276,27.615,26.987,26.389,25.819,25.276,24.76,24.271,23.809,23.373,22.965,22.583,22.227,21.896,21.591,21.311,21.057,20.829,20.628,20.454,20.309,20.193,20.106,20.05,20.025
BFA,BURKINA FASO,56.716,55.091,53.502,51.953,50.446,48.985,47.57,46.201,44.877,43.599,42.365,41.175,40.029,38.923,37.856,36.824,35.827,34.863,33.931,33.03,32.157,31.313,30.497,29.708,28.944,28.204,27.486,26.792,26.125,25.493,24.901,24.349,23.835,23.354,22.898,22.462,22.044,21.644,21.26,20.888,20.528,20.176,19.832,19.5,19.184,18.886,18.609,18.35,18.103,17.863,17.625,17.387,17.151,16.92,16.697,16.486,16.289,16.107,15.938,15.783,15.637
BGD,BANGLADESH,1049.497,1038.23,1027.583,1017.077,1006.047,994.008,980.812,966.583,951.446,935.635,919.341,902.56,885.28,867.688,850.018,832.439,815.077,797.911,780.781,763.445,745.745,727.644,709.268,690.822,672.589,654.785,637.539,620.84,604.596,588.648,572.914,557.242,541.755,526.952,513.512,501.848,492.251,484.389,477.299,469.644,460.485,449.45,436.876,423.385,409.935,397.231,385.444,374.375,363.916,353.849,344.013,334.37,324.981,315.957,307.404,299.372,291.836,284.687,277.727,270.674,263.161
BGR,BULGARIA,66.622,67.136,67.659,68.19,68.729,69.274,69.826,70.389,70.962,71.543,72.134,72.724,73.314,73.93,74.605,75.358,76.201,77.11,78.022,78.85,79.533,80.049,80.412,80.638,80.755,80.788,80.735,80.595,80.394,80.165,79.93,79.704,79.483,79.253,78.993,78.687,78.333,77.939,77.512,77.059,76.59,76.107,75.61,75.094,74.556,73.992,73.402,72.792,72.169,71.544,70.925,70.318,69.722,69.137,68.561,67.993,67.435,66.889,66.359,65.852,65.376
BHR,BAHRAIN,1803.333,1716.915,1608.124,1487.54,1370.246,1267.34,1182.284,1112.476,1055.535,1006.843,962.88,923.506,889.823,860.807,835.298,812.291,791.311,771.918,753.244,734.359,714.617,693.288,670.395,646.983,624.627,604.359,586.777,571.249,556.124,539.085,518.591,493.99,466.154,436.939,408.996,384.274,363.313,345.62,330.818,318.167,307.063,297.506,289.558,282.713,276.343,269.954,263.363,256.553,249.434,241.965,234.151,226.03,217.676,209.2,200.767,192.584,184.918,178.088,172.463,168.471,166.591
BHS,BAHAMAS,25.976,25.543,25.1,24.647,24.184,23.713,23.231,22.743,22.268,21.833,21.455,21.144,20.891,20.669,20.441,20.179,19.875,19.535,19.174,18.814,18.471,18.148,17.84,17.538,17.231,16.911,16.574,16.226,15.872,15.521,15.179,14.846,14.52,14.204,13.9,13.61,13.337,13.077,12.815,12.528,12.203,11.835,11.43,10.996,10.546,10.091,9.634,9.175,8.725,8.294,7.892,7.523,7.189,6.889,6.621,6.386,6.181,6.007,5.867,5.763,5.699
BIH,BOSNIA AND HERZEGOWINA,75.12,75.267,75.419,75.564,75.691,75.782,75.917,76.094,76.129,75.773,74.894,73.286,71.114,69.067,68.082,68.773,71.477,75.835,80.924,85.429,88.414,89.551,89.151,87.692,85.928,84.418,83.274,82.332,81.552,80.828,80.081,79.337,78.65,77.991,77.321,76.609,75.843,75.033,74.205,73.402,72.65,71.958,71.309,70.671,69.999,69.259,68.439,67.547,66.592,65.594,64.564,63.507,62.418,61.286,60.103,58.863,57.564,56.213,54.82,53.402,51.981
BLR,BELARUS,45.718,45.885,46.03,46.172,46.341,46.554,46.821,47.13,47.461,47.785,48.08,48.337,48.559,48.75,48.922,49.08,49.228,49.356,49.447,49.474,49.421,49.282,49.066,48.791,48.483,48.163,47.836,47.502,47.167,46.84,46.525,46.227,45.945,45.673,45.401,45.121,44.834,44.539,44.23,43.9,43.544,43.158,42.746,42.318,41.886,41.46,41.048,40.649,40.256,39.858,39.451,39.038,38.629,38.24,37.888,37.59,37.358,37.207,37.144,37.176,37.307
BLZ,BELIZE,13.437,13.107,12.782,12.462,12.148,11.84,11.541,11.249,10.963,10.677,10.389,10.096,9.801,9.513,9.247,9.012,8.811,8.64,8.486,8.333,8.167,7.984,7.79,7.587,7.383,7.181,6.982,6.785,6.597,6.425,6.277,6.153,6.051,5.965,5.885,5.803,5.717,5.63,5.536,5.434,5.32,5.193,5.054,4.907,4.761,4.621,4.488,4.361,4.241,4.124,4.009,3.896,3.786,3.679,3.577,3.478,3.383,3.29,3.197,3.102,3.001
BMU,BERMUDA,1225.491,1222.868,1220.132,1217.208,1213.906,1210.132,1205.868,1201.151,1196.094,1190.868,1185.604,1180.321,1175.019,1169.66,1164.208,1158.623,1152.943,1147.189,1141.226,1134.943,1128.264,1121.094,1113.547,1105.792,1098.151,1090.811,1083.811,1077.094,1070.604,1064.208,1057.868,1051.566,1045.264,1038.755,1031.792,1024.151,1015.736,1006.585,996.849,986.83,976.717,966.642,956.453,945.83,934.302,921.528,907.434,892.208,876.189,859.887,843.66,827.717,812.113,796.774,781.66,766.774,752.208,738.17,725.0,713.113,703.019
BOL,BOLIVIA,9.245,9.097,8.952,8.808,8.663,8.515,8.363,8.208,8.05,7.891,7.733,7.576,7.419,7.263,7.106,6.95,6.794,6.638,6.484,6.332,6.184,6.04,5.9,5.763,5.629,5.499,5.371,5.246,5.123,5.004,4.887,4.773,4.662,4.553,4.446,4.34,4.236,4.133,4.032,3.934,3.839,3.748,3.66,3.575,3.494,3.414,3.338,3.263,3.191,3.121,3.052,2.986,2.921,2.858,2.796,2.737,2.68,2.624,2.571,2.519,2.47
BRA,BRAZIL,22.928,22.726,22.523,22.316,22.097,21.863,21.613,21.347,21.07,20.785,20.496,20.203,19.905,19.606,19.308,19.015,18.726,18.441,18.158,17.871,17.577,17.275,16.966,16.651,16.329,16.0,15.664,15.322,14.978,14.636,14.299,13.968,13.643,13.326,13.015,12.711,12.414,12.125,11.841,11.561,11.283,11.007,10.733,10.459,10.186,9.911,9.633,9.354,9.078,8.808,8.548,8.299,8.061,7.831,7.608,7.388,7.171,6.957,6.746,6.539,6.339
BRB,BARBADOS,652.084,648.851,645.66,642.505,639.356,636.205,633.035,629.87,626.8,623.944,621.372,619.116,617.14,615.363,613.684,612.012,610.328,608.637,606.891,605.058,603.107,601.03,598.83,596.512,594.07,591.521,588.821,585.998,583.209,580.688,578.567,576.965,575.795,574.735,573.34,571.309,568.495,565.049,561.319,557.823,554.921,552.744,551.156,549.921,548.688,547.195,545.298,543.07,540.73,538.602,536.879,535.526,534.321,532.914,530.923,527.977,523.774,518.074,510.714,501.593,490.686
BRN,BRUNEI DARUSSALAM,69.483,68.413,67.306,66.165,64.995,63.801,62.584,61.344,60.088,58.823,57.554,56.288,55.024,53.756,52.474,51.171,49.847,48.509,47.17,45.851,44.567,43.321,42.109,40.934,39.794,38.689,37.621,36.587,35.569,34.541,33.486,32.399,31.284,30.151,29.016,27.891,26.78,25.682,24.601,23.54,22.501,21.486,20.497,19.544,18.637,17.782,16.986,16.243,15.541,14.862,14.192,13.527,12.868,12.222,11.597,10.997,10.425,9.88,9.355,8.841,8.326
BTN,BHUTAN,15.254,14.99,14.727,14.455,14.161,13.839,13.487,13.115,12.733,12.359,12.007,11.672,11.356,11.088,10.906,10.832,10.885,11.044,11.241,11.381,11.399,11.266,11.007,10.664,10.306,9.984,9.71,9.468,9.247,9.023,8.782,8.522,8.253,7.978,7.702,7.431,7.166,6.906,6.656,6.42,6.203,6.006,5.829,5.668,5.518,5.377,5.242,5.115,4.995,4.88,4.769,4.663,4.559,4.457,4.357,4.258,4.159,4.06,3.961,3.862,3.762
BWA,BOTSWANA,3.385,3.355,3.324,3.292,3.259,3.225,3.188,3.15,3.11,3.066,3.018,2.965,2.909,2.849,2.786,2.722,2.656,2.588,2.518,2.449,2.379,2.309,2.24,2.172,2.104,2.036,1.97,1.905,1.841,1.778,1.715,1.652,1.589,1.528,1.469,1.414,1.363,1.316,1.272,1.231,1.192,1.154,1.119,1.085,1.054,1.024,0.997,0.97,0.946,0.923,0.901,0.881,0.862,0.843,0.825,0.808,0.789,0.771,0.752,0.731,0.709
CAF,CENTRAL AFRICAN REPUBLIC,6.982,6.848,6.718,6.592,6.472,6.358,6.25,6.147,6.047,5.946,5.84,5.73,5.615,5.497,5.378,5.258,5.138,5.016,4.897,4.783,4.676,4.577,4.487,4.399,4.309,4.21,4.103,3.988,3.87,3.756,3.65,3.554,3.466,3.385,3.309,3.238,3.172,3.11,3.051,2.993,2.935,2.877,2.818,2.759,2.701,2.647,2.595,2.545,2.499,2.455,2.413,2.375,2.339,2.306,2.275,2.246,2.22,2.196,2.173,2.151,2.13
CAN,CANADA,3.423,3.385,3.347,3.308,3.271,3.235,3.201,3.168,3.138,3.108,3.079,3.051,3.023,2.995,2.967,2.938,2.908,2.876,2.843,2.809,2.774,2.737,2.699,2.662,2.625,2.592,2.562,2.534,2.509,2.484,2.458,2.432,2.406,2.379,2.35,2.32,2.289,2.255,2.22,2.185,2.15,2.115,2.079,2.044,2.009,1.975,1.94,1.906,1.871,1.835,1.796,1.755,1.712,1.667,1.623,1.578,1.535,1.493,1.452,1.414,1.378
CHE,SWITZERLAND,189.675,187.549,185.376,183.236,181.236,179.455,177.904,176.559,175.407,174.421,173.568,172.871,172.307,171.741,171.002,169.97,168.585,166.9,165.056,163.259,161.659,160.311,159.177,158.201,157.287,156.372,155.418,154.462,153.604,152.984,152.689,152.761,153.124,153.6,153.94,153.962,153.596,152.879,151.878,150.703,149.437,148.114,146.7,145.133,143.322,141.216,138.782,136.086,133.296,130.642,128.285,126.281,124.592,123.123,121.758,120.405,119.002,117.527,116.0,114.482,113.073
CHL,CHILE,22.667,22.457,22.245,22.031,21.813,21.593,21.369,21.141,20.908,20.67,20.425,20.176,19.921,19.656,19.379,19.085,18.774,18.448,18.115,17.785,17.464,17.156,16.861,16.575,16.298,16.028,15.763,15.505,15.256,15.018,14.792,14.58,14.377,14.181,13.984,13.78,13.568,13.349,13.123,12.893,12.66,12.425,12.186,11.943,11.694,11.438,11.175,10.906,10.636,10.369,10.109,9.858,9.617,9.384,9.16,8.944,8.736,8.54,8.355,8.187,8.038
CHN,CHINA,141.693,140.8,139.912,139.038,138.184,137.354,136.545,135.752,134.972,134.198,133.42,132.637,131.836,130.981,130.03,128.95,127.741,126.405,124.922,123.269,121.437,119.41,117.217,114.953,112.747,110.691,108.815,107.095,105.506,103.999,102.534,101.116,99.741,98.346,96.849,95.194,93.363,91.379,89.269,87.081,84.858,82.597,80.311,78.08,76.001,74.143,72.538,71.163,69.966,68.866,67.801,66.739,65.678,64.633,63.615,62.623,61.64,60.625,59.515,58.229,56.661
CIV,COTE D'IVOIRE,58.849,57.685,56.627,55.662,54.773,53.941,53.167,52.44,51.711,50.921,50.025,49.005,47.871,46.648,45.377,44.09,42.792,41.479,40.163,38.857,37.573,36.318,35.094,33.891,32.697,31.501,30.303,29.108,27.925,26.763,25.633,24.536,23.472,22.443,21.448,20.487,19.562,18.673,17.824,17.018,16.256,15.54,14.868,14.238,13.645,13.086,12.559,12.063,11.6,11.171,10.776,10.414,10.083,9.779,9.499,9.24,8.997,8.77,8.554,8.35,8.156
CMR,CAMEROON,43.379,42.285,41.214,40.168,39.147,38.149,37.176,36.226,35.298,34.39,33.501,32.63,31.777,30.938,30.113,29.298,28.493,27.699,26.916,26.145,25.388,24.644,23.915,23.203,22.508,21.835,21.182,20.55,19.941,19.353,18.787,18.243,17.722,17.222,16.741,16.28,15.837,15.413,15.006,14.616,14.241,13.883,13.539,13.21,12.895,12.594,12.305,12.029,11.765,11.515,11.277,11.051,10.837,10.633,10.438,10.251,10.07,9.895,9.725,9.558,9.394
COD,"CONGO, THE DRC",26.522,25.795,25.084,24.389,23.708,23.041,22.384,21.738,21.117,20.542,20.022,19.57,19.174,18.798,18.39,17.917,17.362,16.742,16.091,15.461,14.888,14.384,13.937,13.536,13.166,12.811,12.471,12.15,11.842,11.54,11.241,10.939,10.637,10.337,10.045,9.767,9.503,9.251,9.008,8.77,8.534,8.299,8.066,7.838,7.617,7.408,7.209,7.02,6.841,6.669,6.503,6.342,6.188,6.039,5.898,5.765,5.639,5.52,5.408,5.3,5.196
COG,CONGO,12.023,11.682,11.335,10.991,10.663,10.359,10.084,9.835,9.602,9.373,9.141,8.902,8.659,8.416,8.18,7.955,7.742,7.539,7.345,7.155,6.969,6.785,6.605,6.427,6.252,6.079,5.907,5.738,5.571,5.409,5.253,5.102,4.957,4.817,4.679,4.544,4.409,4.277,4.148,4.023,3.904,3.79,3.682,3.579,3.481,3.386,3.294,3.206,3.122,3.041,2.964,2.89,2.82,2.753,2.689,2.628,2.57,2.514,2.461,2.41,2.362
COK,COOK ISLANDS,85.949,85.394,84.814,84.144,83.288,82.199,80.814,79.195,77.576,76.284,75.534,75.449,75.911,76.665,77.305,77.564,77.331,76.708,75.886,75.127,74.631,74.487,74.623,74.903,75.102,75.093,74.784,74.267,73.835,73.886,74.674,76.297,78.597,81.284,83.941,86.25,88.169,89.733,90.771,91.131,90.703,89.369,87.22,84.657,82.242,80.377,79.233,78.686,78.453,78.114,77.369,76.136,74.508,72.695,70.928,69.377,68.114,67.119,66.263,65.301,63.894
COL,COLOMBIA,40.78,40.216,39.646,39.071,38.494,37.917,37.341,36.765,36.189,35.612,35.032,34.449,33.864,33.279,32.694,32.113,31.535,30.96,30.387,29.815,29.244,28.674,28.105,27.537,26.971,26.408,25.847,25.29,24.737,24.19,23.649,23.115,22.588,22.069,21.562,21.069,20.592,20.129,19.672,19.211,18.741,18.259,17.767,17.271,16.778,16.296,15.824,15.364,14.914,14.478,14.054,13.644,13.247,12.865,12.496,12.141,11.8,11.47,11.15,10.84,10.536
COM,COMOROS,367.051,357.924,348.894,339.998,331.287,322.801,314.556,306.551,298.779,291.228,283.886,276.748,269.816,263.099,256.608,250.347,244.312,238.485,232.824,227.28,221.811,216.393,211.018,205.68,200.373,195.093,189.868,184.69,179.472,174.099,168.51,162.643,156.58,150.59,145.036,140.174,136.111,132.756,129.913,127.289,124.664,121.976,119.282,116.633,114.122,111.811,109.699,107.74,105.896,104.113,102.351,100.587,98.817,97.043,95.272,93.503,91.728,89.925,88.066,86.109,84.005
CPV,CAPE VERDE,120.903,120.435,120.171,119.939,119.499,118.684,117.425,115.78,113.846,111.781,109.701,107.654,105.612,103.536,101.361,99.052,96.579,94.0,91.464,89.175,87.27,85.844,84.839,84.053,83.193,82.064,80.539,78.715,76.889,75.485,74.781,74.915,75.716,76.769,77.49,77.464,76.543,74.874,72.705,70.417,68.293,66.406,64.678,63.072,61.505,59.92,58.316,56.736,55.226,53.843,52.628,51.584,50.691,49.906,49.181,48.47,47.737,46.953,46.099,45.165,44.152
CRI,COSTA RICA,91.383,90.047,88.703,87.343,85.959,84.543,83.099,81.627,80.114,78.542,76.9,75.181,73.397,71.586,69.797,68.066,66.41,64.82,63.279,61.761,60.246,58.732,57.228,55.737,54.263,52.81,51.381,49.975,48.598,47.257,45.957,44.698,43.479,42.31,41.201,40.158,39.185,38.274,37.401,36.537,35.658,34.757,33.838,32.901,31.947,30.98,29.997,29.0,28.006,27.036,26.107,25.225,24.389,23.594,22.832,22.099,21.391,20.71,20.062,19.456,18.904
CUB,CUBA,101.765,101.829,101.897,101.945,101.939,101.858,101.689,101.442,101.137,100.806,100.472,100.14,99.8,99.442,99.05,98.61,98.13,97.614,97.039,96.38,95.623,94.748,93.778,92.782,91.86,91.078,90.461,89.978,89.577,89.177,88.715,88.184,87.587,86.899,86.088,85.137,84.028,82.772,81.411,80.009,78.612,77.242,75.89,74.539,73.158,71.729,70.242,68.72,67.205,65.756,64.415,63.192,62.071,61.02,60.004,58.988,57.948,56.869,55.746,54.584,53.4
CUW,CURAÇAO,332.342,322.939,313.277,304.167,296.642,291.437,288.813,288.55,290.291,293.45,297.525,302.505,308.322,314.342,319.775,324.068,326.865,328.293,328.865,329.365,330.347,332.016,334.142,336.324,337.971,338.682,338.252,336.901,335.164,333.8,333.322,333.957,335.441,337.194,338.387,338.419,337.131,334.727,331.428,327.588,323.502,319.176,314.581,309.941,305.527,301.523,298.016,294.932,292.074,289.142,285.899,282.227,278.108,273.57,268.649,263.329,257.538,251.128,243.885,235.509,225.64
CYM,CAYMAN ISLANDS,210.261,205.587,200.424,194.97,189.492,184.178,179.163,174.364,169.477,164.08,157.898,150.795,142.962,134.833,127.027,119.97,113.845,108.53,103.795,99.284,94.731,90.061,85.375,80.845,76.72,73.163,70.239,67.845,65.746,63.617,61.227,58.511,55.542,52.424,49.318,46.356,43.538,40.852,38.398,36.299,34.636,33.451,32.697,32.265,31.977,31.708,31.436,31.167,30.841,30.402,29.799,29.042,28.152,27.189,26.205,25.288,24.508,23.936,23.655,23.746,24.292
CYP,CYPRUS,119.304,117.885,116.429,114.917,113.319,111.619,109.807,107.896,105.921,103.933,101.966,100.042,98.156,96.285,94.395,92.464,90.495,88.511,86.548,84.654,82.868,81.185,79.611,78.195,77.001,76.067,75.421,75.027,74.771,74.497,74.09,73.507,72.776,71.941,71.076,70.236,69.434,68.653,67.885,67.113,66.33,65.519,64.695,63.918,63.27,62.801,62.548,62.47,62.446,62.306,61.932,61.288,60.415,59.395,58.325,57.288,56.338,55.5,54.765,54.089,53.401
CZE,CZECH REPUBLIC,133.818,132.965,132.019,131.08,130.283,129.722,129.433,129.382,129.512,129.732,129.972,130.222,130.489,130.744,130.954,131.099,131.158,131.135,131.061,130.982,130.931,130.909,130.903,130.915,130.944,130.983,131.046,131.121,131.149,131.049,130.77,130.288,129.631,128.864,128.077,127.339,126.667,126.049,125.497,125.019,124.615,124.297,124.057,123.862,123.664,123.426,123.132,122.784,122.384,121.936,121.446,120.909,120.316,119.654,118.911,118.079,117.152,116.13,115.015,113.817,112.549
DEU,GERMANY,232.527,232.991,233.542,234.1,234.552,234.82,234.856,234.687,234.398,234.113,233.914,233.854,233.881,233.853,233.568,232.893,231.78,230.308,228.628,226.951,225.44,224.136,223.017,222.111,221.432,220.985,220.787,220.829,221.056,221.384,221.749,222.118,222.482,222.814,223.091,223.288,223.397,223.394,223.217,222.795,222.079,221.058,219.757,218.221,216.517,214.706,212.79,210.792,208.815,206.991,205.411,204.103,203.043,202.171,201.414,200.701,199.976,199.194,198.33,197.374,196.329
