Country code,Country name,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
KEN,KENYA,70.488,68.62,66.808,65.049,63.335,61.66,60.022,58.42,56.861,55.355,53.906,52.516,51.178,49.871,48.566,47.243,45.893,44.522,43.14,41.762,40.399,39.056,37.729,36.422,35.137,33.875,32.639,31.431,30.256,29.122,28.03,26.985,25.986,25.031,24.116,23.237,22.395,21.589,20.82,20.086,19.389,18.726,18.096,17.497,16.925,16.377,15.852,15.35,14.868,14.407,13.966,13.544,13.14,12.753,12.382,12.027,11.686,11.36,11.049,10.752,10.471
KGZ,KYRGYZSTAN,26.684,26.339,25.999,25.684,25.421,25.225,25.109,25.06,25.029,24.953,24.787,24.507,24.131,23.708,23.306,22.972,22.725,22.544,22.393,22.219,21.984,21.676,21.312,20.908,20.49,20.078,19.675,19.277,18.888,18.511,18.147,17.798,17.464,17.142,16.823,16.503,16.181,15.857,15.526,15.185,14.83,14.461,14.079,13.686,13.283,12.874,12.457,12.037,11.624,11.231,10.868,10.539,10.244,9.978,9.738,9.517,9.315,9.13,8.964,8.821,8.704
KHM,CAMBODIA,79.349,78.13,77.005,75.937,74.875,73.778,72.634,71.447,70.204,68.896,67.517,66.067,64.547,62.949,61.262,59.487,57.615,55.666,53.701,51.803,50.031,48.436,47.012,45.688,44.357,42.96,41.425,39.814,38.352,37.35,37.005,37.428,38.487,39.85,41.046,41.737,41.8,41.337,40.514,39.599,38.786,38.117,37.526,36.973,36.385,35.711,34.95,34.13,33.277,32.424,31.596,30.804,30.045,29.309,28.583,27.86,27.139,26.424,25.729,25.074,24.485
KIR,KIRIBATI,134.632,132.606,130.623,128.652,126.657,124.612,122.501,120.346,118.18,116.062,114.033,112.09,110.218,108.437,106.764,105.204,103.782,102.472,101.149,99.646,97.851,95.716,93.291,90.69,88.085,85.599,83.271,81.074,78.997,77.008,75.083,73.215,71.423,69.72,68.135,66.672,65.353,64.15,62.99,61.767,60.413,58.893,57.234,55.504,53.795,52.178,50.674,49.264,47.934,46.657,45.413,44.198,43.021,41.897,40.846,39.875,38.988,38.174,37.417,36.689,35.95
KNA,SAINT KITTS AND NEVIS,200.582,198.203,195.824,193.402,190.893,188.272,185.521,182.678,179.824,177.065,174.498,172.176,170.08,168.142,166.249,164.322,162.31,160.291,158.467,157.123,156.448,156.529,157.261,158.441,159.759,160.985,162.046,162.985,163.835,164.667,165.536,166.475,167.448,168.375,169.126,169.648,169.835,169.785,169.839,170.46,171.962,174.46,177.774,181.544,185.268,188.548,191.318,193.613,195.272,196.149,196.157,195.299,193.663,191.398,188.709,185.801,182.908,180.272,178.142,176.778,176.452
KOR,"KOREA, REPUBLIC OF",486.788,483.885,480.901,477.934,475.11,472.514,470.185,468.08,466.093,464.073,461.906,459.544,457.003,454.304,451.496,448.602,445.628,442.53,439.238,435.656,431.717,427.415,422.772,417.794,412.494,406.899,400.982,394.778,388.454,382.228,376.249,370.609,365.249,359.985,354.545,348.742,342.501,335.905,329.115,322.368,315.831,309.545,303.443,297.441,291.408,285.245,278.998,272.691,266.181,259.283,251.904,244.086,235.991,227.865,219.995,212.669,206.158,200.718,196.577,193.943,193.006
KWT,KUWAIT,167.897,159.956,151.657,143.39,135.674,128.876,123.272,118.776,114.953,111.157,106.983,102.054,96.656,91.817,88.969,89.018,92.474,98.697,106.046,112.226,115.601,115.57,112.662,107.755,102.231,97.118,92.625,88.465,84.581,80.793,76.972,73.173,69.5,65.928,62.415,58.928,55.468,52.049,48.677,45.363,42.116,38.953,35.881,32.886,29.949,27.065,24.212,21.421,18.812,16.538,14.704,13.332,12.371,11.725,11.28,10.933,10.599,10.215,9.748,9.187,8.545
LAO,LAOS ,27.009,26.469,25.925,25.394,24.898,24.454,24.067,23.729,23.417,23.1,22.755,22.374,21.963,21.523,21.058,20.572,20.064,19.535,18.994,18.454,17.924,17.41,16.913,16.433,15.972,15.531,15.107,14.703,14.33,14.002,13.729,13.516,13.355,13.218,13.064,12.865,12.611,12.31,11.98,11.65,11.339,11.054,10.786,10.534,10.291,10.053,9.82,9.593,9.374,9.16,8.952,8.749,8.551,8.357,8.168,7.983,7.801,7.623,7.448,7.276,7.107
LBN,LEBANON,417.413,408.358,402.508,398.059,392.291,383.352,370.537,354.818,338.039,322.846,311.094,303.529,299.424,297.377,295.287,291.674,286.024,278.929,271.333,264.661,259.906,257.367,256.595,256.941,257.432,257.365,256.464,254.932,253.104,251.515,250.509,250.247,250.469,250.598,249.843,247.663,243.798,238.502,232.379,226.305,220.904,216.405,212.593,209.12,205.446,201.188,196.27,190.864,185.123,179.289,173.551,167.996,162.631,157.416,152.311,147.318,142.496,137.966,133.916,130.598,128.329
LBR,LIBERIA,35.539,34.313,32.978,31.627,30.393,29.36,28.595,28.053,27.572,26.926,25.967,24.619,22.969,21.238,19.734,18.676,18.13,18.015,18.216,18.551,18.882,19.189,19.489,19.72,19.816,19.731,19.429,18.924,18.284,17.615,16.993,16.441,15.94,15.483,15.049,14.624,14.21,13.818,13.445,13.089,12.748,12.421,12.108,11.809,11.523,11.251,10.991,10.744,10.508,10.28,10.059,9.845,9.638,9.439,9.249,9.07,8.901,8.745,8.601,8.47,8.351
LBY,LIBYA,3.433,3.39,3.34,3.286,3.232,3.179,3.13,3.082,3.035,2.989,2.942,2.894,2.847,2.799,2.749,2.698,2.645,2.59,2.534,2.478,2.421,2.365,2.309,2.252,2.191,2.125,2.053,1.978,1.9,1.823,1.749,1.681,1.616,1.555,1.496,1.439,1.383,1.329,1.277,1.227,1.18,1.134,1.091,1.05,1.01,0.973,0.937,0.903,0.871,0.84,0.812,0.785,0.761,0.738,0.717,0.698,0.681,0.666,0.653,0.642,0.633
LCA,SAINT LUCIA,329.122,325.046,320.471,315.675,311.054,306.878,303.265,300.122,297.249,294.341,291.186,287.705,283.981,280.137,276.367,272.801,269.503,266.404,263.328,260.035,256.364,252.234,247.74,243.102,238.627,234.538,230.924,227.714,224.768,221.879,218.894,215.755,212.525,209.325,206.328,203.655,201.362,199.371,197.51,195.527,193.25,190.625,187.72,184.649,181.59,178.67,175.905,173.278,170.846,168.67,166.792,165.208,163.879,162.75,161.74,160.77,159.755,158.614,157.26,155.612,153.586
LIE,LIECHTENSTEIN,225.75,224.069,222.387,220.675,218.925,217.125,215.281,213.381,211.381,209.219,206.831,204.225,201.419,198.488,195.544,192.65,189.831,187.087,184.45,181.962,179.656,177.525,175.556,173.731,172.019,170.369,168.806,167.3,165.713,163.881,161.681,159.044,156.019,152.775,149.538,146.469,143.65,141.012,138.456,135.787,132.912,129.781,126.469,123.069,119.725,116.544,113.563,110.763,108.112,105.588,103.15,100.8,98.544,96.431,94.469,92.681,91.075,89.637,88.344,87.138,85.981
LKA,SRI LANKA,316.397,314.002,311.727,309.433,306.928,304.089,300.832,297.241,293.566,290.156,287.249,284.942,283.124,281.571,279.954,278.032,275.743,273.147,270.284,267.229,264.045,260.721,257.243,253.672,250.084,246.536,243.061,239.642,236.229,232.743,229.129,225.369,221.487,217.531,213.567,209.643,205.783,201.971,198.16,194.28,190.288,186.169,181.955,177.707,173.508,169.423,165.48,161.671,157.977,154.366,150.818,147.334,143.938,140.663,137.545,134.614,131.891,129.384,127.092,125.001,123.088
LSO,LESOTHO,66.181,65.553,64.971,64.43,63.924,63.444,62.989,62.552,62.115,61.654,61.151,60.603,60.01,59.354,58.613,57.777,56.831,55.788,54.698,53.629,52.628,51.719,50.884,50.082,49.254,48.356,47.381,46.346,45.266,44.167,43.07,41.977,40.888,39.823,38.807,37.855,36.979,36.173,35.424,34.707,34.006,33.316,32.643,31.987,31.354,30.745,30.159,29.595,29.053,28.537,28.048,27.586,27.148,26.732,26.334,25.952,25.581,25.22,24.867,24.521,24.179
LTU,LITHUANIA,46.99,47.503,48.136,48.853,49.599,50.334,51.045,51.737,52.396,53.011,53.575,54.072,54.5,54.874,55.222,55.56,55.901,56.23,56.499,56.644,56.622,56.414,56.046,55.569,55.06,54.575,54.132,53.719,53.329,52.946,52.556,52.164,51.775,51.38,50.969,50.533,50.07,49.58,49.073,48.559,48.046,47.539,47.036,46.527,45.996,45.436,44.842,44.225,43.602,42.998,42.431,41.91,41.438,41.009,40.62,40.269,39.958,39.694,39.487,39.355,39.317
LUX,LUXEMBURG,196.398,192.62,188.442,184.182,180.282,177.048,174.613,172.852,171.51,170.2,168.643,166.77,164.669,162.405,160.094,157.831,155.621,153.446,151.355,149.404,147.637,146.06,144.671,143.497,142.562,141.875,141.454,141.263,141.184,141.061,140.777,140.293,139.63,138.812,137.884,136.887,135.807,134.64,133.454,132.339,131.352,130.536,129.866,129.247,128.547,127.674,126.59,125.34,124.017,122.755,121.65,120.734,119.978,119.321,118.695,118.046,117.345,116.592,115.816,115.077,114.463
LVA,LATVIA,32.361,32.699,33.1,33.547,34.015,34.482,34.948,35.415,35.871,36.305,36.71,37.067,37.378,37.688,38.054,38.514,39.094,39.762,40.423,40.945,41.238,41.265,41.063,40.709,40.317,39.97,39.69,39.457,39.262,39.084,38.907,38.735,38.576,38.416,38.239,38.034,37.795,37.526,37.232,36.928,36.622,36.316,36.008,35.692,35.359,35.004,34.626,34.231,33.824,33.414,33.009,32.613,32.231,31.865,31.517,31.192,30.896,30.635,30.42,30.261,30.17
MAC,MACAU,20562.538,20062.192,19520.308,18969.462,18454.154,18005.731,17636.231,17335.038,17082.692,16849.231,16611.808,16363.385,16108.077,15847.346,15585.808,15325.346,15068.577,14809.269,14530.731,14210.923,13835.962,13402.577,12921.231,12409.808,11893.308,11393.154,10910.462,10449.0,10035.423,9702.231,9470.615,9348.962,9325.308,9374.192,9458.269,9546.654,9636.538,9724.808,9780.077,9764.654,9653.731,9435.0,9120.346,8740.692,8341.269,7958.077,7597.038,7257.808,6962.5,6735.962,6594.462,6541.846,6570.923,6666.5,6809.269,6978.846,7155.077,7318.769,7451.654,7536.538,7557.0
MAR,MOROCCO,70.86,70.04,69.321,68.676,68.067,67.463,66.859,66.257,65.64,64.99,64.293,63.541,62.733,61.88,60.995,60.09,59.168,58.225,57.26,56.272,55.257,54.22,53.163,52.088,50.996,49.888,48.765,47.633,46.507,45.403,44.337,43.312,42.327,41.382,40.475,39.604,38.772,37.976,37.201,36.428,35.643,34.84,34.021,33.193,32.369,31.558,30.763,29.98,29.2,28.412,27.608,26.789,25.959,25.13,24.313,23.52,22.758,22.034,21.353,20.716,20.123
MCO,MONACO,24728.188,24371.812,23950.336,23498.658,23066.443,22689.933,22379.866,22126.174,21914.765,21722.148,21530.872,21338.926,21152.349,20967.785,20785.906,20604.027,20418.121,20226.846,20042.953,19883.221,19757.047,19673.154,19622.819,19576.51,19495.302,19353.02,19136.913,18857.718,18542.953,18231.544,17950.336,17712.081,17507.383,17321.477,17128.188,16913.423,16667.785,16402.685,16142.282,15920.805,15761.074,15669.799,15634.899,15635.57,15640.268,15626.174,15595.302,15549.664,15464.43,15310.067,15069.799,14746.98,14362.416,13949.664,13546.309,13193.289,12928.859,12787.248,12803.356,13005.369,13422.819
MDA,"MOLDOVA, REPUBLIC OF",105.552,106.469,107.427,108.494,109.762,111.284,113.083,115.107,117.25,119.364,121.331,123.115,124.715,126.105,127.265,128.182,128.84,129.232,129.366,129.256,128.921,128.367,127.607,126.681,125.636,124.514,123.323,122.077,120.819,119.601,118.456,117.412,116.456,115.525,114.53,113.406,112.128,110.718,109.218,107.693,106.186,104.713,103.251,101.765,100.206,98.538,96.761,94.889,92.923,90.867,88.729,86.526,84.281,82.023,79.785,77.605,75.525,73.589,71.847,70.351,69.156
MDG,MADAGASCAR,35.908,34.914,33.944,32.998,32.07,31.157,30.259,29.377,28.509,27.657,26.821,26.0,25.195,24.409,23.649,22.916,22.213,21.538,20.891,20.268,19.668,19.088,18.53,17.994,17.485,17.002,16.548,16.119,15.707,15.303,14.899,14.493,14.086,13.681,13.286,12.905,12.538,12.184,11.843,11.516,11.202,10.903,10.617,10.344,10.081,9.828,9.583,9.346,9.118,8.898,8.687,8.483,8.287,8.098,7.915,7.74,7.57,7.407,7.25,7.1,6.956
MDV,MALDIVES,1092.933,1072.685,1053.164,1034.359,1016.191,998.577,981.56,965.081,948.802,932.299,915.252,897.503,879.104,860.225,841.138,822.03,802.99,783.93,764.641,744.842,724.359,703.171,681.45,659.44,637.497,615.899,594.674,573.876,553.869,535.097,517.839,502.346,488.466,475.624,462.97,449.923,436.218,422.081,408.03,394.846,383.054,372.839,363.953,355.946,348.185,340.205,331.876,323.349,314.785,306.44,298.523,291.114,284.201,277.721,271.607,265.856,260.52,255.745,251.748,248.829,247.369
MEX,MEXICO,60.201,59.454,58.711,57.977,57.255,56.548,55.858,55.181,54.501,53.794,53.045,52.25,51.414,50.541,49.638,48.714,47.769,46.805,45.837,44.883,43.957,43.063,42.2,41.364,40.553,39.761,38.99,38.239,37.491,36.726,35.927,35.091,34.222,33.327,32.421,31.513,30.605,29.698,28.8,27.918,27.06,26.229,25.425,24.647,23.891,23.153,22.435,21.736,21.057,20.396,19.751,19.123,18.513,17.922,17.352,16.804,16.28,15.782,15.31,14.866,14.45
MHL,MARSHALL ISLANDS,289.657,289.177,288.646,288.122,287.757,287.613,287.702,287.928,288.182,288.309,288.182,287.713,286.862,285.619,283.961,281.878,279.431,276.53,272.829,267.851,261.326,253.11,243.442,232.862,222.116,211.79,202.028,192.79,184.166,176.215,168.956,162.519,156.901,151.768,146.68,141.326,135.558,129.503,123.425,117.735,112.691,108.409,104.779,101.591,98.564,95.486,92.276,89.011,85.884,83.16,81.022,79.497,78.486,77.829,77.315,76.79,76.133,75.282,74.232,73.044,71.823
MKD,MACEDONIA,81.757,81.692,81.623,81.539,81.43,81.284,81.116,80.927,80.677,80.313,79.809,79.123,78.292,77.458,76.817,76.499,76.57,76.965,77.513,77.969,78.159,78.017,77.6,77.006,76.389,75.856,75.445,75.109,74.777,74.34,73.726,72.907,71.922,70.856,69.831,68.93,68.189,67.575,67.026,66.451,65.784,65.007,64.146,63.23,62.303,61.398,60.52,59.658,58.819,58.004,57.214,56.446,55.695,54.952,54.205,53.441,52.645,51.801,50.89,49.893,48.786
MLI,MALI,11.277,10.933,10.594,10.261,9.938,9.629,9.332,9.047,8.775,8.517,8.273,8.045,7.831,7.63,7.436,7.248,7.063,6.882,6.711,6.556,6.422,6.311,6.219,6.139,6.059,5.971,5.871,5.762,5.648,5.536,5.431,5.334,5.243,5.158,5.074,4.992,4.91,4.83,4.752,4.678,4.609,4.546,4.488,4.434,4.383,4.333,4.286,4.241,4.197,4.154,4.111,4.069,4.027,3.986,3.945,3.906,3.868,3.832,3.799,3.768,3.739
MLT,MALTA,1344.108,1338.203,1331.633,1324.81,1318.304,1312.491,1307.5,1303.133,1299.028,1294.671,1289.649,1283.911,1277.494,1270.168,1261.703,1251.946,1240.744,1228.209,1214.785,1201.111,1187.642,1174.601,1161.861,1149.111,1135.873,1121.826,1107.028,1091.718,1076.013,1060.07,1044.104,1028.035,1012.101,997.199,984.487,974.763,968.427,965.18,964.25,964.465,964.975,965.437,966.041,967.032,968.87,971.82,975.93,980.864,986.063,990.766,994.434,996.842,998.06,998.335,997.965,997.187,996.133,994.804,993.085,990.722,987.332
MMR,MYANMAR (Burma) ,76.756,76.178,75.637,75.127,74.64,74.169,73.717,73.276,72.81,72.267,71.615,70.835,69.942,68.971,67.977,66.999,66.047,65.111,64.179,63.233,62.259,61.257,60.234,59.184,58.098,56.972,55.805,54.602,53.379,52.158,50.955,49.776,48.621,47.49,46.379,45.288,44.218,43.173,42.149,41.143,40.152,39.174,38.212,37.273,36.37,35.508,34.691,33.917,33.177,32.46,31.757,31.067,30.391,29.734,29.102,28.5,27.928,27.387,26.874,26.383,25.906
MNE,MONTENEGRO,44.894,44.846,44.791,44.729,44.661,44.586,44.503,44.414,44.333,44.275,44.251,44.263,44.305,44.368,44.438,44.503,44.564,44.619,44.645,44.61,44.498,44.293,44.006,43.672,43.34,43.043,42.796,42.588,42.395,42.183,41.926,41.619,41.271,40.898,40.522,40.159,39.812,39.477,39.149,38.82,38.485,38.141,37.79,37.433,37.071,36.704,36.332,35.952,35.557,35.137,34.687,34.203,33.685,33.136,32.56,31.958,31.333,30.685,30.012,29.311,28.579
MNG,MONGOLIA,1.732,1.706,1.681,1.657,1.634,1.613,1.594,1.576,1.56,1.545,1.53,1.517,1.504,1.491,1.479,1.467,1.456,1.445,1.432,1.416,1.394,1.367,1.334,1.298,1.262,1.227,1.194,1.164,1.135,1.107,1.079,1.051,1.024,0.997,0.971,0.945,0.918,0.892,0.866,0.841,0.816,0.793,0.771,0.749,0.728,0.707,0.686,0.665,0.646,0.627,0.61,0.595,0.581,0.568,0.557,0.546,0.535,0.525,0.516,0.507,0.498
MNP,NORTHERN MARIANA ISLANDS,116.078,119.134,123.588,128.862,134.127,138.733,142.55,145.608,147.627,148.313,147.487,144.981,140.892,135.644,129.845,123.961,118.14,112.328,106.528,100.687,94.767,88.886,83.125,77.379,71.494,65.39,58.972,52.388,46.106,40.746,36.741,34.28,33.168,32.959,33.009,32.828,32.28,31.476,30.478,29.435,28.455,27.513,26.547,25.608,24.761,24.045,23.494,23.08,22.718,22.284,21.703,20.95,20.058,19.103,18.162,17.297,16.563,15.985,15.565,15.278,15.084
MOZ,MOZAMBIQUE,29.9,29.143,28.397,27.659,26.931,26.211,25.498,24.793,24.102,23.436,22.799,22.203,21.645,21.101,20.538,19.937,19.279,18.58,17.902,17.332,16.926,16.71,16.653,16.685,16.705,16.64,16.468,16.208,15.88,15.517,15.147,14.771,14.381,13.989,13.608,13.249,12.917,12.612,12.329,12.058,11.793,11.534,11.281,11.037,10.8,10.571,10.35,10.137,9.93,9.731,9.54,9.357,9.181,9.013,8.852,8.698,8.551,8.411,8.279,8.154,8.037
MRT,MAURITANIA,3.52,3.429,3.338,3.247,3.157,3.068,2.979,2.892,2.806,2.722,2.641,2.562,2.487,2.414,2.344,2.276,2.211,2.148,2.088,2.03,1.974,1.92,1.869,1.819,1.771,1.723,1.676,1.63,1.584,1.539,1.496,1.454,1.413,1.373,1.334,1.296,1.259,1.223,1.188,1.154,1.12,1.088,1.057,1.026,0.997,0.968,0.94,0.913,0.887,0.861,0.837,0.813,0.791,0.769,0.748,0.728,0.709,0.692,0.675,0.659,0.644
MSR,MONTSERRAT,48.559,48.216,48.049,47.882,47.51,46.833,45.539,43.863,42.912,44.167,48.588,56.745,68.0,80.559,91.912,100.314,105.069,106.784,106.431,105.52,105.235,105.765,106.775,108.147,109.637,111.029,112.392,113.794,115.127,116.176,116.853,117.088,116.941,116.52,116.0,115.49,115.029,114.598,114.265,114.049,114.01,114.216,114.686,115.275,115.775,116.098,116.049,115.745,115.667,116.49,118.647,122.147,126.647,131.578,136.294,140.167,142.667,143.402,142.049,138.461,132.559
MTQ,MARTINIQUE,363.711,363.015,362.38,361.687,360.777,359.534,357.932,356.01,353.8,351.36,348.745,345.926,342.923,339.903,337.083,334.606,332.574,330.914,329.368,327.574,325.279,322.426,319.135,315.556,311.924,308.426,305.057,301.824,298.956,296.733,295.335,294.858,295.184,296.007,296.889,297.496,297.707,297.547,297.009,296.132,294.934,293.397,291.453,289.022,286.003,282.331,278.013,273.102,267.662,261.781,255.558,249.089,242.475,235.827,229.267,222.939,217.012,211.674,207.14,203.646,201.453
MUS,MAURITIUS,603.264,601.393,599.675,598.027,596.332,594.486,592.477,590.275,587.731,584.666,580.952,576.582,571.603,566.03,559.898,553.273,546.095,538.466,530.822,523.73,517.581,512.543,508.461,504.988,501.607,497.923,493.874,489.522,484.75,479.445,473.547,466.954,459.716,452.12,444.572,437.357,430.566,424.104,417.842,411.569,405.121,398.502,391.735,384.695,377.233,369.257,360.716,351.673,342.307,332.865,323.541,314.425,305.527,296.805,288.21,279.728,271.384,263.259,255.485,248.25,241.791
MWI,MALAWI,126.715,122.998,119.326,115.744,112.315,109.084,106.083,103.294,100.662,98.099,95.553,92.947,90.309,87.812,85.694,84.096,83.148,82.717,82.369,81.509,79.733,76.849,73.049,68.786,64.716,61.312,58.728,56.811,55.36,54.049,52.639,51.087,49.476,47.839,46.241,44.728,43.296,41.923,40.615,39.382,38.231,37.164,36.177,35.257,34.383,33.54,32.724,31.935,31.175,30.446,29.752,29.091,28.462,27.86,27.281,26.725,26.189,25.676,25.188,24.732,24.313
MYS,MALAYSIA,85.724,84.252,82.773,81.292,79.816,78.35,76.9,75.461,74.016,72.536,71.005,69.414,67.774,66.109,64.454,62.833,61.26,59.729,58.224,56.723,55.211,53.683,52.152,50.64,49.18,47.793,46.486,45.254,44.092,42.99,41.94,40.942,39.993,39.084,38.198,37.326,36.459,35.598,34.744,33.901,33.072,32.258,31.457,30.656,29.844,29.013,28.157,27.283,26.408,25.555,24.742,23.974,23.25,22.564,21.906,21.271,20.656,20.065,19.503,18.984,18.523
MYT,MAYOTTE,546.398,530.428,514.409,498.511,482.955,467.896,453.382,439.329,425.58,411.896,398.096,384.203,370.238,356.035,341.385,326.184,310.329,293.979,277.599,261.837,247.163,233.765,221.545,210.324,199.791,189.725,180.061,170.888,162.305,154.455,147.422,141.243,135.81,130.909,126.251,121.615,116.901,112.144,107.449,102.976,98.837,95.061,91.578,88.267,84.987,81.618,78.123,74.543,70.957,67.487,64.222,61.193,58.374,55.73,53.203,50.759,48.39,46.112,43.979,42.067,40.484
NAM,NAMIBIA,2.643,2.6,2.561,2.524,2.491,2.459,2.43,2.404,2.376,2.343,2.303,2.253,2.195,2.133,2.069,2.007,1.948,1.892,1.836,1.779,1.717,1.651,1.582,1.513,1.449,1.394,1.349,1.312,1.282,1.255,1.229,1.203,1.177,1.152,1.126,1.099,1.069,1.038,1.007,0.976,0.947,0.92,0.895,0.872,0.85,0.828,0.807,0.787,0.768,0.749,0.731,0.714,0.697,0.682,0.667,0.652,0.638,0.625,0.612,0.6,0.589
NCL,NEW CALEDONIA,13.264,13.078,12.89,12.699,12.507,12.313,12.118,11.921,11.721,11.517,11.306,11.09,10.869,10.645,10.417,10.187,9.954,9.721,9.492,9.275,9.073,8.89,8.723,8.569,8.425,8.287,8.152,8.021,7.892,7.765,7.637,7.513,7.388,7.252,7.093,6.903,6.674,6.415,6.142,5.883,5.654,5.464,5.307,5.172,5.043,4.91,4.769,4.625,4.48,4.338,4.202,4.074,3.954,3.842,3.739,3.647,3.569,3.508,3.469,3.461,3.49
NER,NIGER,12.544,12.078,11.632,11.205,10.797,10.406,10.031,9.672,9.327,8.995,8.674,8.363,8.063,7.774,7.498,7.235,6.986,6.75,6.527,6.317,6.12,5.935,5.762,5.598,5.443,5.292,5.146,5.005,4.868,4.735,4.605,4.478,4.354,4.233,4.116,4.002,3.892,3.785,3.682,3.581,3.483,3.387,3.294,3.203,3.114,3.028,2.944,2.862,2.783,2.707,2.634,2.565,2.498,2.435,2.373,2.313,2.254,2.195,2.137,2.078,2.02
NGA,NIGERIA,172.887,168.204,163.686,159.334,155.142,151.105,147.222,143.489,139.889,136.403,133.017,129.721,126.512,123.385,120.34,117.372,114.48,111.657,108.893,106.18,103.508,100.869,98.265,95.709,93.225,90.825,88.524,86.309,84.144,81.979,79.78,77.529,75.249,72.99,70.826,68.811,66.962,65.26,63.684,62.195,60.764,59.386,58.067,56.798,55.573,54.384,53.227,52.1,51.006,49.952,48.943,47.979,47.058,46.176,45.33,44.516,43.734,42.985,42.272,41.603,40.984
NIC,NICARAGUA,44.786,44.179,43.6,43.043,42.499,41.963,41.433,40.907,40.374,39.821,39.238,38.624,37.979,37.302,36.589,35.842,35.055,34.234,33.402,32.593,31.829,31.12,30.459,29.826,29.192,28.536,27.854,27.153,26.439,25.72,25.004,24.292,23.583,22.882,22.194,21.523,20.871,20.239,19.626,19.033,18.459,17.904,17.369,16.852,16.352,15.869,15.402,14.951,14.512,14.079,13.651,13.225,12.803,12.39,11.987,11.6,11.229,10.879,10.551,10.245,9.961
NIU,NIUE,5.646,5.812,5.981,6.154,6.319,6.485,6.646,6.8,6.958,7.123,7.308,7.508,7.731,7.958,8.162,8.335,8.473,8.585,8.688,8.812,8.969,9.173,9.412,9.696,10.038,10.442,10.919,11.462,12.035,12.585,13.085,13.496,13.838,14.185,14.642,15.277,16.119,17.131,18.181,19.085,19.731,20.069,20.146,20.023,19.815,19.596,19.388,19.173,18.962,18.762,18.573,18.408,18.269,18.162,18.085,18.042,18.027,18.027,18.027,18.008,17.95
NLD,NETHERLANDS,400.097,398.798,397.423,395.946,394.332,392.56,390.613,388.507,386.302,384.083,381.908,379.81,377.771,375.731,373.598,371.316,368.863,366.278,363.636,361.038,358.561,356.22,353.994,351.888,349.894,348.001,346.214,344.516,342.839,341.095,339.217,337.18,334.985,332.63,330.121,327.466,324.657,321.692,318.585,315.357,312.026,308.604,305.096,301.507,297.84,294.102,290.298,286.446,282.581,278.741,274.959,271.253,267.628,264.08,260.605,257.199,253.866,250.609,247.443,244.383,241.453
NOR,NORWAY,12.699,12.555,12.405,12.258,12.122,12.007,11.913,11.839,11.779,11.722,11.662,11.597,11.528,11.458,11.387,11.32,11.254,11.189,11.127,11.067,11.01,10.955,10.904,10.856,10.812,10.771,10.733,10.698,10.665,10.633,10.6,10.566,10.532,10.494,10.451,10.402,10.345,10.281,10.211,10.138,10.063,9.985,9.906,9.826,9.747,9.669,9.594,9.52,9.448,9.375,9.3,9.224,9.145,9.066,8.985,8.904,8.822,8.74,8.656,8.569,8.478
NPL,NEPAL,182.401,180.356,178.348,176.314,174.167,171.843,169.328,166.635,163.763,160.721,157.522,154.165,150.668,147.079,143.465,139.876,136.332,132.84,129.438,126.167,123.054,120.121,117.363,114.741,112.197,109.688,107.202,104.75,102.343,100.001,97.736,95.549,93.433,91.382,89.39,87.45,85.563,83.728,81.946,80.216,78.539,76.913,75.337,73.817,72.356,70.96,69.627,68.356,67.14,65.974,64.852,63.769,62.723,61.712,60.735,59.788,58.866,57.965,57.078,56.195,55.307
NRU,NAURU,477.381,477.952,478.952,480.143,481.143,481.667,481.524,480.762,479.619,478.714,478.19,478.286,478.762,478.857,477.762,474.762,469.667,462.81,454.476,445.429,436.048,426.476,416.762,407.143,397.905,389.238,381.286,374.048,367.571,361.762,356.571,352.048,348.143,344.524,340.762,336.667,332.0,326.762,321.095,315.19,309.19,303.238,297.19,290.571,282.667,273.238,261.905,249.095,235.571,222.619,211.095,201.286,192.952,185.762,179.048,172.429,165.667,158.81,151.952,145.667,140.619
NZL,NEW ZEALAND,16.146,15.979,15.814,15.646,15.469,15.281,15.078,14.862,14.645,14.441,14.261,14.11,13.985,13.869,13.741,13.584,13.394,13.176,12.949,12.738,12.56,12.423,12.319,12.238,12.164,12.082,11.99,11.889,11.788,11.701,11.633,11.591,11.568,11.543,11.492,11.396,11.247,11.053,10.833,10.616,10.422,10.26,10.122,9.996,9.864,9.714,9.543,9.355,9.157,8.959,8.768,8.586,8.411,8.24,8.069,7.896,7.719,7.541,7.365,7.2,7.053
OMN,OMAN,9.056,8.605,8.38,8.303,8.255,8.15,7.961,7.719,7.459,7.234,7.084,7.019,7.015,7.036,7.031,6.962,6.815,6.604,6.351,6.091,5.848,5.632,5.432,5.241,5.047,4.841,4.623,4.396,4.168,3.943,3.73,3.528,3.337,3.159,2.997,2.85,2.72,2.607,2.508,2.42,2.339,2.264,2.196,2.133,2.074,2.019,1.967,1.918,1.87,1.825,1.783,1.743,1.705,1.669,1.635,1.602,1.571,1.543,1.516,1.494,1.475
