Country code,Country name,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
CHL,CHILE,1.6,1.6,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,CHINA,,,,,8.9,11.8,,,,10.7,,,20.8,,17.1,,19.3,,,30.3,,,37.1,,33.3,,,,,,,,,,,,,,,,,,,,
CIV,COTE D'IVOIRE,,,26.4,,,,,37.8,36.6,,,,,,,31.3,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,
CMR,CAMEROON,,,,30.1,,,,,33.7,,33.9,,,,,,33.2,,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,
COD,"CONGO, THE DRC",40.2,,,,39.7,,,43.3,,,,,,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,CONGO,,,24.1,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,COLOMBIA,,,,,11.6,,,,,14.7,,,,,17.1,,,,,17.2,,,,,,,,,22.7,,,,,,,,,,,,,,,,
COM,COMOROS,,,30.2,,,,,,,,,,,,47.3,,,,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,COSTA RICA,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,CZECH REPUBLIC,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,GERMANY,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,DJIBOUTI,,,33.3,,,,,,31.0,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,DOMINICAN REPUBLIC,,6.1,,,,,,8.9,,,,,10.1,,6.5,,,,11.3,,,,,18.2,,,,,17.7,,,,,,,,,,,,,,,,
DZA,ALGERIA,,,,,,,,,,15.0,,,21.5,,22.2,,,,,22.0,,,22.7,,,,,,,,,,,,,,,,,,,,,,
ECU,ECUADOR,,24.6,,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,EGYPT,,,,,,,28.4,,,22.2,,18.0,,,22.6,,,,33.4,,,30.7,,34.1,,,36.1,,,,,,,,,,,,,,,,,,
ERI,ERITREA,,,,,49.6,,,,,,,,41.8,,,,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,ETHIOPIA,39.7,,,42.2,,,,,,49.6,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,FIJI,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,GABON,,,15.1,,,,,,,,,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,GEORGIA,,,,,,10.2,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,GHANA,,,,20.3,,,26.7,,26.2,,,32.7,,,,28.3,,,,,29.7,,,,,,32.9,,,,,,,,,,,,,,,,,,
GIN,GUINEA,,,30.0,,,,38.5,,,36.7,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMB,GAMBIA,,,,,21.3,,,,26.6,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,GUINEA-BISSAU,,,,,29.9,,26.1,,47.0,,,,,,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNQ,EQUATORIAL GUINEA,,,,,22.2,,,,,,33.8,,,,39.2,,,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,GUATEMALA,,,,,,47.3,,,,,,,54.1,,,51.5,,,,54.0,,,,,,,,60.1,,,,,,,,,,,,,,,,,
GUY,GUYANA,,,,,,18.6,,17.4,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,HONDURAS,,,20.9,,,,,,28.3,,,,,32.6,,,,,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,
HTI,HAITI,,,20.3,,,,,,26.5,,,,,,25.7,,,,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,HUNGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,
IDN,INDONESIA,,35.5,,,37.6,,,38.8,,,27.4,,,40.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,INDIA,,,,,,,,,48.0,,,,,,,50.9,,,,,,55.7,,,,,,,,,,,,,,,,,,,,,,,
IRQ,IRAQ,,,,21.7,,,,,26.2,,,,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,JAMAICA,,,5.8,,3.7,,3.5,4.1,5.2,,3.5,,6.0,3.8,3.3,5.0,7.0,6.6,8.3,6.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,
JOR,JORDAN,,,6.2,,,8.7,,,,,,,12.1,,,,,10.4,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,
JPN,JAPAN,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,KAZAKHSTAN,,,,13.0,,,,,16.9,,,,,,,13.5,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,KENYA,,,,,,33.1,,,,,,32.1,,,37.4,,32.7,,,,,36.7,,,,,,,,,,,,,,,,,,,,,,,
KGZ,KYRGYZSTAN,,,15.5,,,22.1,,,17.5,,,,,,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,CAMBODIA,,,,39.4,,,38.1,,41.0,,,,,,48.9,,,,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"KOREA, REPUBLIC OF",,,,2.7,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,KUWAIT,4.5,4.6,4.4,3.7,3.6,3.4,5.0,4.3,4.9,3.8,4.2,3.2,2.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,LAOS ,,,42.1,,,,,,46.8,,,,,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,LEBANON,,,,,,,,,,,17.0,,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,LIBERIA,,29.0,,,,,,36.7,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,LIBYA,,,,,,,,19.6,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,SRI LANKA,,,14.6,,,18.7,,16.5,,,,,,,19.9,,,,,,,,,,,,,30.5,,,,,,,,,,,,,,,,,
LSO,LESOTHO,,,,,35.0,,,,,42.4,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,MOROCCO,,,,14.0,,,,,,,21.9,,,,,,,27.0,,,,,28.5,,,,,34.0,,,,,,,,,,,,,,,,,
MDA,"MOLDOVA, REPUBLIC OF",,,7.0,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,MADAGASCAR,,,,,,46.7,,,,,51.5,,,,,,,51.5,,,,,57.5,,,,,,,,,,,,,,,,,,,,,,
MDV,MALDIVES,,,,,,19.0,,,,,,,,31.0,,,41.0,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,
MEX,MEXICO,,,12.1,,,,,,15.0,,,,,,,20.3,,,,,,,,,,38.2,,,,,,,,,,,,,,,,,,,
MKD,MACEDONIA,,,,4.3,,,,,,9.2,0.9,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,MALI,,,,,,,,,36.2,,,,,41.5,,,,,33.6,,,,,,,,,30.7,,,,,,,,,,,,,,,,,
MMR,MYANMAR (Burma) ,,,,,33.4,,,,,,,39.7,,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,MONTENEGRO,,8.4,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,MONGOLIA,,,,,14.7,,,,,25.6,19.3,,,,28.1,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,MOZAMBIQUE,,,,41.0,,,40.7,,,,,44.6,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,MAURITANIA,,,19.5,28.3,,,20.0,27.3,,,,,,38.8,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,
MWI,MALAWI,,,,,44.1,45.6,,,51.1,49.9,,,,,52.7,,,,,,,,53.5,,,,,,,,,,,,,,,,,,,,,,
MYS,MALAYSIA,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,NAMIBIA,,20.7,,,,,,27.1,,,,,,,28.6,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,
NER,NIGER,,,41.1,,,,,,52.6,,,,,,51.9,,44.4,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,
NGA,NIGERIA,30.8,34.8,,35.0,,,38.8,41.2,,,,40.0,,,,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,
NIC,NICARAGUA,,,,,,,,21.9,,16.2,,,,23.8,,,27.1,,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,
NLD,NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,
NPL,NEPAL,,,,39.5,,,,,49.6,,,,,57.1,,,59.5,,56.4,,,,,,,,,,,,,,,,,,,,,75.1,,,,,
OMN,OMAN,,,,,,8.5,,,,,,,,,,11.5,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,PAKISTAN,,41.7,,42.0,,,,,,,,,,40.8,,,,,,,42.1,,,52.1,,,,,,,,,,,,,,,,,,,,,
PAN,PANAMA,,,,,,,18.9,,,,,,,,,,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,PERU,,,17.9,19.0,21.5,23.0,25.9,,,26.3,,,,,30.1,,,,30.3,,,,35.5,,,,,,,,,,,,,,,,,,,,,,
PHL,PHILIPPINES,,,,32.2,,,31.1,,,,,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,PAPUA NEW GUINEA,,,,47.9,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,45.9,,,,,,,,,,,,,
PRK,"KOREA, D.P.R.O.",,,25.8,,,32.4,,,,,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,,,,,,,,,,,,,,,
PSE,STATE OF PALESTINE,,,,,10.0,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,ROMANIA,,,,,,,,,,,,,11.1,11.7,10.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,RWANDA,,,,41.1,,,,,,50.3,,,,,45.9,,,,,,,,54.2,,,,,,,,,,,,,,,,,,,,,,
SAU,SAUDI ARABIA,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,SUDAN,,,,,,,,,35.8,,,,,,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,SENEGAL,17.8,17.4,13.5,30.6,,,,,,18.8,,,,,26.7,,,,,,,31.4,,,,,,,24.8,,,,,,,,,,,,,,,,
SGP,SINGAPORE,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,
SLB,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,32.8
SLE,SIERRA LEONE,,36.8,,,29.1,,35.4,,,44.9,,,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,EL SALVADOR,,,,,,,19.8,,,,,23.5,,,,,31.1,,,,,28.7,,,,,33.8,,,,,,,,,,,,,,,,,,
SOM,SOMALIA,,,,,,22.7,,,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,SERBIA,,,,,7.2,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,SOUTH SUDAN,,,,,28.9,,,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,SAO TOME AND PRINCIPE,,,,,,32.0,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,SURINAME,,,,,7.7,,,,9.8,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,SWAZILAND,,,,,28.1,,,26.1,,,,,,,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,SYRIAN ARAB REPUBLIC,,,,,,26.5,,,27.0,,,,,29.3,,,,,,,,31.2,,,,,,,,,,,,,,,,,,,,,,,
TCD,CHAD,,,,,37.1,,,,,,44.3,,,,37.3,,,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,TOGO,,,,,27.8,,25.2,,24.9,,,,,,,,25.6,,,,,,,,,,32.8,,,,,,,,,,,,,,,,,,
THA,THAILAND,,,16.3,,,,,,15.0,,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,
TJK,TAJIKISTAN,,,26.8,,,26.7,,37.2,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,EAST TIMOR,,,,,55.6,,51.5,,,,,,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,TRINIDAD AND TOBAGO,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,
TUN,TUNISIA,,,8.8,,,,,,8.0,,,,,,,,,,,30.9,,,,,,,19.7,,,,,,,,,,,,,44.2,,,,,
TUR,TURKEY,8.0,,,,,,,,,,16.6,,,,,,18.8,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,
TZA,"TANZANIA, UNITED REPUBLIC OF",,,,34.2,39.2,40.7,,,,41.8,,,,,,45.5,,,46.7,,,,47.0,,,,,,,,,,,,,,,,,,,,,,
UGA,UGANDA,,,,30.1,,,,,36.1,,,,,42.1,,,,,,41.6,,,,,,43.8,,,,,,,,,,,,,,,,,,,
UKR,UKRAINE,,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,URUGUAY,,,,10.3,,,,10.2,,,11.7,14.9,13.5,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,UNITED STATES,,,1.2,,2.2,,,,2.4,,3.2,,2.4,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,
UZB,UZBEKISTAN,,,,,,,,,19.7,,,,24.3,,,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,VIET NAM,,,,23.2,,,29.0,30.4,30.5,31.5,32.0,33.7,36.2,,39.5,42.0,,,,,,61.5,,,,,,,,,,,,,,,,,,,,,,,
VUT,VANUATU,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,YEMEN,,,,46.2,,,,,,,,56.9,,,,,,58.3,,,,,57.1,,,,,,,,,,,,,,,,,,,,,,
ZAF,SOUTH AFRICA,,,,,,,,,,30.5,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,ZAMBIA,,,,,,,,42.9,,,,,50.9,,,55.7,,47.2,,,,,43.3,,,,,,,,,,,,,,,,,,,,,,
ZWE,ZIMBABWE,24.1,,,28.7,,32.3,,,33.1,,,,,,,31.7,,,,,26.4,,,,,,28.8,,,,,,,,,,,,,,,,,,
