Country code,Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900
AUT,AUSTRIA,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,AZERBAIJAN,,6949.0,,0.0,0.0,,0.0,,0.0,,1500.0,0.0,,0.0,8400.0,0.0,0.0,,156000.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,BURUNDI,,,0.0,1500.0,0.0,0.0,23000.0,9305.0,5000.0,25620.0,0.0,0.0,0.0,500.0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,BELGIUM,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,
BEN,BENIN,0.0,0.0,0.0,150000.0,0.0,996.0,884.0,0.0,0.0,,0.0,0.0,0.0,0.0,10469.0,20000.0,0.0,826.0,8000.0,20000.0,,,0.0,,0.0,16000.0,0.0,,130000.0,0.0,,80000.0,,0.0,,3000.0,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,BURKINA FASO,,21000.0,0.0,0.0,0.0,4292.0,28000.0,10000.0,0.0,0.0,12120.0,,0.0,,760.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,10000.0,0.0,0.0,572.0,0.0,0.0,,0.0,0.0,0.0,,900.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
BGD,BANGLADESH,0.0,55000.0,0.0,0.0,0.0,35638.0,225.0,9900.0,21500.0,17000.0,0.0,21000.0,0.0,85500.0,139000.0,0.0,1100000.0,0.0,482000.0,275000.0,180000.0,85000.0,500000.0,4000.0,0.0,2000000.0,0.0,420000.0,510000.0,0.0,100000.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,,2000000.0,10000.0,0.0,0.0,0.0,23943.0,878724.0,0.0,300000.0,5000000.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,,,25000.0,0.0,,,0.0,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,,
BGR,BULGARIA,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,150.0,850.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,3000.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
BHR,BAHRAIN,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,BAHAMAS,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,,,1700.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,BOSNIA AND HERZEGOWINA,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,90.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,BELARUS,0.0,0.0,,,,,0.0,,0.0,,0.0,,,0.0,0.0,,300.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
BLZ,BELIZE,,,,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMU,BERMUDA,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,BOLIVIA,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,0.0,0.0,0.0,3400.0,6900.0,0.0,0.0,,0.0,0.0,40500.0,0.0,0.0,0.0,0.0,0.0,50000.0,475.0,0.0,0.0,0.0,,0.0,,15000.0,20000.0,0.0,,0.0,,,,,0.0,6000.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,BRAZIL,0.0,0.0,30000.0,13000.0,2950.0,3035.0,0.0,0.0,10340.0,2200.0,187410.0,3000.0,12500.0,213000.0,0.0,10500.0,62000.0,7000.0,35800.0,2000.0,0.0,1500.0,600.0,0.0,333944.0,20000.0,0.0,14500.0,4000.0,31500.0,8000.0,0.0,0.0,0.0,0.0,0.0,50000.0,,80000.0,0.0,0.0,0.0,0.0,0.0,17384.0,0.0,15400.0,29000.0,40000.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,BARBADOS,,,,0.0,,,0.0,,,880.0,,2000.0,,,,,,,0.0,,,,,0.0,,,230.0,,,100.0,,,,5000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,BRUNEI DARUSSALAM,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,BHUTAN,,,0.0,,0.0,,,,,0.0,,,,1000.0,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,BOTSWANA,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,32000.0,,,,,2000.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAF,CENTRAL AFRICAN REPUBLIC,0.0,3870.0,0.0,0.0,14835.0,795.0,1812.0,0.0,23798.0,12698.0,240.0,750.0,3000.0,0.0,25919.0,9200.0,,1500.0,1957.0,,,0.0,,,,,,0.0,,,0.0,,900.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,CANADA,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,30.0,700.0,200.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,0.0,1500.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,2000.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,200.0,,0.0,,,,,0.0,,,0.0,0.0,,,,,11000.0,,,,0.0,6000.0,8000.0,0.0,0.0,0.0,2500.0,200.0,0.0,,0.0,0.0,,0.0,,0.0,,,
CHE,SWITZERLAND,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,CHILE,0.0,0.0,1082.0,800000.0,0.0,23000.0,0.0,0.0,548.0,0.0,285.0,0.0,714.0,10401.0,1000.0,,24000.0,,575.0,0.0,1225.0,38000.0,18871.0,0.0,0.0,0.0,86000.0,0.0,500000.0,119994.0,0.0,0.0,,,0.0,0.0,16800.0,,,0.0,,,0.0,,,0.0,,0.0,25000.0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
CHN,CHINA,10540.0,48618.0,308425.0,356625.0,158450.0,414235.0,69855.0,631160.0,281085.0,684124.0,1805886.0,2348.0,854215.0,410124.0,2449985.0,2.84476E7,927294.0,6273870.0,1337196.0,6310000.0,185360.0,507400.0,4214100.0,517891.0,145115.0,437000.0,432400.0,810290.0,18000.0,0.0,16500.0,210000.0,200000.0,100.0,0.0,0.0,,0.0,0.0,0.0,,,,7880.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,3600000.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
CIV,COTE D'IVOIRE,,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,CAMEROON,,31980.0,0.0,4750.0,0.0,1000.0,10279.0,0.0,0.0,0.0,100.0,,1500.0,0.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD,"CONGO, THE DRC",0.0,1010.0,2000.0,5730.0,125.0,500.0,0.0,3600.0,5386.0,0.0,21481.0,110000.0,0.0,0.0,13000.0,0.0,9506.0,0.0,0.0,50.0,,250.0,0.0,12000.0,0.0,,0.0,,,,0.0,,,,,0.0,60000.0,0.0,,,,,,,,168.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,CONGO,,7500.0,0.0,0.0,,0.0,5000.0,5000.0,3500.0,0.0,0.0,48000.0,0.0,0.0,2000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,168.0,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COK,COOK ISLANDS,,,,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,COLOMBIA,0.0,8000.0,66.0,0.0,593.0,1700.0,2000.0,0.0,0.0,500.0,60.0,2000.0,7500.0,39000.0,506920.0,0.0,0.0,310.0,89250.0,33197.0,375.0,1500.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,2000.0,,100.0,0.0,,0.0,0.0,0.0,0.0,105000.0,0.0,63.0,0.0,3000.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,,,,40000.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
COM,COMOROS,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,300.0,0.0,,,0.0,0.0,,0.0,,,,,200.0,,0.0,,50000.0,,0.0,,0.0,,0.0,,,,5000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
CPV,CAPE VERDE,,,,,0.0,,0.0,,,0.0,,0.0,,,0.0,0.0,,,5000.0,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
CRI,COSTA RICA,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,0.0,0.0,0.0,0.0,4621.0,1700.0,,0.0,4800.0,556.0,3450.0,0.0,23900.0,14000.0,,2500.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,84.0,,,0.0,0.0,3280.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
CUB,CUBA,,75141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41500.0,0.0,0.0,0.0,0.0,26923.0,0.0,0.0,66681.0,0.0,42820.0,32000.0,0.0,0.0,6000.0,0.0,1500.0,0.0,0.0,22000.0,,0.0,75000.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,0.0,,18000.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CYM,CAYMAN ISLANDS,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,CYPRUS,,,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,150.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,CZECH REPUBLIC,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,11973.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,GERMANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,,
DJI,DJIBOUTI,,,,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,6000.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,DOMINICA,,,96.0,,,,0.0,,,0.0,,,0.0,,315.0,0.0,,,5000.0,,,,,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,DENMARK,,,,0.0,,,0.0,,0.0,60.0,,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
DOM,DOMINICAN REPUBLIC,,11500.0,0.0,0.0,0.0,0.0,0.0,,0.0,2092.0,0.0,0.0,0.0,,0.0,120000.0,,1000.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,350000.0,0.0,,,,,,,,,,0.0,,5500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,ALGERIA,,0.0,0.0,0.0,2500.0,0.0,0.0,150.0,1750.0,0.0,200000.0,0.0,0.0,100.0,15700.0,,3000.0,0.0,0.0,30000.0,650.0,2250.0,0.0,0.0,0.0,200.0,0.0,,15000.0,1470.0,,0.0,0.0,443000.0,0.0,,,,,0.0,61000.0,,,,0.0,,0.0,15900.0,12000.0,0.0,0.0,,,1250.0,0.0,,,,,129250.0,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
ECU,ECUADOR,0.0,0.0,0.0,500.0,0.0,14122.0,0.0,0.0,,,0.0,3027.0,0.0,180.0,2200.0,1650.0,2009.0,15525.0,600.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,150000.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,25000.0,0.0,,30000.0,,0.0,27992.0,0.0,,400.0,492.0,0.0,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,
EGY,EGYPT,0.0,0.0,0.0,0.0,0.0,625.0,2000.0,0.0,0.0,0.0,0.0,750.0,335.0,0.0,0.0,0.0,0.0,0.0,3000.0,50000.0,0.0,25020.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ERI,ERITREA,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,15659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,SPAIN,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
EST,ESTONIA,,0.0,0.0,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,ETHIOPIA,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,125100.0,0.0,0.0,25000.0,2500.0,19.0,4800.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,20000.0,,0.0,,0.0,0.0,,0.0,0.0,20000.0,,,0.0,,,0.0,420.0,6000.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,
FIN,FINLAND,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
