Country code,Country name,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
AZE,AZERBAIJAN,28.606,,,,,27.132,,,,,25.63,,,,,24.17,,,,,23.224,,,,,22.844,,,,,21.086,,,,,19.084,,,,,18.12,,,,,19.377,,,,,22.512,,,,,23.16,,,,,22.83
BDI,BURUNDI,17.69,,,,,16.85,,,,,15.434,,,,,15.301,,,,,16.181,,,,,17.128,,,,,17.594,,,,,17.132,,,,,17.189,,,,,17.701,,,,,18.377,,,,,18.928,,,,,19.499
BEL,BELGIUM,41.101,,,,,40.361,,,,,39.065,,,,,37.631,,,,,36.455,,,,,35.318,,,,,34.195,,,,,34.178,,,,,34.502,,,,,34.745,,,,,34.98,,,,,34.483,,,,,35.526
BEN,BENIN,18.071,,,,,17.585,,,,,17.179,,,,,17.222,,,,,16.931,,,,,17.124,,,,,17.486,,,,,18.075,,,,,18.924,,,,,19.991,,,,,20.918,,,,,22.279,,,,,24.174
BFA,BURKINA FASO,16.839,,,,,16.6,,,,,16.445,,,,,16.306,,,,,16.292,,,,,16.575,,,,,17.101,,,,,17.754,,,,,18.268,,,,,18.786,,,,,19.143,,,,,19.356,,,,,19.516
BGD,BANGLADESH,23.992,,,,,22.428,,,,,20.98,,,,,19.643,,,,,18.697,,,,,17.941,,,,,17.593,,,,,17.805,,,,,17.664,,,,,18.053,,,,,18.598,,,,,19.008,,,,,19.331
BGR,BULGARIA,42.442,,,,,41.123,,,,,39.686,,,,,38.256,,,,,36.569,,,,,35.315,,,,,34.231,,,,,33.736,,,,,33.186,,,,,32.007,,,,,30.419,,,,,28.81,,,,,27.301
BHR,BAHRAIN,29.999,,,,,26.978,,,,,26.466,,,,,26.411,,,,,25.371,,,,,25.15,,,,,22.264,,,,,19.336,,,,,17.536,,,,,16.759,,,,,19.63,,,,,19.213,,,,,18.892
BHS,BAHAMAS,30.923,,,,,29.07,,,,,27.017,,,,,24.988,,,,,23.578,,,,,21.848,,,,,20.214,,,,,19.695,,,,,19.086,,,,,18.671,,,,,19.263,,,,,20.07,,,,,20.722
BIH,BOSNIA AND HERZEGOWINA,38.64,,,,,37.258,,,,,35.692,,,,,33.132,,,,,29.872,,,,,27.835,,,,,25.785,,,,,23.755,,,,,22.626,,,,,20.65,,,,,21.036,,,,,20.537,,,,,20.039
BLR,BELARUS,38.917,,,,,37.974,,,,,36.419,,,,,34.574,,,,,33.011,,,,,31.936,,,,,31.275,,,,,30.469,,,,,30.094,,,,,28.809,,,,,28.197,,,,,27.729,,,,,27.218
BLZ,BELIZE,22.042,,,,,20.559,,,,,19.308,,,,,18.432,,,,,17.922,,,,,17.219,,,,,16.384,,,,,15.973,,,,,16.333,,,,,16.537,,,,,17.792,,,,,18.616,,,,,20.79
BOL,BOLIVIA,21.669,,,,,20.656,,,,,19.961,,,,,19.504,,,,,19.168,,,,,18.852,,,,,18.544,,,,,18.307,,,,,18.376,,,,,18.445,,,,,18.691,,,,,18.992,,,,,19.212
BRA,BRAZIL,29.022,,,,,26.988,,,,,25.314,,,,,23.95,,,,,22.537,,,,,21.328,,,,,20.335,,,,,19.425,,,,,18.596,,,,,18.171,,,,,18.562,,,,,18.91,,,,,19.214
BRB,BARBADOS,36.222,,,,,34.844,,,,,33.522,,,,,30.69,,,,,28.368,,,,,26.342,,,,,24.487,,,,,23.707,,,,,21.195,,,,,20.657,,,,,22.351,,,,,24.233,,,,,24.558
BRN,BRUNEI DARUSSALAM,29.472,,,,,27.555,,,,,25.646,,,,,24.158,,,,,23.357,,,,,21.446,,,,,20.358,,,,,19.758,,,,,18.404,,,,,17.643,,,,,19.422,,,,,21.154,,,,,22.368
BTN,BHUTAN,24.357,,,,,21.863,,,,,19.074,,,,,17.829,,,,,18.141,,,,,18.313,,,,,18.909,,,,,19.151,,,,,19.148,,,,,19.124,,,,,19.139,,,,,18.985,,,,,17.994
BWA,BOTSWANA,21.986,,,,,21.063,,,,,19.832,,,,,18.589,,,,,17.409,,,,,16.734,,,,,16.614,,,,,16.282,,,,,15.912,,,,,15.863,,,,,17.245,,,,,18.564,,,,,19.175
CAF,CENTRAL AFRICAN REPUBLIC,19.329,,,,,18.685,,,,,18.532,,,,,18.428,,,,,18.308,,,,,18.825,,,,,18.91,,,,,19.292,,,,,20.046,,,,,20.807,,,,,21.437,,,,,22.073,,,,,22.525
CAN,CANADA,39.685,,,,,38.573,,,,,36.786,,,,,34.758,,,,,32.903,,,,,31.028,,,,,29.177,,,,,27.453,,,,,26.06,,,,,25.521,,,,,26.46,,,,,27.319,,,,,27.709
CHE,SWITZERLAND,41.569,,,,,40.061,,,,,38.566,,,,,37.222,,,,,36.869,,,,,35.994,,,,,34.635,,,,,32.877,,,,,31.787,,,,,31.524,,,,,32.662,,,,,32.907,,,,,33.174
CHL,CHILE,32.109,,,,,30.542,,,,,28.734,,,,,27.064,,,,,25.636,,,,,24.089,,,,,22.562,,,,,21.0,,,,,20.179,,,,,19.986,,,,,20.614,,,,,21.722,,,,,22.196
CHN,CHINA,34.557,,,,,32.224,,,,,29.554,,,,,26.944,,,,,24.765,,,,,23.569,,,,,22.065,,,,,20.462,,,,,19.387,,,,,19.752,,,,,21.28,,,,,22.015,,,,,23.715
CIV,COTE D'IVOIRE,18.848,,,,,18.661,,,,,18.71,,,,,18.328,,,,,17.74,,,,,17.494,,,,,17.494,,,,,17.889,,,,,18.459,,,,,19.049,,,,,19.229,,,,,19.019,,,,,18.294
CMR,CAMEROON,17.985,,,,,17.529,,,,,17.14,,,,,16.829,,,,,16.825,,,,,17.144,,,,,17.718,,,,,18.386,,,,,19.103,,,,,19.69,,,,,20.08,,,,,20.223,,,,,20.259
COD,"CONGO, THE DRC",17.092,,,,,16.793,,,,,16.72,,,,,16.838,,,,,17.193,,,,,17.447,,,,,17.653,,,,,17.823,,,,,18.054,,,,,18.178,,,,,18.164,,,,,18.114,,,,,18.112
COG,CONGO,18.892,,,,,18.771,,,,,18.76,,,,,18.379,,,,,17.941,,,,,17.638,,,,,17.571,,,,,17.926,,,,,18.319,,,,,18.916,,,,,19.468,,,,,19.809,,,,,19.976
COL,COLOMBIA,26.768,,,,,25.241,,,,,23.83,,,,,22.619,,,,,21.477,,,,,20.076,,,,,18.841,,,,,17.808,,,,,16.85,,,,,16.54,,,,,16.884,,,,,17.73,,,,,18.714
COM,COMOROS,19.06,,,,,19.035,,,,,18.593,,,,,17.99,,,,,17.321,,,,,17.053,,,,,17.324,,,,,17.397,,,,,17.493,,,,,18.261,,,,,19.463,,,,,20.472,,,,,21.165
CPV,CAPE VERDE,22.727,,,,,20.32,,,,,18.494,,,,,17.547,,,,,17.116,,,,,17.283,,,,,16.43,,,,,16.68,,,,,15.781,,,,,16.116,,,,,20.517,,,,,21.936,,,,,23.008
CRI,COSTA RICA,28.436,,,,,26.436,,,,,24.766,,,,,23.682,,,,,22.616,,,,,21.547,,,,,20.007,,,,,18.681,,,,,17.396,,,,,16.89,,,,,18.008,,,,,19.682,,,,,21.595
CUB,CUBA,38.416,,,,,35.504,,,,,32.786,,,,,30.128,,,,,27.684,,,,,25.498,,,,,23.929,,,,,22.268,,,,,21.874,,,,,22.303,,,,,22.898,,,,,22.382,,,,,22.345
CUW,CURAÇAO,39.98,,,,,38.024,,,,,35.483,,,,,31.885,,,,,28.559,,,,,25.755,,,,,23.26,,,,,20.659,,,,,19.673,,,,,19.599,,,,,19.914,,,,,21.389,,,,,22.573
CYP,CYPRUS,34.184,,,,,32.931,,,,,31.792,,,,,30.972,,,,,29.869,,,,,29.138,,,,,28.33,,,,,27.382,,,,,25.974,,,,,23.383,,,,,23.037,,,,,24.379,,,,,23.704
CZE,CZECH REPUBLIC,39.526,,,,,38.841,,,,,37.597,,,,,36.192,,,,,35.31,,,,,34.123,,,,,32.985,,,,,32.831,,,,,33.719,,,,,33.768,,,,,33.133,,,,,32.195,,,,,32.679
DEU,GERMANY,44.279,,,,,41.991,,,,,39.863,,,,,38.337,,,,,37.7,,,,,37.241,,,,,36.726,,,,,35.379,,,,,34.098,,,,,34.382,,,,,34.758,,,,,34.448,,,,,35.271
DJI,DJIBOUTI,22.0,,,,,20.287,,,,,19.131,,,,,17.959,,,,,17.397,,,,,17.309,,,,,16.519,,,,,16.601,,,,,17.45,,,,,17.958,,,,,17.998,,,,,17.512,,,,,16.529
DNK,DENMARK,40.587,,,,,39.549,,,,,38.425,,,,,37.714,,,,,37.155,,,,,36.022,,,,,34.282,,,,,33.033,,,,,32.536,,,,,32.785,,,,,33.027,,,,,32.404,,,,,31.674
DOM,DOMINICAN REPUBLIC,24.956,,,,,23.728,,,,,22.597,,,,,21.435,,,,,20.336,,,,,19.248,,,,,18.177,,,,,17.056,,,,,16.082,,,,,15.564,,,,,15.985,,,,,16.796,,,,,17.021
DZA,ALGERIA,26.005,,,,,23.998,,,,,21.589,,,,,19.272,,,,,17.778,,,,,16.994,,,,,16.746,,,,,16.592,,,,,16.381,,,,,16.351,,,,,17.58,,,,,18.416,,,,,19.422
ECU,ECUADOR,25.245,,,,,24.039,,,,,22.897,,,,,21.72,,,,,20.581,,,,,19.622,,,,,18.814,,,,,18.194,,,,,17.802,,,,,17.923,,,,,18.566,,,,,19.414,,,,,20.598
EGY,EGYPT,24.383,,,,,23.176,,,,,21.97,,,,,21.128,,,,,20.438,,,,,19.936,,,,,19.523,,,,,19.285,,,,,19.089,,,,,19.082,,,,,19.825,,,,,20.516,,,,,20.406
ERI,ERITREA,18.258,,,,,17.674,,,,,16.227,,,,,15.209,,,,,16.622,,,,,16.79,,,,,16.751,,,,,17.032,,,,,17.313,,,,,17.358,,,,,17.159,,,,,17.169,,,,,17.279
ESH,WESTERN SAHARA,27.182,,,,,24.989,,,,,22.984,,,,,21.416,,,,,21.193,,,,,21.417,,,,,21.224,,,,,16.746,,,,,20.182,,,,,21.064,,,,,20.832,,,,,20.051,,,,,18.665
ESP,SPAIN,40.163,,,,,38.772,,,,,37.624,,,,,35.634,,,,,33.669,,,,,31.941,,,,,30.74,,,,,30.08,,,,,30.181,,,,,30.237,,,,,29.379,,,,,28.722,,,,,27.54
EST,ESTONIA,40.465,,,,,39.327,,,,,37.932,,,,,36.414,,,,,34.403,,,,,34.023,,,,,33.939,,,,,34.291,,,,,33.785,,,,,33.007,,,,,32.198,,,,,30.211,,,,,29.927
ETH,ETHIOPIA,17.468,,,,,16.782,,,,,16.589,,,,,16.661,,,,,16.812,,,,,16.983,,,,,17.586,,,,,17.6,,,,,18.012,,,,,18.132,,,,,18.121,,,,,17.984,,,,,17.915
FIN,FINLAND,42.017,,,,,40.898,,,,,39.363,,,,,37.806,,,,,36.432,,,,,34.721,,,,,32.791,,,,,30.748,,,,,29.641,,,,,28.663,,,,,28.366,,,,,27.957,,,,,27.751
FJI,FIJI,26.447,,,,,25.293,,,,,22.103,,,,,21.589,,,,,20.873,,,,,20.297,,,,,19.511,,,,,18.92,,,,,17.699,,,,,16.411,,,,,15.797,,,,,16.002,,,,,16.583
FRA,FRANCE,40.027,,,,,38.839,,,,,37.579,,,,,36.191,,,,,34.777,,,,,33.558,,,,,32.466,,,,,31.679,,,,,32.497,,,,,32.801,,,,,33.037,,,,,32.957,,,,,34.511
FSM,"MICRONESIA, FEDERATED STATES OF",20.193,,,,,19.489,,,,,18.867,,,,,17.764,,,,,17.569,,,,,16.912,,,,,16.272,,,,,16.134,,,,,16.759,,,,,16.596,,,,,17.472,,,,,18.46,,,,,19.77
GAB,GABON,20.502,,,,,19.946,,,,,19.525,,,,,19.245,,,,,19.48,,,,,20.132,,,,,21.635,,,,,23.515,,,,,25.338,,,,,26.184,,,,,27.053,,,,,27.632,,,,,28.052
GBR,UNITED KINGDOM,39.779,,,,,38.741,,,,,37.646,,,,,36.513,,,,,35.769,,,,,35.343,,,,,34.364,,,,,33.932,,,,,34.184,,,,,35.024,,,,,35.488,,,,,35.092,,,,,34.886
GEO,GEORGIA,37.01,,,,,35.832,,,,,34.433,,,,,32.595,,,,,31.235,,,,,29.944,,,,,29.128,,,,,28.277,,,,,28.798,,,,,28.027,,,,,27.765,,,,,27.482,,,,,27.298
GHA,GHANA,20.15,,,,,19.51,,,,,18.928,,,,,18.366,,,,,17.833,,,,,17.358,,,,,17.021,,,,,16.944,,,,,17.259,,,,,17.603,,,,,17.675,,,,,17.624,,,,,17.357
GIN,GUINEA,18.34,,,,,18.006,,,,,17.884,,,,,17.928,,,,,18.19,,,,,18.684,,,,,19.141,,,,,19.324,,,,,19.233,,,,,19.581,,,,,20.084,,,,,20.822,,,,,21.86
GLP,GUADELOUPE,36.777,,,,,34.992,,,,,32.289,,,,,29.599,,,,,27.009,,,,,24.701,,,,,22.435,,,,,18.536,,,,,18.18,,,,,17.62,,,,,19.208,,,,,20.319,,,,,20.882
GMB,GAMBIA,16.908,,,,,16.889,,,,,16.856,,,,,16.612,,,,,16.967,,,,,16.753,,,,,17.842,,,,,18.718,,,,,20.287,,,,,20.177,,,,,20.78,,,,,20.143,,,,,19.484
GNB,GUINEA-BISSAU,18.769,,,,,18.374,,,,,17.962,,,,,17.722,,,,,17.31,,,,,17.342,,,,,18.783,,,,,19.367,,,,,19.464,,,,,18.595,,,,,18.623,,,,,18.957,,,,,20.945
GNQ,EQUATORIAL GUINEA,20.205,,,,,19.516,,,,,19.418,,,,,21.061,,,,,21.757,,,,,21.216,,,,,17.301,,,,,17.364,,,,,20.95,,,,,21.75,,,,,22.433,,,,,23.09,,,,,23.839
GRC,GREECE,41.775,,,,,40.006,,,,,38.319,,,,,37.08,,,,,36.074,,,,,35.052,,,,,34.18,,,,,33.902,,,,,33.405,,,,,30.711,,,,,29.1,,,,,27.464,,,,,25.957
GRD,GRENADA,25.018,,,,,23.304,,,,,21.773,,,,,20.867,,,,,20.4,,,,,20.035,,,,,18.828,,,,,17.757,,,,,15.345,,,,,15.17,,,,,15.557,,,,,17.052,,,,,16.328
GTM,GUATEMALA,18.831,,,,,18.151,,,,,17.648,,,,,17.302,,,,,17.123,,,,,17.023,,,,,17.212,,,,,17.49,,,,,17.48,,,,,17.24,,,,,17.163,,,,,17.305,,,,,17.511
GUF,FRENCH GUIANA,24.264,,,,,23.668,,,,,23.814,,,,,23.854,,,,,23.964,,,,,23.695,,,,,23.06,,,,,20.914,,,,,21.37,,,,,22.104,,,,,24.344,,,,,25.425,,,,,26.601
GUM,GUAM,29.223,,,,,28.312,,,,,27.309,,,,,26.278,,,,,25.181,,,,,23.923,,,,,22.571,,,,,21.569,,,,,20.744,,,,,20.941,,,,,21.205,,,,,22.315,,,,,22.845
GUY,GUYANA,21.933,,,,,22.607,,,,,23.241,,,,,22.088,,,,,21.854,,,,,19.748,,,,,18.025,,,,,16.923,,,,,15.576,,,,,16.143,,,,,17.013,,,,,18.426,,,,,20.371
HKG,HONG KONG,41.053,,,,,39.175,,,,,36.454,,,,,33.578,,,,,30.851,,,,,28.385,,,,,25.055,,,,,23.223,,,,,21.166,,,,,21.219,,,,,23.063,,,,,24.039,,,,,23.71
HND,HONDURAS,20.946,,,,,19.521,,,,,18.387,,,,,17.588,,,,,17.102,,,,,16.715,,,,,16.386,,,,,16.158,,,,,16.082,,,,,16.472,,,,,17.082,,,,,17.939,,,,,18.835
HRV,CROATIA (LOCAL NAME: HRVATSKA),41.914,,,,,40.456,,,,,38.995,,,,,37.503,,,,,35.774,,,,,34.081,,,,,32.835,,,,,32.098,,,,,31.502,,,,,30.409,,,,,29.208,,,,,28.213,,,,,27.898
HTI,HAITI,21.493,,,,,20.275,,,,,19.141,,,,,18.54,,,,,18.52,,,,,18.784,,,,,19.133,,,,,19.128,,,,,18.998,,,,,19.434,,,,,19.821,,,,,19.972,,,,,20.192
HUN,HUNGARY,39.903,,,,,39.089,,,,,38.557,,,,,37.544,,,,,36.443,,,,,35.079,,,,,34.413,,,,,34.416,,,,,34.212,,,,,33.481,,,,,32.151,,,,,30.827,,,,,30.101
IDN,INDONESIA,26.888,,,,,25.781,,,,,24.451,,,,,22.8,,,,,21.308,,,,,19.953,,,,,19.088,,,,,18.524,,,,,18.579,,,,,19.465,,,,,20.205,,,,,20.42,,,,,20.021
IND,INDIA,25.486,,,,,24.134,,,,,23.023,,,,,22.07,,,,,21.322,,,,,20.707,,,,,20.161,,,,,19.677,,,,,19.251,,,,,19.624,,,,,20.26,,,,,20.775,,,,,21.252
IRL,IRELAND,34.315,,,,,33.509,,,,,32.518,,,,,30.954,,,,,29.166,,,,,27.335,,,,,26.557,,,,,26.506,,,,,27.389,,,,,28.603,,,,,30.106,,,,,30.238,,,,,30.005
IRN,IRAN (ISLAMIC REPUBLIC OF),26.974,,,,,24.218,,,,,20.941,,,,,18.519,,,,,17.265,,,,,17.246,,,,,17.984,,,,,18.005,,,,,17.676,,,,,17.924,,,,,19.494,,,,,20.875,,,,,21.926
IRQ,IRAQ,19.137,,,,,18.736,,,,,18.259,,,,,17.531,,,,,16.775,,,,,16.655,,,,,16.569,,,,,16.962,,,,,17.46,,,,,18.59,,,,,19.588,,,,,20.273,,,,,22.045
ISL,ICELAND,34.894,,,,,34.261,,,,,32.791,,,,,31.467,,,,,29.974,,,,,28.399,,,,,26.943,,,,,25.402,,,,,24.487,,,,,24.232,,,,,25.419,,,,,26.219,,,,,26.528
ISR,ISRAEL,30.113,,,,,28.712,,,,,27.98,,,,,27.261,,,,,25.884,,,,,25.38,,,,,24.987,,,,,24.12,,,,,23.497,,,,,23.442,,,,,24.077,,,,,24.609,,,,,25.515
ITA,ITALY,43.294,,,,,41.745,,,,,40.2,,,,,38.54,,,,,36.972,,,,,35.533,,,,,34.212,,,,,33.527,,,,,33.028,,,,,32.324,,,,,31.559,,,,,30.198,,,,,28.62
JAM,JAMAICA,27.039,,,,,26.053,,,,,24.511,,,,,23.224,,,,,21.97,,,,,20.31,,,,,19.195,,,,,17.03,,,,,16.711,,,,,18.407,,,,,19.641,,,,,21.918,,,,,22.194
JOR,JORDAN,22.451,,,,,20.696,,,,,19.538,,,,,19.064,,,,,16.544,,,,,16.266,,,,,15.456,,,,,16.446,,,,,17.189,,,,,17.493,,,,,18.03,,,,,17.683,,,,,17.187
JPN,JAPAN,44.862,,,,,43.035,,,,,41.345,,,,,39.576,,,,,37.393,,,,,35.092,,,,,32.63,,,,,30.421,,,,,28.883,,,,,27.324,,,,,25.536,,,,,23.632,,,,,22.315
KAZ,KAZAKHSTAN,28.865,,,,,28.491,,,,,27.677,,,,,26.989,,,,,25.965,,,,,24.55,,,,,23.512,,,,,22.23,,,,,21.703,,,,,22.347,,,,,22.836,,,,,23.28,,,,,23.195
KEN,KENYA,18.532,,,,,18.069,,,,,17.434,,,,,16.561,,,,,15.466,,,,,15.016,,,,,15.015,,,,,15.169,,,,,15.45,,,,,15.846,,,,,17.171,,,,,18.931,,,,,19.988
KGZ,KYRGYZSTAN,23.801,,,,,23.609,,,,,22.47,,,,,21.461,,,,,21.591,,,,,21.658,,,,,20.824,,,,,19.504,,,,,19.395,,,,,21.566,,,,,23.976,,,,,25.351,,,,,25.326
KHM,CAMBODIA,23.496,,,,,20.787,,,,,18.397,,,,,17.379,,,,,17.922,,,,,18.498,,,,,19.162,,,,,17.634,,,,,16.963,,,,,16.655,,,,,17.203,,,,,17.94,,,,,18.741
KIR,KIRIBATI,22.534,,,,,20.983,,,,,19.913,,,,,19.774,,,,,20.39,,,,,19.605,,,,,18.924,,,,,18.069,,,,,16.999,,,,,17.584,,,,,18.673,,,,,19.983,,,,,21.284
KOR,"KOREA, REPUBLIC OF",37.77,,,,,35.006,,,,,32.098,,,,,29.519,,,,,26.954,,,,,24.428,,,,,22.198,,,,,19.955,,,,,19.005,,,,,18.739,,,,,19.796,,,,,19.295,,,,,19.015
KWT,KUWAIT,28.442,,,,,28.554,,,,,28.571,,,,,27.655,,,,,22.729,,,,,22.744,,,,,20.813,,,,,17.603,,,,,19.141,,,,,21.684,,,,,24.003,,,,,21.632,,,,,21.537
LAO,LAOS ,20.346,,,,,19.034,,,,,18.001,,,,,17.639,,,,,17.669,,,,,17.603,,,,,17.685,,,,,18.656,,,,,18.708,,,,,18.793,,,,,19.053,,,,,19.395,,,,,19.779
LBN,LEBANON,28.534,,,,,26.516,,,,,26.31,,,,,24.465,,,,,23.156,,,,,21.526,,,,,19.936,,,,,19.513,,,,,18.687,,,,,18.721,,,,,20.376,,,,,22.033,,,,,23.178
LBR,LIBERIA,18.298,,,,,18.182,,,,,18.101,,,,,17.762,,,,,17.36,,,,,17.274,,,,,17.517,,,,,17.837,,,,,18.256,,,,,18.819,,,,,19.017,,,,,19.044,,,,,19.068
LBY,LIBYA,25.617,,,,,23.932,,,,,22.175,,,,,20.177,,,,,18.7,,,,,17.743,,,,,16.92,,,,,16.953,,,,,17.494,,,,,18.6,,,,,19.455,,,,,19.931,,,,,20.952
LCA,SAINT LUCIA,29.468,,,,,25.84,,,,,24.285,,,,,23.093,,,,,21.444,,,,,18.926,,,,,17.479,,,,,16.51,,,,,14.972,,,,,16.401,,,,,17.736,,,,,20.12,,,,,20.68
LKA,SRI LANKA,30.529,,,,,28.991,,,,,27.536,,,,,25.778,,,,,24.212,,,,,22.764,,,,,21.689,,,,,20.576,,,,,19.636,,,,,19.076,,,,,19.201,,,,,20.174,,,,,21.577
LSO,LESOTHO,20.114,,,,,19.292,,,,,18.725,,,,,18.47,,,,,17.727,,,,,17.497,,,,,17.599,,,,,17.549,,,,,17.777,,,,,17.965,,,,,18.341,,,,,19.06,,,,,19.776
LTU,LITHUANIA,38.703,,,,,37.65,,,,,35.911,,,,,34.008,,,,,32.664,,,,,32.106,,,,,31.946,,,,,31.471,,,,,30.778,,,,,29.66,,,,,28.517,,,,,28.013,,,,,27.782
LUX,LUXEMBURG,38.914,,,,,38.518,,,,,37.292,,,,,36.704,,,,,36.414,,,,,35.844,,,,,34.972,,,,,35.009,,,,,35.375,,,,,35.256,,,,,35.153,,,,,35.659,,,,,35.0
LVA,LATVIA,41.247,,,,,39.912,,,,,37.923,,,,,36.262,,,,,34.6,,,,,34.733,,,,,34.95,,,,,34.877,,,,,34.198,,,,,33.181,,,,,32.251,,,,,30.572,,,,,30.504
MAC,MACAU,36.539,,,,,35.092,,,,,33.083,,,,,30.986,,,,,28.878,,,,,26.902,,,,,25.5,,,,,22.472,,,,,19.163,,,,,19.507,,,,,25.313,,,,,27.003,,,,,26.499
MAR,MOROCCO,26.15,,,,,24.202,,,,,22.273,,,,,20.545,,,,,19.304,,,,,18.229,,,,,17.469,,,,,16.656,,,,,16.104,,,,,16.174,,,,,18.069,,,,,19.229,,,,,19.528
MDA,"MOLDOVA, REPUBLIC OF",35.172,,,,,34.13,,,,,32.315,,,,,30.796,,,,,29.867,,,,,28.652,,,,,27.695,,,,,26.209,,,,,26.289,,,,,26.175,,,,,26.078,,,,,26.585,,,,,26.618
MDG,MADAGASCAR,18.015,,,,,17.454,,,,,17.286,,,,,17.381,,,,,17.228,,,,,17.093,,,,,16.755,,,,,16.928,,,,,17.236,,,,,17.92,,,,,19.204,,,,,20.229,,,,,20.942
MDV,MALDIVES,23.587,,,,,21.086,,,,,18.534,,,,,16.92,,,,,16.552,,,,,17.135,,,,,17.321,,,,,17.157,,,,,17.509,,,,,20.195,,,,,20.502,,,,,19.881,,,,,18.556
MEX,MEXICO,25.95,,,,,24.415,,,,,22.981,,,,,21.511,,,,,19.787,,,,,18.477,,,,,17.43,,,,,16.759,,,,,16.595,,,,,16.632,,,,,17.113,,,,,17.884,,,,,18.682
MKD,MACEDONIA,36.094,,,,,34.412,,,,,32.807,,,,,30.968,,,,,29.428,,,,,27.84,,,,,26.118,,,,,24.457,,,,,23.051,,,,,21.903,,,,,21.835,,,,,21.977,,,,,21.836
MLI,MALI,16.537,,,,,16.736,,,,,16.753,,,,,16.729,,,,,16.712,,,,,17.612,,,,,18.241,,,,,18.866,,,,,19.311,,,,,19.76,,,,,19.942,,,,,20.452,,,,,20.85
MLT,MALTA,40.159,,,,,38.399,,,,,35.928,,,,,34.008,,,,,31.918,,,,,30.073,,,,,28.341,,,,,26.504,,,,,23.772,,,,,21.037,,,,,21.491,,,,,21.327,,,,,23.654
MMR,MYANMAR (Burma) ,27.821,,,,,25.823,,,,,23.985,,,,,22.28,,,,,20.779,,,,,19.678,,,,,19.204,,,,,18.839,,,,,18.59,,,,,19.305,,,,,20.653,,,,,21.788,,,,,22.441
MNE,MONTENEGRO,36.333,,,,,35.237,,,,,34.093,,,,,32.018,,,,,29.688,,,,,28.372,,,,,26.555,,,,,24.52,,,,,24.013,,,,,23.34,,,,,22.768,,,,,21.887,,,,,21.611
MNG,MONGOLIA,25.686,,,,,24.024,,,,,21.994,,,,,20.281,,,,,19.267,,,,,18.512,,,,,17.775,,,,,17.452,,,,,18.262,,,,,20.411,,,,,23.033,,,,,24.288,,,,,25.041
